,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
6256,Paper Bag Violet,Sauvignon Blanc,Black,Radioactive Toxic,Bolts Aquamarine,Acid Aquamarine,Strobes Violet,None,None,None,None,23.913233324782567,6256
6257,Flammable Crimson,Sparkling Water,Black,None,Bolts Toxic,White,Cantaloupe,None,None,None,None,15.610715825049654,6257
6258,Biohazard Violet,Sauvignon Blanc,White,Caution Aquamarine,Dark Shoulders Toxic,Violet,Black,None,X White,None,None,37.17575021730312,6258
6259,WAGMI Crimson,Lemonade,Black,None,Light Shoulders Toxic,Glow Toxic,Black,None,None,None,None,10.533397640866372,6259
6260,WAGMI Toxic,Lemonade,Tied White,gm Toxic,Dark Stripes Cantaloupe,Spikes Aquamarine,Bolts Violet,None,None,None,None,33.80236803999864,6260
6261,WAGMI Aquamarine,Watermelon Juice,White,69 Violet,Light Shoulders Crimson,White,Stripes Crimson,None,None,None,None,23.112998249083024,6261
6262,Caution Violet,Champagne,White,None,Dark Hatch Crimson,Cantaloupe,Crimson,None,None,None,None,16.324459583122824,6262
6263,Radioactive Crimson,Limeade,Black,None,Dark Hatch Crimson,Aquamarine,Fuzz Aquamarine,None,X Cantaloupe,None,None,36.81887735787238,6263
6264,WAGMI Crimson,Water,White,gm White,Plain White,Wired,Black,None,X Toxic,None,None,38.738286902886045,6264
6265,Caution Crimson,Sparkling Water,Tied Black,Radioactive Violet,Light Stripes Crimson,Violet,Fuzz Toxic,None,None,None,None,30.83398002147138,6265
6266,Hopium Violet,Champagne,White,None,Plain Toxic,Violet,Strobes Violet,None,None,None,None,16.616454175459307,6266
6267,Caution Toxic,Sparkling Water,White,gm Toxic,Light Stripes Cantaloupe,Glow Violet,Grid Violet,None,None,None,None,24.1997779523143,6267
6268,WAGMI Cantaloupe,Champagne,White,CrypToadz Black,Plain Violet,Toxic,Grid Violet,None,None,None,None,24.92972363193578,6268
6269,Clear,Blood,Black,69 Crimson,Dark Hatch Crimson,Glow White,Strobes Toxic,None,None,None,None,19.812032275392916,6269
6270,Radioactive Violet,Orange Soda,White,None,Light Hatch Aquamarine,Toxic Waste,Strobes Crimson,None,None,None,None,18.676540839055107,6270
6271,WAGMI Aquamarine,Cola,Tied White,High Voltage Toxic,Dark Hatch Toxic,Glow Toxic,Black,None,None,None,None,27.99810584760222,6271
6272,Flammable Crimson,Champagne,Black,None,Light Shoulders Toxic,Aquamarine,Black,None,None,None,None,9.211332915552466,6272
6273,Biohazard Crimson,Cabernet Sauvignon,White,Radioactive Black,Dark Hatch Crimson,White,Black,None,None,None,None,16.64615037819574,6273
6274,Paper Bag Aquamarine,Sauvignon Blanc,White,Radioactive Toxic,Plain Crimson,Glow Cantaloupe,Grid Cantaloupe,None,None,None,None,24.205179740217567,6274
6275,Radioactive Violet,Watermelon Juice,White,gm Aquamarine,Poly Aquamarine,Glow Toxic,Strobes Cantaloupe,None,None,None,None,25.362278829147467,6275
6276,None,Banana,Black,gm Cantaloupe,Poly Grey,Cantaloupe,Stripes Toxic,None,None,None,None,24.253877214662555,6276
6277,Caution Toxic,Purple Grape Juice,White,None,Light Stripes Cantaloupe,Cantaloupe,Stripes Aquamarine,Sharp Cantaloupe,None,None,None,42.425262994346255,6277
6278,Caution Aquamarine,Sauvignon Blanc,Tied White,Caution Aquamarine,Dark Shoulders Aquamarine,White,Grid Toxic,None,X Aquamarine,None,None,52.0709098176261,6278
6279,Caution Aquamarine,Sauvignon Blanc,Tied Black,High Voltage Crimson,Plain White,Shiny Violet,Stripes Rainbow,None,None,None,Violet Strobes,61.896643252309566,6279
6280,Flammable Toxic,Toxic Waste,Black,None,Plain Crimson,Violet,Accents Cantaloupe,None,None,None,None,16.751631423376747,6280
6281,Biohazard Violet,Water,White,High Voltage Violet,Light Stripes Violet,Toxic,Accents Aquamarine,None,None,None,None,23.391422859833014,6281
6282,Biohazard Aquamarine,Passion Fruit Juice,Black,None,Plain Black,Crimson,Hatch Rainbow,None,3D Glasses,None,None,38.74911948595863,6282
6283,Hopium Crimson,Sauvignon Blanc,Tied White,Radioactive Toxic,Light Shoulders Toxic,Aquamarine,Accents Aquamarine,None,None,None,None,30.86642198159296,6283
6284,Caution Violet,Milk,Black,Flammable Toxic,Bolts Violet,Crimson,Strobes Violet,None,None,None,None,24.399875496198444,6284
6285,Radioactive Cantaloupe,Purple Grape Juice,Tied Black,69 Violet,Plain Black,Acid Crimson,Black,None,Big Shades,None,None,46.542726408402864,6285
6286,Clear,Purple Grape Juice,Black,Caution Crimson,Poly Aquamarine,Crimson,Stripes Aquamarine,None,None,Headphones Violet,None,40.83587293818917,6286
6287,WAGMI Violet,Limeade,Black,Caution Cantaloupe,Plain Violet,Violet,Grid Toxic,None,None,Headphones Cantaloupe,None,48.483573026645956,6287
6288,Caution Cantaloupe,Sparkling Water,White,High Voltage Crimson,Plain Aquamarine,Crimson,Strobes Aquamarine,None,X Cantaloupe,None,None,42.89062071942113,6288
6289,Clear,Purple Grape Juice,Black,None,Light Stripes Cantaloupe,Spikes Aquamarine,Crimson,None,None,None,None,10.86594634734938,6289
6290,Biohazard Crimson,Really Toxic Waste,Black,None,Plain Cantaloupe,Cantaloupe,Accents Crimson,None,Beady Toxic,None,None,38.457134725081275,6290
6291,Clear,Champagne,White,None,Light Hatch Cantaloupe,Violet,Stripes Violet,None,Beady Cantaloupe,Headphones Toxic,None,57.376764245786305,6291
6292,Radioactive Aquamarine,Water,White,gm Crimson,Light Stripes Violet,Spikes Crimson,Bolts Cantaloupe,None,None,None,None,23.437394244457877,6292
6293,None,Serum,Tied White,High Voltage Crimson,Dark Shoulders Cantaloupe,Acid Toxic,Black,None,None,None,None,29.16328610957889,6293
6294,Flammable Toxic,Rose Champagne,Tied White,gm Aquamarine,Light Hatch Cantaloupe,Cantaloupe,Accents Violet,None,None,None,None,31.358450210316118,6294
6295,Caution Crimson,Sauvignon Blanc,Black,Radioactive Black,Poly Crimson,Violet,Accents Cantaloupe,None,None,None,None,22.331715035999984,6295
6296,Clear,Toxic Waste,Tied White,Radioactive Violet,Light Shoulders Crimson,White,Accents Violet,None,None,None,None,25.978597139599245,6296
6297,WAGMI Crimson,Purple Grape Juice,Black,gm Toxic,Plain Cantaloupe,Spikes Crimson,Black,None,None,None,None,15.848622218251943,6297
6298,WAGMI Crimson,Limeade,White,Biohazard Crimson,Light Hatch Cantaloupe,Toxic,Bolts Toxic,None,None,None,None,24.910817243693074,6298
6299,Biohazard Violet,Blood,White,None,Plain Crimson,Wired,Grid Crimson,None,None,None,None,19.12803339699281,6299
6300,Flammable Crimson,Rose Champagne,White,69 Violet,Light Hatch Cantaloupe,Glow Aquamarine,Stripes Crimson,None,None,None,None,25.000016470465763,6300
6301,Clear,Lemonade,Black,Flammable Cantaloupe,Dark Hatch Aquamarine,White,Black,None,None,None,None,8.248853377450569,6301
6302,WAGMI Cantaloupe,Sparkling Water,Black,Flammable Crimson,Light Stripes Violet,Crimson,Fuzz Crimson,None,X Aquamarine,None,None,43.396169522744295,6302
6303,Biohazard Toxic,Passion Fruit Juice,White,Radioactive White,Dark Shoulders Crimson,Aquamarine,Candles Inverted,None,X Toxic,None,None,46.56174513160664,6303
6304,Clear,Passion Fruit Juice,Tied Black,Biohazard Toxic,Bolts Crimson,Violet,Grid Crimson,None,None,SnapBack Violet,None,52.476212244694366,6304
6305,Clear,Rose Champagne,Black,High Voltage Aquamarine,Dark Stripes Aquamarine,Acid Violet,Black,None,None,None,None,11.53916942734181,6305
6306,Caution Cantaloupe,Cola,White,Biohazard Cantaloupe,Bolts Cantaloupe,Aquamarine,Stripes Cantaloupe,Sharp Toxic,None,None,None,50.3216017744774,6306
6307,Flammable Aquamarine,Champagne,Tied Black,Caution Toxic,Plain Aquamarine,Crimson,Accents Aquamarine,None,None,None,None,31.24760351067032,6307
6308,Clear,Cola,White,Caution Toxic,Plain Toxic,Aquamarine,Accents Violet,Bloody,None,None,None,44.0688906902268,6308
6309,WAGMI Violet,Sparkling Water,White,gm Aquamarine,Plain Toxic,Cantaloupe,Grid Crimson,None,None,None,None,20.552732863540854,6309
6310,Clear,Sauvignon Blanc,White,None,Light Stripes Cantaloupe,White,Black,None,None,None,None,1.2653347498215834,6310
6311,Biohazard Aquamarine,Cabernet Sauvignon,Black,None,Light Hatch Violet,Aquamarine,Stripes Cantaloupe,None,Sun Eyes,Earphones Violet,None,63.391301768354055,6311
6312,Clear,Cola,Tied White,Radioactive Crimson,Robotic Violet,Spikes Crimson,Grid Aquamarine,None,None,None,None,27.862933762890712,6312
6313,Clear,Cabernet Sauvignon,Tied Black,None,Light Stripes Violet,White,Strobes Crimson,None,None,None,None,18.349338363935118,6313
6314,Clear,Sauvignon Blanc,Tied Black,High Voltage Crimson,Bolts Violet,Acid Crimson,Fuzz Cantaloupe,None,None,None,None,26.116475653100363,6314
6315,Flammable Cantaloupe,Purple Grape Juice,White,High Voltage Aquamarine,Bolts Cantaloupe,Aquamarine,Black,None,None,None,None,14.656333691787355,6315
6316,Hopium Cantaloupe,Water,White,CrypToadz Black,Poly Grey,Acid Cantaloupe,Accents Violet,None,Beady Aquamarine,None,None,46.87262817132849,6316
6317,Clear,Blood,Black,High Voltage Violet,Plain Aquamarine,Toxic,Accents Aquamarine,None,None,None,None,17.962816996495267,6317
6318,Flammable Crimson,Rosé,Black,None,Dark Shoulders Toxic,Glow Cantaloupe,Strobes Aquamarine,None,None,None,None,19.05231934847426,6318
6319,WAGMI Cantaloupe,Purple Grape Juice,White,gm Aquamarine,Plain Violet,Spikes Violet,Accents Violet,None,None,None,None,23.440087150734687,6319
6320,Flammable Violet,Purple Grape Juice,Black,Flammable Cantaloupe,Dark Hatch Aquamarine,Crimson,Hatch Rainbow,None,Sun Eyes,None,None,44.43155490901079,6320
6321,Radioactive Aquamarine,Lemonade,White,69 Crimson,Plain White,Acid Cantaloupe,Black,None,None,SnapBack Toxic,None,41.27652258838494,6321
6322,Hopium Violet,Milk,Black,None,Poly Toxic,Spikes Cantaloupe,Stripes Toxic,None,None,Headphones Aquamarine,None,45.24503379831586,6322
