,Zipper,Sweatshirt,Neck,Hood,Head,Eyelets,Element,Drawstring,Background,Mask,Tie,Shirt,Lapels,Jacket,New Dawn,Pin,Raised Hood,Vest,Button,Masked Head,Parka,Parka Hood,Zero Hour,Clothing,Type,Rarity score,Token Id
8807,None,None,Midnight Sky,None,Blood Red Tiger,None,None,None,Midnight Paradigm Shift,Luminous Mycelium,Argon Pink Primal Liquid,Lunar Grey Matrix XL,Psilocybin Blue Cross,Midnight Cross,None,Copper Magic,None,None,None,None,None,None,None,None,None,56.78221776105964,8808
8808,Copper Quietude,Lunar Tiger,Crimson Nexus,Lunar Tiger,Moonlight Screenshot,Golden Silence,Golden Absolution,Dark Green Complexion,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.80311773736604,8809
8809,Blood Red,Scratched Purple Haze,Bone White,Snow Camo XL,None,Golden Halo,Lunar Atrophy,Yellow Euphoria,Hazed Horizon,Steel Nexus Gas Mask,None,None,None,None,None,None,None,None,None,Cerulean Distemper,None,None,None,None,None,68.1479500683465,8810
8810,None,None,Midnight Cross,None,None,None,Golden Epiphany,None,Lunar Existence,Crimson Intersection,Argon Pink Mycelium,Pale Green Matrix,Lunar Trinity,Dark Green Cross,None,None,None,None,None,Argon Neon Cross,None,None,None,None,None,60.08092054987249,8811
8811,None,None,Midnight,None,Argon Neon Cross,None,Lunar Collapse,None,Midnight,Golden Conundrum,Crystal Orchid Primal Liquid,Bone White Connection XL,Pagan Earth Primal Liquid,Silver Serenade,None,None,None,None,None,None,None,None,None,None,None,45.11200338972207,8812
8812,None,None,Psilocybin Distemper,None,Machine Sequence,None,Silver Collective,None,Deep Earth,Laced Lunar Haze Conception,Bone White Ink,Dark Green Connection XL,Primal Liquid,Midnight Cross,None,None,None,None,None,None,None,None,None,None,None,44.736960514001524,8813
8813,Silver Moon,Lunar Grey Ashes,Cerulean Nexus,Hollow Lunar Trinity,Liquid Moonfire,Lunar Rising,None,Psilocybin Blue Imprint,Deep Earth,Lunar Prophecy,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.039431294052136,8814
8814,Celestial Pink,Primal Blood Red,Cerulean Cross,Dark Green Forest,Midnight Transparency,Lunar Rising,None,Celestial Jade,Deus Ex Machina,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.34405849369778,8815
8815,Golden Silence,Pale Green Splatter XL,Midnight Sky,Bone White Forest,Pagan Earth Mute,Celestial Red,Copper Epiphany,Phoenix Sun,Jaded Existence,Celestial Red Antlers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.34520492394762,8816
8816,None,None,Midnight Sky,None,Reptillian Tiger,None,Golden Atrophy,None,Jaded Existence,Lunar Vision,Bone White Ink,Bone White Matrix XL,Dark Green Primal Liquid,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,44.760294108253575,8817
8817,None,None,Liquid Nexus,None,Pagan Tiger,None,None,None,Deep Earth,Cerulean Thorns,Blood Red Mycelium,Bone White,Bone White,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,34.93947645967752,8818
8818,None,None,Pagan Nexus,None,Argon Neon Mycelium,None,Golden Absolution,None,Deep Earth,Silver Serenade Filter,Midnight Black,Blood Red Connection XL,Lunar Grey Mycelium,Copper Nexus XL,None,None,None,None,None,None,None,None,None,None,None,42.11494505778752,8819
8819,Psilocybin Blue,Purple Haze Forest,Reptillian Tiger,Lunar Grey Forest,Crimson Transparency,Pagan Dust,Golden Fall,Celestial Red,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.24046317427873,8820
8820,Celestial Pink,Bone White Splatter XL,Argon Neon Tiger,Evenfall Jungle Camo XL,Argon Neon Tiger,Golden Silence,None,Celestial Argon,Deus Ex Machina,Laced Lunar Conception,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.48932214183535,8821
8821,None,None,Serpent Mycelium,None,Midnight Tiger,None,Lunar Atrophy,None,Jaded Existence,Sublunar Triarchy,Midnight Cross,Bone White,Dark Scratched Copper,Lunar Grey Mycelium,None,None,None,None,None,None,None,None,None,None,None,44.989675362606775,8822
8822,Lunar Diamond,Lunar Trinity XL,Cerulean Nexus,Dark Scratched Copper,Midnight Grid Transparency,Golden Halo,Fallen Gold,Crystal Orchid Imprint,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.07147791787745,8823
8823,Acid Yellow,Bone White Nightfall,Bone White,Lunar Parallel,Argon Neon Cross,Psychedelic,Fallen Lunar,Crystal Orchid Imprint,Midnight Paradigm Shift,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.61124436530535,8824
8824,Copper Quietude,Purple Haze Ashes,Reptillian Tiger,Golden Tiger,Psilocybin Mute,Golden Silence,Golden Epiphany,Pale Pink Complexion,Crimson Destiny,Midnight Gold Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.99504828658739,8825
8825,None,None,Serpent Nexus,None,Serpent Nexus,None,Copper Orbs,None,Pink Machine,None,Serpent Omniscience,Pale Green Connection XL,Pink Palpitation,Pink Palpitation,None,Copper Ouroboros,None,None,None,None,None,None,None,None,None,56.39092898245464,8826
8826,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8827
8827,None,None,Bone White,None,Moonlight Screenshot,None,None,None,Midnight,None,Bone White,Bone White,Bone White,Bone White,None,Copper Trilateral Pin,None,None,None,None,None,None,None,None,None,43.96147696214332,8828
8828,None,None,Pagan Tiger,None,Argon Neon Mycelium,None,Golden Epiphany,None,Moonlight Forest,None,Midnight Black,Bone White Connection,Lunar Parallel,Bone Dust,None,None,None,None,None,None,None,None,None,None,None,35.89372016466931,8829
8829,None,None,Midnight Sky,None,Midnight Tiger,None,None,None,Crimson Destiny,Golden Succession,Midnight Mycelium,Bone White Matrix XL,Copper Tiger Bone,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,38.40622983623841,8830
8830,None,None,Purple Haze Tiger,None,Shared Dream,None,Golden Absolution,None,Lunar Existence,None,Midnight Black,Bone Ashes,Lunar Grey Cross,Lunar Grey Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,36.640120791582895,8831
8831,Lunar Diamond,Pale Pink Ink,Copper Nexus,Neon Green Rain,Amethyst Mute Tiger,Golden Halo,Golden Collapse,Pale Green Imprint,Deep Earth,Silver Vision,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.61161933635384,8832
8832,None,None,Crystal Orchid Tiger,None,Midnight Cross,None,Golden Atrophy,None,Deep Earth,Golden Clockwork,Celestial Argon,Blood Red Matrix,Pagan Earth Cross,Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,44.400224502186276,8833
8833,None,None,Pagan Tiger,None,Pagan Mycelium,None,None,None,Deep Earth,Cerulean Assembly,Midnight Black,Bone White,Copper Parallel,Bone White,None,None,None,None,None,None,None,None,None,None,None,34.87932776437098,8834
8834,Lunar Network,Bone White Forest,Cerulean Nexus,Hollow Lunar Trinity,Pagan Tiger,Golden Silence,Golden Absolution,Pagan Earth Imprint,Midnight,Argon Neon Grin,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.069672950130254,8835
8835,None,None,Midnight,None,Machine,None,Copper Epiphany,None,Midnight Solidarity,Lunar Triad,Midnight Black,Purple Haze Matrix,Bone White,Golden Tiger,None,None,None,None,None,None,None,None,None,None,None,43.3473855280101,8836
8836,None,None,Argon Neon Cross,None,Psilocybin Mute,None,None,None,Moonlight Forest,Golden Triad,Psilocybin Blue Primal Liquid,Midnight Black,Dark Green Primal Liquid,Midnight Cross,None,None,None,None,None,None,None,None,None,None,None,38.843331475714585,8837
8837,None,None,Argon Neon Mycelium,None,Golden Midnight,None,Golden Atrophy,None,Midnight,Golden Sovereign,Primal Liquid,Bone White,Scratched Bone,Argon Pink Cross,None,Copper Magic,None,None,None,None,None,None,None,None,None,61.75371368346912,8838
8838,Copper Key,Dark Green Forest,Bone White,Dark Green Nightfall,Midnight Amethyst Mycelium,Golden Halo,Lunar Atrophy,Phoenix Sun,Midnight Paradigm Shift,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.210005208011346,8839
8839,Pink Horizon,Lunar Parallel,Midnight,Bone White Nightfall,Crimson Nexus,Celestial Purple,None,Celestial Argon,Moonlight Forest,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38.70590426162465,8840
8840,Pink Horizon,Lunar Trinity,Crimson Nexus,Lunar Trinity XL,Purple Haze Tiger,Bone White,Copper Epiphany,Muted Mint Imprint,Midnight,Golden Triad,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.833635673194166,8841
8841,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8842
8842,Midnight Black,Blood Red Ink,Midnight,Lunar Trinity,Psilocybin Mute,Silver Serenade,Golden Fall,Argon Pink Complexion,Deep Earth,Midnight Silver Horns,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.96939010193632,8843
8843,Pale Pink,Copper Tiger,Midnight,Xenon,Purple Neon Cross,Golden Silence,Lunar Atrophy,Infinite Ice Imprint,Hazed Horizon,Laced Lunar Conception,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.71107535338822,8844
8844,Silver Serenade,Bone White Nightfall,Blood Red Cross,Golden Tiger,Serpent Trinity,Celestial Argon,None,Hollow Copper Trinity,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.31679431373017,8845
8845,None,None,Dark Serpent Acolyte,None,Sanguine Invocation,None,Golden Epiphany,None,Jaded Existence,Argon Neon Affixion,Psilocybin Omniscience,Psilocybin Blue Matrix XL,Liquid Hallucination,Xenon Entanglement,None,None,None,None,None,None,None,None,None,None,None,46.62674483327999,8846
8846,Midnight Black,Golden Diamond Mesh,Midnight Transparency,Infinite Ice Splatter XL,Copper Nexus,Celestial Argon,Lunar Fall,Aurora Reverie,Deep Earth,Golden Prophecy,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.42394430421072,8847
8847,Golden Clockwork,Muted Mint Splatter XL,Cerulean Cross,Primal Argon Pink,Midnight Grid Transparency,Celestial Red,Copper Epiphany,Hollow Copper Trinity,Jaded Existence,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.103287127396385,8848
8848,None,None,Purple Haze Transparency,None,Purple Neon Cross,None,Lunar Atrophy,None,Moonlight Forest,Lunar Canopy,Crystal Orchid Primal Liquid,Bone White,Crystal Orchid Mycelium,Lunar Grey Mycelium,None,None,None,None,None,None,None,None,None,None,None,45.82354549493409,8849
8849,Psilocybin Blue,Scratched Dark Green,Reptillian Tiger,Lunar Tiger,Crimson Nexus,Midnight Black,Fallen Gold,Copper Faction,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.09917470050158,8850
8850,None,None,Pagan Mycelium,None,Serpent Mycelium,None,None,None,Deep Earth,Sulfated Revolt,Bone White Ink,Bone White Matrix XL,Bone White,Lunar Faction,None,None,None,None,None,None,None,None,None,None,None,36.414553576201364,8851
8851,None,None,Psilocybin Neon Cross,None,Pagan Mycelium,None,None,None,Psiloybin Sanctity,Lunar Clockwork,Midnight Black,Midnight Black,Pale Green Cross,Lunar Grey Primal Liquid,None,None,None,None,None,None,None,None,None,None,None,38.80111277245283,8852
8852,Silver Moon,Neon Evenfall Ensemble,Midnight,Neon Evenfall Ensemble,Lunar Silence,Silver Serenade,None,Purple Haze Complexion,Lunar Clockwork,Argon Neon Tendril Transference,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49.442137901881964,8853
8853,Copper Cerebrum,Copper Tiger,Midnight Transparency,Copper Diamond Mesh,Serpent Mycelium,Lunar Rising,Fallen Lunar Duality,Silver Moonlight,Crimson Destiny,Silver Revolt XL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56.40733850785552,8854
8854,Forest Green,Lunar Parallel,Midnight,Primal Bone White,Machine,Golden Halo,Lunar Lavation,Infinite Ice Imprint,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.061762716252744,8855
8855,Bone White,Lunar Grey Rain,Pagan Nexus,Lunar Trinity,Blood Red Nexus,Golden Silence,Golden Epiphany,Argon Pink Complexion,Hazed Horizon,Lunar Sovereign,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53.5744134018711,8856
8856,None,None,Copper Nexus,None,Reptillian Tiger,None,Copper Epiphany,None,Midnight Machine,None,Pale Green Primal Liquid,Midnight Black,Argon Pink Cross,Lunar Faction,None,None,None,None,None,None,None,None,None,None,None,37.350395215239665,8857
8857,Lunar Trinity,Bone White Rain,Cerulean Tiger,Primal Argon Pink,Serpent Nexus,Jade Destiny,None,Argon Pink Complexion,Deep Earth,Serpent Tendril Transference,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.061282814048226,8858
8858,None,None,Midnight,None,Amethyst Mute Nexus,None,None,None,Deep Earth,Celestial Red Antlers,Pale Green Primal Liquid,Pale Green Connection XL,Midnight Black,Lunar Faction,None,None,None,None,None,None,None,None,None,None,None,35.11827322500824,8859
8859,None,None,Pagan Mycelium,None,None,None,Copper Epiphany,None,Crimson Destiny,Golden Antlers,Bone White,Psilocybin Blue Connection XL,Lunar Grey Mycelium,Midnight Black,None,None,None,None,None,Blood Red Mute,None,None,None,None,None,58.46773060896477,8860
8860,None,None,Purple Haze Neon Nexus,None,Pagan Nexus,None,Copper Epiphany,None,The Gathering,Machine Hologram Filter,Pagan Earth Mycelium,Midnight Black,Lunar Grey Mycelium,Midnight Black,None,None,None,None,None,None,None,None,None,None,None,44.21027956023582,8861
8861,None,None,Purple Neon Cross,None,Xenon Tapestry,None,Lunar Absolution,None,Deep Earth,None,Midnight Mycelium,Bone White Matrix XL,Xenon Entanglement,Xenon Entanglement,None,None,None,None,None,None,None,None,None,None,None,35.31877927760798,8862
8862,None,None,Cerulean Cross,None,Blood Red Tiger,None,Golden Atrophy,None,Golden Genesis,None,Midnight Black,Bone White Connection XL,Blood Red Mycelium,Lunar Trinity,None,None,None,None,None,None,None,None,None,None,None,37.606993036974785,8863
8863,None,None,Midnight Cross,None,Psilocybin Neon Cross,None,Golden Epiphany,None,Deep Earth,Acid Yellow Defiance,Pale Green Primal Liquid,Dark Green Matrix XL,Dark Scratched Copper,Blood Red Mycelium,None,None,None,None,None,None,None,None,None,None,None,43.096636003930286,8864
8864,Pink Horizon,Bone White Ashes,Bone White,Golden Cross,Midnight Mesh,Lunar Rising,Fallen Gold,Celestial Psilocybin,Jaded Existence,Candy Daydream Intersection,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.040649988340085,8865
8865,Forest Green,Copper Cross,Serpent Nexus,Lunar Tiger,Midnight Distemper,Jade Destiny,None,Pale Green Imprint,Midnight Formation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.31714599000936,8866
8866,Acid Yellow,Acid Yellow Ink,Purple Neon Cross,Copper Parallel,Psilocybin Mute,Celestial Purple,Copper Epiphany,Crystal Orchid Imprint,The Gathering,Steel Nexus Revolt XL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.5904311611611,8867
8867,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Deconstructed,None,None,None,None,None,None,None,None,None,None,0.0,8868
8868,None,None,Blood Red Mycelium,None,Purple Neon Cross,None,None,None,Lunar Existence,Golden Array Chamber,Midnight Black,Pale Green Matrix,Dark Green Primal Liquid,Lunar Grey Mycelium,None,Silver Trilateral,None,None,None,None,None,None,None,None,None,55.025064172422454,8869
8869,Silver Serenade,Neon Green Rain,Midnight,Bone White Nightfall,Moonlight Connection,Silver Serenade,Fallen Lunar,Acid Yellow Imprint,Midnight,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45.196567210492304,8870
8870,Bone White,Scratched Lunar Grey,Midnight Sky,Neon Green Ashes,Shared Dream,Celestial Red,Fallen Gold,Golden Silence,Deep Earth,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.20665370398966,8871
8871,None,None,Midnight,None,Blood Red Mycelium,None,Copper Epiphany,None,Deep Earth,Machine Hologram Array,Lunar Grey Primal Liquid,Copper Life,Crystal Orchid Cross,Copper Trinity,None,None,None,None,None,None,None,None,None,None,None,41.920607093364076,8872
8872,None,None,Blood Red Tiger,None,Blood Red Cross,None,None,None,Deep Earth,Golden Triad,Blood Red Primal Liquid,Argon Pink Connection XL,Bone Dust,Lunar Dust,None,None,None,None,None,None,None,None,None,None,None,36.89367416933368,8873
8873,None,None,Argon Neon Mycelium,None,Midnight Amethyst Mycelium,None,None,None,Midnight Formation,Hologram Telepathy,Dark Green Primal Liquid,Argon Pink Connection XL,Dark Green Primal Liquid,Blood Red Cross,None,None,None,None,None,None,None,None,None,None,None,40.456604437194336,8874
8874,None,None,Muted Ichor,None,Midnight Grid Transparency,None,None,None,Clockwork Connection,Crimson Intersection,Midnight Black,Lunar Grey Matrix,Lunar Surface,Lunar Surface,None,None,None,None,None,None,None,None,None,None,None,40.32701326404292,8875
