,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
3968,Blue 2,Blue graffiti bubbles,Green bandana,Quirkie bot MK 1,Tuesday office shirt,Misty pink,38.694251033100834,3968
3969,Bomb,Shark fin,Tongue out,Blueer ,Pink raincoat,Pale peach,30.05662957603128,3969
3970,Lightning,Lightning beanie,Sunglasses blue,Pink,Mountianeer parka,Mist in the artic,44.38256378662959,3970
3971,Blue 2,Blue mega mohawk,3 eyes what,Pinkish,Stoneage ,Blurple,20.786970238863326,3971
3972,Feather,Blue bucket hat,Nearly focused,Another green,Yellow tracksuit,Misty pink,26.053507667019822,3972
3973,White 27,Nurse,What ,Blueer ,Pink back pack,Mist in the artic,29.70537255867297,3973
3974,Heart,Green mohawk,Rainbow face,Blueer ,Blue camo tee with chain ,Just Green,55.54819624887587,3974
3975,Bubbles,Green mohawk,Anxious,Yellow,Explorer,Neutral,20.014106477753806,3975
3976,Fire,Green mohawk,White eyes happy,Blueer ,Blue skull tee,Pale peach,26.264486635753293,3976
3977,Purple 2,Blue graffiti bubbles,1 eye,Pink,Arrows,The blues,16.432619395658215,3977
3978,Feather,Bubble brains,Pink bandana,Orange,Cherry blossom komono,Dust,21.980696258245423,3978
3979,Feather,Squiddie green,Hmm,Light purple,6 arm quirkbot ,Pinkish,15.308948141934756,3979
3980,Feather,Pink beanie,Smile,Orange,Space hoodie,Honey melon,5.8284924434506715,3980
3981,Blue 2,Wings hat,Pink bandana,Orange,Pink raincoat,Turquoise,12.00855097381307,3981
3982,Lightning bolts,Watermelon helmet,Blank face,Golden,Lab coat,Blurple,33.77829636013193,3982
3983,Lightning bolts,Pink bobble,Amazed ,Pink,UFO engineer overalls,Blurple,24.929878529273335,3983
3984,Diamond rings,Artic bobble ,Lashes heart tattoo,Blueer ,Mountianeer parka,Dust,36.517328480421845,3984
3985,Pierced,Sheriff,Proud,Blue,Green trash hoodie,The blues,6.881926346315536,3985
3986,Pierced 2,Red mohawk,Proud,Another green,Blue camo tee with chain ,Misty turquoise,29.77572230299569,3986
3987,Diamond rings,Bubble brains,Lashes heart tattoo,Dr qurkensteins monsta,Lab coat,Pale peach,41.994971300859795,3987
3988,Pierced 2,Turtle fren,Dead serious,Peach,Green camo puffa,Turquoise,23.595916636099954,3988
3989,Feather,Green mohawk,Dead plain,Blue,Space hoodie,Purple,30.688498880355315,3989
3990,Bubbles,Sheriff,Pink sunglasses,Light purple,Space hoodie,Turquoise,8.005625717114404,3990
3991,Pink 1,Thunder,Amazed ,Pinkish,Yellow hoodie,Mist in the artic,20.575949126478594,3991
3992,Overgrown,Party hat,Buttons,Yellow,Orange puffa,Dust,27.31769578287221,3992
3993,White 27,Blue dreds,Big eyes ,Pink,Dungarees,Neutral,37.359895801391126,3993
3994,Planets purple,Sailor,Tongue out,Quirkie bot MK 1,Punk rock,Turquoise,22.82343214446504,3994
3995,Double green,Archaeology hat,Focused,Quirk green,Space hoodie,The blues,3.440717340519068,3995
3996,Orange 1,Nurse,Infected,Golden,Pyjamas,Simply pink,34.550893223403364,3996
3997,Orange 1,Archaeology hat,Nearly focused,Quirk green,Yellow hoodie,Blurple,5.898996714364743,3997
3998,Purple 2,Wings hat,Sunglasses blue,Blueer ,White suit,Misty pink,34.129553369304894,3998
3999,Pierced 2,Beanie brown,1 eye,Blue,trash tee,Honey melon,11.235968158165544,3999
4000,Diamond rings,Beanie brown,Sunglasses blue,Pinkish,Trash hoodie skateboard,The blues,19.101386081924872,4000
4001,Ufo green,Pink beanie,Chuffed,Blue,Pink hoodie,Pale peach,13.693938471422712,4001
4002,Orange 1,Sailor,Hockey mask,Shiny,Pink camo parka,Turquoise,31.109838731725333,4002
4003,Purple 2,Antlers,Big eyes ,Pinkish,Green backpack,The blues,13.623434191543732,4003
4004,Blue 2,Pink beanie blonde hair ,Rainbow face,Pinkish,Explorer,Mist in the artic,27.317709839461017,4004
4005,Bomb,Sock monkey,Warpaint 1,Scaley,Wool demim ,Blurple,44.382577826068136,4005
4006,Pink 1,Pink goo,Buttons,Quirk green,Cherry blossom komono,Neutral,18.46922179659809,4006
4007,Gold ring,Watermelon helmet,Toxic mask,Light purple,Green camo puffa,Purple,27.177108692368247,4007
4008,Blue 2,Wings hat,Amazed ,Pinkish,UFO engineer overalls,Simply pink,18.118301897657332,4008
4009,Pierced,Pirate hat,Nearly focused,Green pink paint splat,trash tee,Pale peach,25.772993723555647,4009
4010,Pierced,Sailor,Rainbow face,Pink,Lab coat,Blurple,20.505711762367522,4010
4011,Gold ring,Crew cut yellow,Woooaaah,Orange,Big purple hoodie and chain,Honey melon,15.51981473123614,4011
4012,Graff bubble,Aviator ,Zipped,Blueer ,Pink skull tee,Simply pink,23.525496650149726,4012
4013,Pink 1,Squiddie pink,Warpaint 3,Dr qurkensteins monsta,trash tee,Misty turquoise,42.41605828447558,4013
4014,Doughnuts,Mad science,Need coffee,Another green,Explorer,Blurple,13.764555129174669,4014
4015,Bones,Artic bobble ,3 eyes happy,Quirk green,Pink raincoat,Dust,25.07057802220633,4015
4016,Pierced 2,Sailor,1 eye,Qurikie bot MK 3,Yellow rain coat,Dust,20.857123322298115,4016
4017,Bubbles,Squiddie pink,Chuffed,Yellow,Big purple hoodie and chain,Dust,19.241523641837787,4017
4018,Gold ring,Cap blue,Wait,Quirk green,Wool demim ,Mist in the artic,24.930075206531964,4018
4019,Orange 1,Bubble brains,Mk1,Dr qurkensteins monsta,Blue camo puffa,Turquoise,28.581813675806465,4019
4020,Red 2,Long blonde,Reptile,Pink,Cherry blossom komono,Pale peach,22.61266389125941,4020
4021,Goo,Blue surfer,Misery ,Qurikie bot MK 3,Wool demim ,The blues,8.918318014187527,4021
4022,Lightning bolts,Nurse,Spooky relaxed,Greeeen,Hawian shirt,Pinkish,15.870861027999487,4022
4023,Planets purple,Cap blue,Green vision,Quirkiebot MK2,Blue puffa,Simply pink,32.86582881880476,4023
4024,Bomb,Sailor,Sunglasses blue,Light purple,Red scarf jacket,Simply pink,21.910585333663256,4024
4025,Pierced,Rabbit ears,Blergh ,Pinkish,Reflective space hoodie,Mist in the artic,20.99727493022471,4025
4026,Goo,Snakes,Infected,Peach,Cherry blossom komono,Pale peach,18.258622091492544,4026
4027,Orange 1,Nurse,Goggles full,Purple,Stoneage ,Misty green,40.5903225110354,4027
4028,Purple 2,Watermelon helmet,Proud,Quirkiebot MK1 2 gold edition,Casual jacket ,Pinkish,28.02011150176157,4028
4029,Red 2,Green goo,VR world,Quirk green,Quirkbot mk2,Pinkish,17.065064656070174,4029
4030,Planets purple,Yellow curls,Skull mask,Quirkie bot MK 1,Blue skull tee,Dust,36.37681163076583,4030
4031,Orange 1,Ice cream,Smile,Quirk green,Green camo puffa,Turquoise,5.407152605722907,4031
4032,Planets purple,Blue pink long,Just two eyes,Blueer ,Mountianeer parka,Simply pink,32.16334288440306,4032
4033,Doughnuts,Bubble brains,3 eyes what,Orange,Explorer map,Neutral,22.823333820452426,4033
4034,Heart,Paper plane,Reptile,Yellow,Yellow scarf jacket,Mist in the artic,31.74197493505679,4034
4035,White 27,Pink beanie,FinchOne skull,Blue,Pink back pack,Simply pink,15.660247312688794,4035
4036,Doughnuts,Squiddie green,Mk1,Light purple,Blue camo tee with chain ,Pale peach,17.064896094327832,4036
4037,Feather,Squiddie green,Pink bandana,Light purple,Mountianeer parka,Pale peach,11.868118407951565,4037
4038,Bubbles,Rabbit in a hat,Anxious,Pinkish,I hate mondays shirt,Pinkish,16.502969139201372,4038
4039,Planets purple,Artic bobble ,Dandy tash blue,Pink,Yellow backpack,Misty pink,43.399325064077324,4039
4040,Planets purple,Pink clip,Focused,Blue,Astroquirkie,Pale peach,19.73350823295509,4040
4041,Gold ring,Pizza,Green vision,Light purple,Green backpack,Misty pink,25.210926298426646,4041
4042,Goo,Purple curls,Warpaint 1,Blue,Blue camo tee with chain ,Mist in the artic,29.494829069398637,4042
4043,Blue 2,Graffiti can,Infected,Quirk green,Yellow tracksuit,Simply pink,19.031204923900553,4043
4044,Bones,Horns,Spooky relaxed,Qurikie bot MK 3,Space hoodie,Honey melon,17.416279546927484,4044
4045,Fire,Aviator ,Blergh ,Quirk green,Space hoodie,Pale peach,9.76125058624091,4045
4046,Heart,Sheriff,Tongue out,Another green,Artic parka,Honey melon,13.763937002540755,4046
4047,Lightning bolts,Squiddie green,What ,Peach,Leather jacket gold chain,Honey melon,15.871057721239042,4047
4048,Goo,Blue surfer,Focused,Blue,Space hoodie,Simply pink,10.112310946998862,4048
4049,Red 2,Lightning beanie,Vamp,Pink,Green trash hoodie,Simply pink,24.649434832114018,4049
4050,Pierced 2,Archaeology hat,Warpaint 3,Blue,Squiddie tee,Blurple,18.047825748106234,4050
4051,Pink 1,Sideways cap,Spooked,Quirk green,Explorer map,Turquoise,9.691013225637848,4051
4052,Orange 1,Pencil,1 eye,Quirkiebot MK2,Pink camo parka,Blurple,18.118006904961216,4052
4053,Ufo green,Pizza,VR wave,Purple,Blue skull tee,Neutral,41.22237443408036,4053
4054,Rainbow ring,Long blonde,Quirkie tongue,Greeeen,Trash hoodie skateboard,The blues,27.317766025279276,4054
4055,Double green,Bubble brains,Cutie,Orange,Green camo puffa,Turquoise,6.179819711011624,4055
4056,Overgrown,Pink goo,Need coffee,Quirkie bot MK 1,Trash hoodie skateboard,Pale peach,23.525721422656158,4056
4057,Feather,Lightning beanie,Skull mask,Quirkiebot MK2,Red bandana adventurer ,Pale peach,19.38220908207976,4057
4058,Pink 1,Sheriff,Goggles ,Quirkiebot MK1 2 gold edition,Space hoodie,Purple,43.820636831892905,4058
4059,Graff bubble,Sideway cap blue green,Green vision,Qurikie bot MK 3,Ancient quirkie robes,Turquoise,17.345761237354424,4059
4060,Bubbles,Blossom brain ,Proud,Quirk green,Fur coat,Purple,30.89918282832861,4060
4061,Purple 2,Halo,Nearly focused,Green pink paint splat,Dungarees,Neutral,32.72484839366224,4061
4062,Overgrown,Bubble brains,VR world,Quirkie bot MK 1,Hawian shirt,Blurple,30.548305122541,4062
4063,Lightning bolts,Halo,Dandy tash blue,Quirk green,Dungarees,Simply pink,17.696891818302056,4063
4064,Pierced 2,Pink beanie blonde hair ,Tongue out,Orange,Ancient quirkie robes,Dust,21.489133090388236,4064
4065,Red 2,Watermelon helmet,Lashes heart tattoo,Pinkish,trash tee,Mist in the artic,26.47490371161389,4065
4066,Gold ring,Nurse,2D,Quirkiebot MK2,Mountianeer parka,The blues,15.941154590791513,4066
4067,Pierced,Pink bucket hat,Green bandana,Blueer ,Reflective space hoodie,Mist in the artic,32.79515598653813,4067
4068,Ufo green,Green goo,Green bandana,Pinkish,Yellow scarf jacket,Purple,40.30952761041588,4068
4069,Diamond rings,Light bulb,Wait,Orange,Space hoodie,Honey melon,22.050975751585938,4069
4070,Blue 2,Studs,Cutie,Yellow,Quirkbot mk1 5 ,Turquoise,11.306317898590471,4070
4071,Purple 2,Aviator ,Pink bandana,Pink,Wool demim ,Misty pink,28.72203551639566,4071
4072,Purple 2,Blue dreds,Tongue out,Blue,Astroquirkie comms,The blues,8.637761940714354,4072
4073,Planets purple,Light bulb,Need coffee,Peach,Leather jacket gold chain,Purple,37.079058757899894,4073
4074,Goo,Paper plane,Dandy tash blue,Greeeen,Kung fu ,Pale peach,21.34861622319218,4074
4075,Heart,Head band ,Buttons,Orange,Yellow backpack,The blues,10.463877016760327,4075
4076,Purple 2,Party hat,Goggles full,Yellow,Yellow tracksuit,Misty turquoise,24.50856677821824,4076
4077,Blue 2,Pink beanie,Need coffee,Quirk green,Dungarees,Simply pink,8.427035788284325,4077
4078,Pink 1,Archaeology hat,Goggles ,Pink,Green camo puffa,Turquoise,12.008354312925144,4078
4079,Rainbow ring,Head band ,Hmm,Light purple,Red bandana adventurer ,Pinkish,15.23885125133424,4079
4080,Graff bubble,Archaeology hat,Focused,Quirkiebot MK2,Explorer,Pinkish,18.188497123574045,4080
4081,Overgrown,Red mohawk,3 eyes happy,Golden,Pink camo parka,Pale peach,40.941523342185675,4081
4082,Bomb,Long blonde,Cutie,Purple,Tan backpack,Pinkish,35.53414596902346,4082
4083,Purple 2,Head band ,1 eye,Peach,Tan backpack,Misty turquoise,24.859795692143397,4083
4084,Rainbow ring,Nurse,Warpaint 2,Quirk green,Green camo puffa,Simply pink,21.699550165469272,4084
4085,Goo,Blue graffiti bubbles,Nearly focused,Green pink paint splat,Blue skull tee,Honey melon,29.283836047974145,4085
4086,Doughnuts,Pink beanie,Chuffed,Quirkie bot MK 1,Mountianeer parka,Honey melon,19.592696377350485,4086
4087,Overgrown,Snakes,Spooked,Yellow,Astroquirkie comms,Pale peach,19.452502623433958,4087
4088,Double green,Pirate hat,Smile,Qurikie bot MK 3,White suit,Misty green,26.68562982194782,4088
4089,Lightning bolts,Snakes,Smile,Quirk green,trash tee,Blurple,12.289472310453492,4089
4090,Goo,Pink goo,Wait,Yellow,Yellow tracksuit,Simply pink,17.06481181793912,4090
4091,Doughnuts,Sailor,Bubblegum,Quirkiebot MK2,Yellow scarf jacket,Turquoise,20.014345272158746,4091
4092,Blue 2,Purple curls,Misery ,Green pink paint splat,Space hoodie,The blues,28.862819285327596,4092
4093,Heart,Sideway cap blue green,Green bandana,Another green,Yellow skull tracksuit,Neutral,24.438357504677626,4093
4094,Red 2,Sideway cap blue green,Goggles ,Another green,Pink skull tee,Honey melon,10.884963999986333,4094
4095,Red 2,Nurse,Beaming ,Orange,Pink camo puffa,Pale peach,8.286420626698837,4095
4096,Bomb,Squiddie green,Smile,Blueer ,Pyjamas,Simply pink,29.845889421581457,4096
4097,Pierced 2,Watermelon helmet,Reptile,Peach,Pink skull tee,Blurple,21.418895716922474,4097
4098,Doughnuts,Beanie brown,Warpaint 3,Blue pink paint splats,Green backpack,The blues,33.00599449423397,4098
4099,Pierced,Aviator ,Quirkie tongue,Greeeen,Casual jacket ,Honey melon,13.694022759894567,4099
4100,Goo,Archaeology hat,Eeerm,Blue,Reflective space hoodie,Dust,14.395904635554743,4100
4101,Red 2,Wizard hat,Eeerm,Blue,White suit,Simply pink,17.34614052787708,4101
4102,Bomb,Mind blown,Proud,Pink,Blue puffa,Turquoise,29.986364129145326,4102
4103,Feather,Pizza,3 eyes happy,Qurikie bot MK 3,Wizard robe,Pinkish,12.991705399318343,4103
4104,Overgrown,Archaeology hat,Pink mist falls,Purple,Fur coat,The blues,34.34043401441553,4104
4105,Heart,Sock monkey,Nearly focused,Orange,Leather jacket gold chain,Dust,21.138072754965897,4105
4106,White 27,Aviator ,Need coffee,Quirkiebot MK2,Squiddie tee,Simply pink,20.716606468744317,4106
4107,Gold ring,Lightning beanie,Spooked,Yellow,Reflective space hoodie,Honey melon,13.764358464778734,4107
4108,Graff bubble,Squiddie green,Pink mist falls,Blueer ,Astroquirkie with squid sample,Purple,44.73362413101684,4108
4109,Feather,Blue surfer,Vamp,Orange,Wool demim ,Pale peach,9.12915650902067,4109
4110,Bubbles,Squiddie green,Cutie,Quirk green,Yellow skull tracksuit,Dust,21.20804319239525,4110
4111,Goo,Crew cut brown,Smile,Purple,I hate mondays shirt,Pale peach,25.140927757564135,4111
4112,Lightning bolts,Pirate hat,1 eye,Dr qurkensteins monsta,Arrows,Pale peach,27.879580591618964,4112
4113,Bubbles,Squiddie pink,Dandy tash,Quirkie bot MK 1,Hawian shirt,Purple,36.86823428886305,4113
4114,Lightning bolts,Artic bobble ,Skull mask,Another green,Green trash hoodie,Simply pink,12.570534119045353,4114
4115,Red 2,Pencil,3 eyes what,Greeeen,Purple suit,Honey melon,22.261224235691238,4115
4116,Double green,Rabbit in a hat,Focused,Light purple,Green camo puffa,Pinkish,9.62055111474574,4116
4117,Lightning bolts,Watermelon helmet,Pink sunglasses,Quirkiebot MK2,Green camo puffa,Neutral,23.876599149491813,4117
4118,Bomb,Archaeology hat,Blergh ,Light purple,Green camo puffa,Misty green,32.93567284866706,4118
4119,Double green,Pink beanie blonde hair ,Just two eyes,Pinkish,Explorer,Purple with stars,35.253224640178615,4119
4120,Diamond rings,Sideway cap blue green,Amazed ,Quirk green,Explorer map,The blues,20.927206143836905,4120
4121,Bones,Blue bmx helmet,Misery ,Peach,Quirkbot mk1,Simply pink,25.983565307688,4121
4122,Orange 1,Lightning beanie,Need coffee,Blue,Yellow backpack,Simply pink,6.881828031267831,4122
4123,Lightning bolts,Nurse,Blergh ,Pink,Green camo puffa,The blues,17.275566007150147,4123
4124,Red 2,Blue dreds,1 eye,Shiny,Arrows,Blurple,35.18315586158638,4124
4125,Feather,Artic bobble ,Misery ,Pink,Fur coat,Dust,32.93577118203436,4125
4126,Double green,Artic bobble brown hair,Spooked,Quirk green,Purple puffa,Simply pink,10.182421858718328,4126
4127,Rings and rings,Head band ,Happy lashes,Qurikie bot MK 3,Pink raincoat,Purple,38.48348277170985,4127
4128,Pink 1,Sailor,Happy lashes,Qurikie bot MK 3,Pink hoodie,Blurple,5.196496731949365,4128
4129,Pink 1,Nurse,3 eyes what,Quirk green,Blue tee with chain,Just Green,34.05945649663419,4129
4130,Orange 1,Sheriff,Tongue out,Yellow,Pink raincoat,Blurple,12.219220881958039,4130
4131,Pink 1,Pizza,Anxious,Pink,Pink back pack,Dust,19.10137202962363,4131
4132,Orange 1,Sideways cap,Rainbow face,Quirk green,Jpeg hoodie,Neutral,21.348602196226548,4132
4133,Pink 1,Donut head,Misery ,Blue,Ancient quirkie robes,Pale peach,8.707900956256752,4133
4134,Purple 2,Nurse,Quirkie tongue,Quirk green,Blue camo puffa,Pale peach,7.935346214419198,4134
4135,Bubbles,Thunder,Woooaaah,Quirk green,Squiddie tee,Dust,24.017031718081768,4135
4136,Feather,Blue bmx helmet,Lashes heart tattoo,Greeeen,Blue camo tee with chain ,Pinkish,25.351653872575408,4136
4137,Red 2,Antlers,Long lashes,Pink,Blue camo tee with chain ,Pinkish,23.595748070849606,4137
4138,Pink 1,Blue surfer,Quirkie tongue,Light purple,Orange puffa,Simply pink,11.938425998099,4138
4139,Bomb,Sheriff,Nearly focused,Greeeen,Green camo puffa,Pinkish,26.896482369082207,4139
4140,Orange 1,Blue surfer,Fired up ,Blue,Dungarees,Honey melon,12.359597286947121,4140
4141,Blue 2,Long blonde,Dead plain,Green pink paint splat,Artic parka,Dust,41.85442634738085,4141
4142,Pink 1,Wings hat,3 eyes happy,Quirk green,Pink hoodie,The blues,7.513837806373965,4142
4143,Red 2,Bear hug,Spooky relaxed,Yellow,Quirkbot mk1,Turquoise,10.323022993338187,4143
4144,Pierced 2,Paper plane,Lashes heart tattoo,Blue,Trash hoodie skateboard,Simply pink,16.854184030838244,4144
4145,Bomb,Archaeology hat,VR world,Greeeen,Reflective space hoodie,The blues,25.5620006939458,4145
4146,Pink 1,Squiddie pink,VR world,Shiny,Ancient quirkie robes,Neutral,40.8010767209047,4146
4147,Blue 2,Wizard hat,Warpaint 2,Light purple,Pink hoodie,Pale peach,13.34321527468642,4147
4148,Rainbow ring,Crew cut brown,VR world,Light purple,trash tee,Mist in the artic,36.09591839716879,4148
4149,Blue 2,Sheriff,Goggles full,Pink,Astroquirkie with squid sample,Turquoise,21.208001049133774,4149
4150,Bones,Graffiti can,Infected,Orange,Purple suit,Misty turquoise,39.25623417755356,4150
4151,Planets purple,Blue bucket hat,Wait,Pinkish,Casual jacket ,Dust,28.371045426498625,4151
4152,Red 2,Purple cap,Hockey mask,Blue,Tan backpack,Neutral,22.402176587023778,4152
4153,Doughnuts,Watermelon helmet,Water falls,Quirk green,Casual jacket ,Neutral,17.485940927276346,4153
4154,Lightning bolts,Sheriff,What ,Greeeen,Yellow hoodie,Purple,31.180202518994605,4154
4155,Orange 1,Sideways cap,Amazed ,Quirk green,Space hoodie,Dust,15.309229078042058,4155
4156,Heart,Pink bucket hat,Eeerm,Orange,Purple puffa,Blurple,17.62679494173357,4156
4157,Blue 2,Rabbit ears,Smile,Light purple,Blue tee with chain,The blues,4.6348366964886045,4157
4158,Doughnuts,Light bulb,Dead serious,Blueer ,Casual jacket ,The blues,24.719672188039734,4158
4159,Doughnuts,Pizza,Big eyes ,Greeeen,Yellow backpack,Blurple,23.174731311321292,4159
4160,Diamond,Rabbit in a hat,Pink mist falls,Peach,Space hoodie,Pale peach,30.758904810496286,4160
4161,Overgrown,Archaeology hat,Goggles ,Blue,Pirate garbs,Dust,24.929752097539996,4161
4162,Doughnuts,Pink bucket hat,Sunglasses blue,Greeeen,Red bandana adventurer ,Purple with stars,44.52292610228845,4162
4163,Blue 2,Donut head,Eye patch,Peach,Yellow tracksuit,Purple with stars,39.747656853580594,4163
4164,Pierced,Pink goo,Water falls,Greeeen,trash tee,Honey melon,17.69683563287358,4164
4165,Blue 2,Artic bobble brown hair,Ooze eyes,Light purple,Quirkbot mk2,Pale peach,12.921861381149405,4165
4166,Double green,Rabbit in a hat,Happy lashes,Peach,Explorer,Simply pink,12.570084586115629,4166
4167,Feather,Wings hat,Quirkie tongue,Quirk green,Blue puffa,Pale peach,13.623729222048379,4167
4168,Goo,Artic bobble brown hair,FinchOne skull,Orange,Big purple hoodie and chain,Pinkish,13.34282192016916,4168
4169,Pink 1,Blue mega mohawk,Misery ,Greeeen,Aviator jacket,Purple,34.12973599465205,4169
4170,Feather,Artic bobble ,Sunglasses blue,Another green,Pyjamas,Misty green,27.03687279168223,4170
4171,Purple 2,Yellow curls,Cutie,Quirkie bot MK 1,Ancient quirkie robes,Misty turquoise,35.04241424410128,4171
4172,Diamond rings,Pirate hat,VR world,Qurikie bot MK 3,Blue tee with chain,Turquoise,24.157801444067147,4172
4173,Overgrown,Lightning beanie,Dandy tash blue,Quirkie bot MK 1,Pyjamas,Misty pink,47.05113379173983,4173
4174,Pierced 2,Squiddie pink,Tongue out,Quirkiebot MK2,trash tee,Simply pink,20.014204810341553,4174
4175,Heart,Snakes,Blergh ,Another green,Lab coat,Pinkish,15.239005786110946,4175
4176,Red 2,Blue mega mohawk,Misery ,Pinkish,Pink back pack,Turquoise,13.272528387390095,4176
4177,Rainbow ring,Halo,Hockey mask,Another green,Explorer,Simply pink,21.13784796998655,4177
4178,Doughnuts,Green goo,Wait,Yellow,Dungarees,The blues,16.994644687270206,4178
4179,Red 2,Head band ,VR world,Light purple,Pirate garbs,Dust,21.20818367058315,4179
4180,Pierced 2,Pink beanie blonde hair ,Blank face,Pink,Explorer map,Turquoise,23.806530358036888,4180
4181,Bubbles,Sideway cap blue green,Chuffed,Quirkie bot MK 1,Hawaiian shirt surfboard,The blues,22.191408308092754,4181
4182,Lightning bolts,Pink bobble,Cutie,Pink,Blue camo puffa,Misty pink,35.67450829208812,4182
4183,Blue 2,Party hat,Misery ,Quirk green,Pink back pack,Misty turquoise,24.087620269282343,4183
4184,Doughnuts,Blue bmx helmet,Eeerm,Qurikie bot MK 3,Quirkbot mk1,Misty turquoise,29.49468859082096,4184
4185,Orange 1,Green mohawk,White eyes happy,Quirk green,Blue puffa,Turquoise,10.67432217422647,4185
4186,Goo,Blue dreds,Emo,Peach,Pink raincoat,Dust,28.019985053657532,4186
4187,Fire,Pink goo,Emo,Scaley,Quirkbot mk3,The blues,41.995013434766584,4187
4188,Diamond rings,Turtle fren,Ooze eyes,Orange,Pink back pack,Misty pink,39.18571585122002,4188
4189,Orange 1,Blone surf hair,Spooked,Peach,Explorer,Neutral,16.57347341440301,4189
4190,Pink 1,Purple cap,Hmm,Greeeen,Bones tee,Blurple,18.18842688662388,4190
4191,Double green,Beanie brown,What ,Blue,Pink camo parka,Misty green,21.55924401925796,4191
4192,Double green,Beanie brown,Proud,Purple,Pink skull tee,Blurple,20.927473054147917,4192
4193,Orange 1,Snakes,Focused,Another green,Green trash hoodie,Misty turquoise,23.87644461939245,4193
4194,Graff bubble,Purple cap,Skull mask,Pinkish,Reflective space hoodie,Pinkish,20.505599374750084,4194
4195,Fire,Archaeology hat,Need coffee,Orange,Quirkbot mk1 5 ,The blues,9.831445799684706,4195
4196,Pink 1,Crew cut brown,Tongue out,Quirkie bot MK 1,Yellow tracksuit,Honey melon,18.118006904961216,4196
4197,Bomb,Blue surfer,Rainbow face,Quirkiebot MK2,Arrows,The blues,26.755825027206264,4197
4198,Gold ring,Blue mega mohawk,Bubblegum,Yellow,Purple puffa,Dust,21.980611963537108,4198
4199,Heart,Aviator ,Infected,Orange,Lab coat,Honey melon,13.904383640971997,4199
4200,Red 2,Yellow curls,Fired up ,Pinkish,Pink hoodie,ultra rare rainbow,44.031517482460444,4200
4201,Double green,Rabbit ears,Misery ,Blueer ,Purple komono,Turquoise,18.890589720608745,4201
4202,Rainbow ring,Nurse,Just two eyes,Green pink paint splat,Explorer map,Purple,52.66891418027604,4202
4203,Double green,Red mohawk,Rainbow face,Another green,Pink hoodie,The blues,11.868132443492327,4203
4204,Double green,Bubble brains,Tongue out,Pink,Arrows,Neutral,24.15780143977958,4204
4205,Bubbles,Green mohawk,Warpaint 1,Light purple,Blue tee with chain,Pinkish,17.416054783775742,4205
4206,Gold ring,Sock monkey,Tongue out,Greeeen,Lab coat,The blues,16.15186666207667,4206
4207,Pierced 2,Rabbit ears,3 eyes what,Quirk green,Green backpack,Turquoise,8.988934668041697,4207
4208,Pierced 2,Pink beanie,Smile,Blue,Dungarees,Pale peach,6.811618740576956,4208
4209,White 27,Bubble brains,4 eyes cheerfull,Blue,Orange puffa,Blurple,19.03100825950462,4209
4210,White 27,Paper plane,Amazed ,Peach,Wizard robe,Honey melon,20.78656287102269,4210
4211,Blue 2,Beanie brown,Proud,Yellow,Yellow backpack,Pinkish,6.17959494240298,4211
4212,Diamond rings,Artic bobble ,Vamp,Another green,Yellow hoodie,Pinkish,21.629649948619377,4212
4213,Doughnuts,Yellow curls,Pink sunglasses,Peach,Green backpack,Purple,33.91893963723371,4213
4214,Heart,Artic bobble ,Zipped,Orange,Reflective space hoodie,Simply pink,15.80053937346767,4214
4215,Goo,Rabbit in a hat,Bubblegum,Pinkish,Pink camo parka,Dust,21.910402707146755,4215
4216,Heart,Pink beanie blonde hair ,Infected,Blueer ,Green backpack,Pale peach,24.43854014717505,4216
4217,Doughnuts,Crew cut yellow,Fired up ,Quirkiebot MK2,Red bandana adventurer ,Simply pink,28.51159036711487,4217
4218,Blue 2,Sock monkey,Fired up ,Another green,Yellow scarf jacket,Mist in the artic,27.31766768840397,4218
4219,White 27,Yellow cap ,2D,Green pink paint splat,Casual jacket ,Turquoise,33.005882093753826,4219
4220,Pink 1,Pink bucket hat,Fired up ,Another green,Hawian shirt,Dust,17.76708702395028,4220
4221,Blue 2,Blue surfer,Emo,Pink,Wizard robe,Pinkish,23.5958323421712,4221
4222,Fire,Purple cap,Emo,Blue,Bones tee,Dust,27.73890921498181,4222
4223,Pierced 2,Watermelon helmet,Vamp,Blue,Quirkbot mk2,Pale peach,15.449169961086124,4223
4224,Double green,Blue surfer,4 eyes cheerfull,Blue,Pink back pack,Mist in the artic,20.154581181030114,4224
4225,Pierced 2,Halo,1 eye,Another green,Quirkbot mk2,Pale peach,12.148702572384975,4225
4226,Double green,Sideways cap,Ooze eyes,Orange,Purple komono,Misty pink,31.81214205754035,4226
4227,Ufo green,Crew cut yellow,Quirkie tongue,Quirkiebot MK1 2 gold edition,Pink skull tee,Turquoise,41.854510632734474,4227
4228,Bomb,Green goo,Pink mist falls,Pinkish,Astroquirkie with squid sample,Misty green,46.34873212943928,4228
4229,Lightning bolts,Pencil,Spooked,Quirk green,Blue puffa,Pinkish,12.780951180873917,4229
4230,Gold ring,Wings hat,Goggles ,Blue,Arrows,Turquoise,9.761250578055558,4230
4231,Ufo green,Blone surf hair,Pink sunglasses,Orange,Blue camo puffa,Honey melon,17.767016794795687,4231
4232,Goo,Rabbit ears,Skull mask,Pinkish,Pink back pack,Turquoise,7.513767565136233,4232
