,Eyes,Mouth,Hat,Clothes,Skin,Background,Rarity score,Token Id
282,Curious,Basic Smile,Hair,Hawaiian Shirt,Mega Black,Sky,29.983227055838864,282
283,Standard,Basic Smile,Tie Head,Watermelon Shirt,Light Green,Candy,18.304917356308348,283
284,Happy,Tongue Out,Headphones,Hawaiian Shirt,Light Green,Sky,34.066436504850614,284
285,Curious,Basic Smile,Beanie,Turtle Neck,Butter Milk,Pink,17.61275554817506,285
286,Curious,Thinkin,Pants,Sweater Weather,White Pebble,Tie Dye Night,30.830982047611776,286
287,Twack,Wonky,Bucket Hat,Pancho,Butter Milk,Ash,32.85522645659624,287
288,Super Happy,Whistle,Mohawk,Puffycoat,Light Green,Paint Splatter,36.626941562369694,288
289,Alien Punk,Eff,Paper Hat,Blasted,Red,Paint Splatter,54.793026547194,289
290,Hippy,Tongue Out,Backward Cap,Itchy Ass Sweater,Butter Milk,Paint Splatter,10.00006573765355,290
291,Hippy,Brace Face,Party Hat,Overalls With King Frog,Yellow,Ash,33.78953476277828,291
292,Curious,Wonky,Beanie,Zebra Tee,White Pebble,Blue,27.941669908476985,292
293,Super Happy,Basic Smile,Paper Hat,Gold Chain White Tee,2 Toned,Ash,33.70304200427634,293
294,Super Happy,Tongue Out,Doo Rag,Cowboy Jacket,Yellow,Bubble Gum,22.457139002684862,294
295,Standard,Woo,Pants,Pimp Coat,Butter Milk,Sunset,21.903546590524677,295
296,Curious,Buck Teeth,Hair,Overalls,Light Green,Ash,14.39466053872221,296
297,Focus,Wonky,Sombrero,Biker Jacket,Spectrum,Sky,56.81717234055397,297
298,Standard,Spitter,Beanie,Pancho,Butter Milk,Tie Dye,29.77561952034297,298
299,Cyclops,Wavey,Bucket Hat,Puffycoat,Pink,Paint Splatter,48.06282966924439,299
300,Buggy,Tongue Out,Beanie,Zebra Tee,Mega Black,Ash,39.49887175714443,300
301,Cave Duck,Sad Face,Headphones,Turtle Neck,Light Green,Tie Dye Night,28.132020068153164,301
302,Hippy,Whistle,Gold Fish,Pancho,Light Green,Blue,33.46076746789815,302
303,Black Eye,Tongue Out,Hipster Hat,00_None,Butter Milk,Tie Dye Night,44.568068213296016,303
304,Tired Cat,Sad Face,Gold Fish,Sweater Weather,Pink,Tie Dye Night,35.55426975229683,304
305,Hippy,Bubble Gum,Sweat Band,Hawaiian Shirt,Zebra,Pink,34.01443773496381,305
306,Hippy,Basic Smile,Chonies,Pancho,Yellow,Candy,17.820466897255415,306
307,Standard,Thinkin,Backward Cap,Puffycoat,Yellow,Yellow Orange,15.121453010044045,307
308,Dazy,Buck Teeth,Beanie,Itchy Ass Sweater,White Pebble,Tie Dye Night,28.166574610370244,308
309,Anxious,Woo,Chonies,Hawaiian Shirt,Yellow,Yellow Orange,25.242730422134567,309
310,Curious,Brace Face,Doo Rag,Punk Vest,Zebra,Tie Dye Night,58.8759955134268,310
311,Cave Duck,Thinkin,Beanie,Biker Jacket,Butter Milk,Grey,23.858602326619685,311
312,Super Happy,Wonky,Sombrero,White Tee,Light Green,Ash,20.605971810571546,312
313,Anxious,Wonky,Kitty Ears,Puffycoat,Light Green,Grey,27.12860094936607,313
314,Super Happy,Brace Face,Beanie,Sweater Weather,Red,Ash,26.31530014602542,314
315,Tripped,Wavey,Gold Fish,Itchy Ass Sweater,Yellow,Bubble Gum,40.12178086861303,315
316,Goggles,Basic Smile,Beanie,Pimp Coat,Light Green,Pink,24.152702625228017,316
317,Standard,Basic Smile,Paper Hat,Pink Tank,White Pebble,Sky,25.1387934309682,317
318,Curious,Buck Teeth,Beanie,Sweater Weather,Spectrum,Candy,23.927775429065935,318
319,Dazy,Wonky,TP Roll,Gold Chain White Tee,White Pebble,Toxic,41.125108295985456,319
320,Hippy,Wonky,Hair,Simp Harness,Light Green,Toxic,23.114632070238695,320
321,Black Eye,Tongue Out,Pants,White Tee Ripped,Grey,Grey,45.20819663856177,321
322,Standard,Woo,Paper Hat,Hawaiian Shirt,Dark Green,Bubble Gum,27.578296168621723,322
323,Cave Duck,Woo,Shroom Boom,Overalls,Pink,Candy,37.95914873714013,323
324,Focus,Wonky,Pot Head,Turtle Neck,Butter Milk,Blue,38.56459286060423,324
325,Cave Duck,Woo,Backward Cap,00_None,Yellow,Pink,14.827331960321919,325
326,Standard,Woo,Doo Rag,White Tee Ripped,Pink,Paint Splatter,28.47800321972024,326
327,Hippy,Sad Face,Biker Hat,Turtle Neck,Lava,Blue,45.05247887447132,327
328,Hippy,Sad Face,Flower,Turtle Neck,Light Green,Pink,27.83785921940078,328
329,Namco,Thinkin,Backward Cap,White Tee Ripped,Red,Deep Purple,33.35700349437786,329
330,Super Happy,Buck Teeth,Pants,White Tee Ripped,Spectrum,Candy,22.855088049318297,330
331,Curious,Sly Smile,Beanie,Bubble Logo Tee,Light Green,Paint Splatter,29.637259480862326,331
332,Happy,Bubble Gum,Doo Rag,Simp Harness,Spectrum,Green,57.699551080142406,332
333,Tired Cat,Caveduck,Bucket Hat,Turtle Neck,2 Toned,Candy,30.450352663181373,333
334,Standard,Eff,Shark Dome,Puffycoat,Yellow,Pink,25.50220696831688,334
335,Cyclops,Wonky,Pants,Puffycoat,Yellow,Pink,27.491843199929033,335
336,Super Happy,Sad Face,Pants,Watermelon Shirt,Spectrum,Yellow Orange,38.235955326461294,336
337,Tired Cat,Woo,Hair,Sweater Weather,White Pebble,Sky,19.637091659332032,337
338,Super Happy,Brace Face,Backward Cap,Turtle Neck,Light Green,Green,23.045512602563463,338
339,Bubblegum Duck Eyes,Bubblegum Duck Mouth,Bubblegum Duck Hat,Bubblegum Duck Clothes,Bubblegum Duck Skin,Bubblegum Duck Background,100.0,339
340,Curious,Thinkin,Sweat Band,White Tee,Pink,Deep Purple,35.986702404688565,340
341,Anxious,Eff,Comb Over,Pimp Coat,Lava,Yellow Orange,41.71341269141825,341
342,Happy,Eff,Pants,White Tee Ripped,Butter Milk,Yellow Orange,36.99022014371066,342
343,Anxious,Sly Smile,Pot Head,Skull Shirt,Light Green,Bubble Gum,21.17694443815248,343
344,Cyclops,Eff,Bucket Hat,Pimp Coat,Zebra,Deep Purple,47.66498269726669,344
345,Anxious,Sad Face,Mohawk,Pimp Coat,Blue,Ash,37.11124841495523,345
346,Mini Dots,Sly Smile,Paper Hat,Zebra Tee,Disco,Toxic,59.51613259030486,346
347,Doh,Tongue Out,Bucket Hat,Watermelon Shirt,White Pebble,Candy,31.920989086104573,347
348,Tripped,Sly Smile,Bucket Hat,Wet Suit,Disco,Sunset,59.39505760619384,348
349,Shaun Shadez,Sad Face,Backward Cap,80s Breaker,Yellow,Yellow Orange,35.72726392014461,349
350,Zapped,Basic Smile,Hair,Puffycoat,Yellow,Blue,30.64073742508046,350
351,Cyclops,Bubble Gum,Chonies,Zebra Tee,2 Toned,Tie Dye Night,48.44344002112667,351
352,Hippy,Tongue Out,Headphones,80s Breaker,Light Green,Paint Splatter,24.516065982226415,352
353,Curious,Buck Teeth,Party Hat,White Tee Ripped,Butter Milk,Candy,19.75812684979172,353
354,Standard,Sad Face,Sushi Master,Turtle Neck,Pink,Sky,41.52313173541947,354
355,Twack,Bored,Paper Hat,Banana Shirt,Blue,Pink,64.87947086304493,355
356,Shadorz,Brace Face,Beanie,Trashcan,Red,Yellow Orange,55.64071233682636,356
357,Super Happy,Woo,Beanie,Pancho,Red,Sunset,28.21843670337839,357
358,Happy,Buck Teeth,Chonies,Sweater Weather,Light Green,Bubble Gum,31.74799664758032,358
359,Tired Cat,Sly Smile,Hair,Pink Tank,Red,Tie Dye Night,29.17007331876526,359
360,Cyclops,Buck Teeth,Chonies,Wet Suit,Light Green,Bubble Gum,29.654489170600574,360
361,Hippy,WhaWha,Sweat Band,Pimp Coat,Pink Donut,Candy,44.152868712363244,361
362,Hippy,Woo,Backward Cap,Skull Shirt,Grey,Sky,26.782391152297656,362
363,Alien Punk,Tongue Out,Headphones,Hawaiian Shirt,2 Toned,Grey,50.709934744433816,363
364,Standard,Basic Smile,Beanie,Watermelon Shirt,Zebra,Sky,30.53684368967034,364
365,Cyclops,Bubble Gum,Pot Head,White Tee,Yellow,Tie Dye,29.827543897429194,365
366,Cyclops,Tongue Out,Hair,Watermelon Shirt,Yellow,Candy,17.38793908519677,366
367,Anxious,Sad Face,Sweat Band,Sweater Weather,2 Toned,Sunset,36.21161922068325,367
368,Namco,Basic Smile,Pants,Watermelon Shirt,Mega Black,Sky,47.889875290437445,368
369,Hippy,Caveduck,Biker Hat,Skull Shirt,Yellow,Sky,23.097303758344406,369
370,Hippy,Brace Face,Pants,Gold Chain White Tee,White Pebble,Blue,35.60613184453657,370
371,Anxious,Buck Teeth,Beanie,Skull Shirt,Yellow,Yellow Orange,14.879254600784655,371
372,Super Happy,Thinkin,Bored Cap,Overalls With King Frog,Spectrum,Blue,48.13212560514434,372
373,Dazy,Eff,Comb Over,420 Tee,White Pebble,Grey,44.066280795347005,373
374,Hippy,Sad Face,TP Roll,Watermelon Shirt,White Pebble,Grey,32.734096111080135,374
375,Super Happy,Basic Smile,Doo Rag,Biker Jacket,Red,Candy,25.934752080526458,375
376,Buggy,Eff,Doo Rag,Skull Shirt,Spectrum,Pink,49.48159534908397,376
377,Anxious,Wonky,Backward Cap,Gold Chain White Tee,Mega Black,Bubble Gum,24.688994405043825,377
378,Triangle,Basic Smile,Comb Over,Biker Jacket,Zebra,Grey,56.33279801015667,378
379,Super Happy,Whistle,Pot Head,Sweater Weather,White Pebble,Pink,33.2704674774302,379
380,Super Happy,Sad Face,Chonies,80s Breaker,Grey,Grey,46.03868214387144,380
381,Hippy,Wavey,Shark Dome,Wet Suit,Grey,Candy,42.18056597946331,381
382,Cave Duck,Bubble Gum,TP Roll,Skull Shirt,Disco,Sky,42.440011384375005,382
383,Standard,Tongue Out,Paper Hat,Wet Suit,Spectrum,Yellow Orange,36.55766984545157,383
384,Cyclops,Sad Face,Flower,Buff Tee,Spectrum,Ash,54.706519947188156,384
385,Cyclops,Sad Face,Pot Head,00_None,Disco,Candy,45.67533954567101,385
386,Dazy,Tongue Out,Sombrero,Wet Suit,Light Green,Ash,32.87252016549921,386
387,Hippy,Eff,Kitty Ears,Pimp Coat,Yellow,Tie Dye,30.588750763147747,387
388,Cave Duck,Woo,Sweat Band,80s Breaker,White Pebble,Sky,33.21854137294151,388
389,Hippy,Tongue Out,Pants,Blasted,Mega Black,Tie Dye,39.810317661650636,389
390,Tired Cat,Whistle,Tin Foil Hat,Pancho,2 Toned,Deep Purple,53.564630058041885,390
391,Dead,Brace Face,Tin Foil Hat,Skull Shirt,Butter Milk,Sunset,49.118301191536666,391
392,Tired Cat,Sly Smile,TP Roll,Trench,Butter Milk,Grey,35.34661550278187,392
393,Namco,Tongue Out,Paper Hat,Pimp Coat,Yellow,Tie Dye,38.7548720872795,393
394,Anxious,Woo,Doggy Dooks,White Tee,Spectrum,Green,40.67530753689548,394
395,Hippy,Basic Smile,Spinner,Itchy Ass Sweater,Light Green,Sky,21.24612272319036,395
396,Anxious,Woo,Pants,Gold Chain White Tee,Disco,Boardwalk,47.699571843243504,396
397,Black Eye,Bubble Gum,Hair,White Tee Ripped,Butter Milk,Ash,24.308382320764355,397
398,Goggles,Wavey,Hair,Overalls,Light Green,Deep Purple,34.25663268903405,398
399,Cave Duck,Sad Face,Doo Doo Brain,Hawaiian Shirt,Dark Green,Green,41.7307496530038,399
400,Dead,Wavey,Tie Head,Gold Chain White Tee,Pink,Paint Splatter,60.156266206999035,400
401,Happy,Wonky,Hair,Itchy Ass Sweater,Pink,Ash,39.20469879659587,401
402,Dazy,Eff,Doggy Dooks,Itchy Ass Sweater,Light Green,Tie Dye,40.744522161163964,402
403,Tired Cat,Basic Smile,Hair,Gold Chain White Tee,Mega Black,Paint Splatter,28.02811941506477,403
404,Doh,Buck Teeth,Mohawk,Pimp Coat,Pink,Boardwalk,57.976364587910254,404
405,Hippy,Caveduck,Backward Cap,Overalls,Yellow,Deep Purple,11.315051872377008,405
406,Standard,WhaWha,Gold Fish,Hawaiian Shirt,Spectrum,Sky,40.83104433046038,406
407,Cyclops,Sly Smile,Doo Rag,Puffycoat,Lava,Tie Dye Night,51.02132528638232,407
408,Tripped,Bubble Gum,Sweat Band,Hawaiian Shirt,Red,Grey,44.4815321978852,408
409,Hippy,Fast Frown,Sweat Band,Pimp Coat,Spectrum,Tie Dye Night,46.83452833361185,409
410,Hippy,Brace Face,Shark Dome,Pink Tank,Red,Tie Dye,43.529992469951935,410
411,Tired Cat,Thinkin,Beanie,Itchy Ass Sweater,Mega Black,Tie Dye Night,29.568018905983244,411
412,Curious,Buck Teeth,Tie Head,Hawaiian Shirt,Pizza,Candy,42.90717505489271,412
413,Tired Cat,Basic Smile,Beanie,Overalls,Blue,Tie Dye Night,26.332699397452163,413
414,Dead,Basic Smile,Pants,Turtle Neck,Pink,Ash,41.22898991614153,414
415,Namco,Bored,Comb Over,Itchy Ass Sweater,Grey,Green,59.72377299677909,415
416,Curious,Thinkin,Hair,White Tee,White Pebble,Sky,24.792786058882452,416
417,Buggy,Caveduck,Biker Hat,420 Tee,White Pebble,Paint Splatter,49.25667507328962,417
418,Focus,Basic Smile,Paper Hat,Wet Suit,Light Green,Green,36.263521104653265,418
419,Standard,Sad Face,Mohawk,Biker Jacket,Butter Milk,Green,31.505737683950585,419
420,Goggles,Woo,Pot Head,Puffycoat,Cheeze,Grey,55.96950039165709,420
421,Dazy,Eff,Pyramid Head,Skull Shirt,Dark Green,Sunset,49.81028478790599,421
422,Dazy,Woo,Hair,Banana Shirt,Pizza,Grey,50.43317314096084,422
423,Black Eye,Tongue Out,Backward Cap,Pimp Coat,Cheeze,Bubble Gum,40.34663885917668,423
424,Cave Duck,Basic Smile,Kitty Ears,Nerd,Grey,Pink,42.21512744127971,424
425,Mad lips,Tongue Out,Kitty Ears,Pink Tank,Spectrum,Ash,50.12170647304616,425
426,Shaun Shadez,Caveduck,Backward Cap,Sweater Weather,Cheeze,Pink,39.100984993820646,426
427,Hippy,Basic Smile,Sweat Band,Itchy Ass Sweater,Grey,Toxic,30.69255799357692,427
428,Cave Duck,Caveduck,Backward Cap,Turtle Neck,Pink,Sunset,31.45382887692336,428
429,Buggy,Caveduck,Spinner,Zebra Tee,White Pebble,Tie Dye Night,48.02823187088684,429
430,Curious,Buck Teeth,Biker Hat,Gold Chain White Tee,Light Green,Tie Dye Night,27.785959062064812,430
431,Goggles,Woo,Chonies,Biker Jacket,Blue,Blue,58.46080466372212,431
432,Hippy,Caveduck,Beanie,Blasted,2 Toned,Sunset,37.38818129714554,432
433,Anxious,Wonky,Hair,Pink Tank,Blue,Paint Splatter,28.5990660878088,433
434,Anxious,Tongue Out,Sweat Band,Turtle Neck,Red,Grey,30.64066821909781,434
435,Anxious,Wavey,Sweat Band,Pancho,2 Toned,Deep Purple,42.232415958370034,435
436,Dazy,Buck Teeth,Bucket Hat,Banana Shirt,2 Toned,Pink,43.21855348658188,436
437,Hippy,Tongue Out,Tin Foil Hat,Itchy Ass Sweater,Zebra,Paint Splatter,42.976417357558475,437
438,Hippy,Buck Teeth,Headphones,Bone Tee,White Pebble,Tie Dye,35.12169350035347,438
439,Tired Cat,Brace Face,Beanie,Wet Suit,Cheeze,Green,43.21860019599045,439
440,Anxious,Wonky,Doo Doo Brain,Zebra Tee,Light Green,Green,27.28424604613738,440
441,Cave Duck,Woo,Beanie,Pimp Coat,Light Green,Sky,17.405184353062396,441
442,Tired Cat,Woo,Doo Rag,Pink Tank,Lava,Candy,33.92785847301776,442
443,Buggy,Eff,Doo Rag,Hawaiian Shirt,Red,Bubble Gum,42.59572395742123,443
444,Curious,Bubble Gum,Gold Fish,Overalls,Yellow,Bubble Gum,24.377610781157806,444
445,Hippy,Tongue Out,Bucket Hat,Hawaiian Shirt,Light Green,Yellow Orange,15.709734916202727,445
446,Anxious,Thinkin,Beanie,Wet Suit,Red,Blue,28.495340177847904,446
447,Tired Cat,Brace Face,Headphones,White Tee Ripped,2 Toned,Sky,41.76532841650796,447
448,Standard,Eff,Backward Cap,White Tee,Pink Donut,Sunset,34.5334998300361,448
449,Mad lips,Caveduck,Hair,Skull Shirt,Mega Black,Grey,45.90024078968565,449
450,Doh,Caveduck,Doo Doo Brain,White Tee Ripped,Dark Green,Paint Splatter,47.76874494069504,450
451,Tired Cat,Wavey,Beanie,Pimp Coat,Grey,Bubble Gum,33.253225676279996,451
452,Cyclops,Bored,Kitty Ears,Zebra Tee,Spectrum,Blue,58.73759222087938,452
453,Tired Cat,Eff,Backward Cap,Bone Tee,Mega Black,Bubble Gum,33.70296587907858,453
454,Focus,Sad Face,Hair,Pancho,Blue,Toxic,44.86216677835454,454
455,Cave Duck,Brace Face,Mohawk,Overalls,Light Green,Tie Dye Night,33.87593755611541,455
456,Super Happy,Eff,Sweat Band,Pimp Coat,Yellow,Ash,21.730495324264137,456
457,Super Happy,Basic Smile,Gold Fish,Hawaiian Shirt,Cheeze,Blue,36.12510569838862,457
458,Cave Duck,Caveduck,Backward Cap,Nerd,White Pebble,Pink,25.57147003439112,458
459,Super Happy,Thinkin,Beanie,Zebra Tee,Light Green,Sunset,16.972679034119945,459
460,3 Eyes,Sad Face,Sweat Band,Itchy Ass Sweater,Mega Black,Ash,47.00750520130869,460
461,Standard,Lip Bite,Comb Over,Skull Shirt,Yellow,Yellow Orange,32.49189942883902,461
462,Tired Cat,Bubble Gum,Bucket Hat,Bubble Logo Tee,Light Green,Toxic,26.055866858673028,462
463,Cyclops,Basic Smile,Hair,Zebra Tee,Red,Sky,28.66831531545281,463
464,Alien Punk,Eff,Spinner,Hawaiian Shirt,Butter Milk,Grey,44.22204181096741,464
465,Standard,Tongue Out,Backward Cap,00_None,White Pebble,Toxic,19.481311613468762,465
466,Dead,Wavey,Biker Hat,Hawaiian Shirt,Pizza,Toxic,60.76182278605469,466
467,Super Happy,Basic Smile,Chonies,Itchy Ass Sweater,Spectrum,Toxic,36.10786043282825,467
468,Super Happy,Whistle,Paper Hat,White Tee,White Pebble,Candy,31.142412385132666,468
469,Standard,Wavey,Bucket Hat,Pink Tank,Butter Milk,Ash,22.059281652845016,469
470,Anxious,Sad Face,Bucket Hat,White Tee,2 Toned,Green,33.97972575322804,470
471,Hippy,Sly Smile,Sweat Band,Overalls With King Frog,Blue,Boardwalk,49.170170201838886,471
472,Twack,Bubble Gum,Pot Head,Pink Tank,Light Green,Yellow Orange,39.222072087806794,472
473,Anxious,Bubble Gum,TP Roll,Pink Tank,Yellow,Sunset,25.29458386199358,473
474,Cyclops,Sly Smile,Sombrero,Itchy Ass Sweater,Butter Milk,Paint Splatter,36.10782929078921,474
475,Super Happy,Basic Smile,Biker Hat,White Tee,Red,Tie Dye Night,28.339535909929133,475
476,Super Happy,Tongue Out,Sweat Band,Purple Cape,2 Toned,Candy,36.35007787617259,476
477,Dead,Woo,Doo Rag,White Tee,Yellow,Tie Dye Night,30.657977497675564,477
478,Tired Cat,Tongue Out,Comb Over,Overalls,Yellow,Tie Dye,20.173331539079257,478
479,Doh,Sad Face,Headphones,White Tee Ripped,Lava,Deep Purple,50.2601339880333,479
480,Cave Duck,Tongue Out,Pants,Nipple Piercing,Zebra,Tie Dye Night,46.678788078710454,480
481,Cyclops,Thinkin,Biker Hat,Pancho,White Pebble,Bubble Gum,35.86556167900506,481
482,Dazy,Wavey,Sweat Band,Skull Shirt,Cheeze,Grey,54.74107794997332,482
483,Cave Duck,Dog Tongue,Hair,Itchy Ass Sweater,Light Green,Candy,21.384427402418552,483
484,Cave Duck,Bubble Gum,Bored Cap,Itchy Ass Sweater,Dark Green,Paint Splatter,39.72370898276276,484
485,Hippy,Thinkin,Headphones,ETH Tee,Cheeze,Deep Purple,45.0525065570949,485
486,Cave Duck,Buck Teeth,Hair,White Tee Ripped,Zebra,Paint Splatter,29.63710203634892,486
487,Cyclops,Hard L,Halo,420 Tee,Red,Bubble Gum,59.13552050487275,487
488,Tired Cat,Eff,TP Roll,Skull Shirt,Mega Black,Sunset,42.491966902347635,488
489,Hippy,Sad Face,Sweat Band,White Tee Ripped,Yellow,Pink,15.484712567289483,489
490,Shaun Shadez,Bubble Gum,Beanie,Itchy Ass Sweater,Red,Ash,35.26002758538142,490
491,Tired Cat,Thinkin,Sombrero,Hawaiian Shirt,Butter Milk,Sunset,27.56106647580981,491
492,Focus,Thinkin,Backward Cap,Itchy Ass Sweater,Disco,Candy,37.42270989413094,492
493,Happy,Bubble Gum,Sweat Band,Overalls,Blue,Sky,48.06285215698166,493
494,Doh,Whistle,Backward Cap,Tie Dye Tee,Zebra,Boardwalk,70.01784041933752,494
495,Cyclops,Caveduck,Beanie,Hawaiian Shirt,Red,Bubble Gum,27.180345391512144,495
496,Focus,Eff,Mohawk,Overalls With King Frog,Butter Milk,Pink,43.89341465545504,496
497,Anxious,Fast Frown,Kitty Ears,Nipple Piercing,Butter Milk,Pink,41.73076695315473,497
498,Standard,Juicy Lips,Pants,Puffycoat,Yellow,Bubble Gum,29.654567028963935,498
499,Anxious,Basic Smile,Paper Hat,Pancho,Cheeze,Deep Purple,35.9002494375327,499
500,Anxious,Eff,Gold Fish,Itchy Ass Sweater,Grey,Bubble Gum,33.78943614484854,500
501,Cyclops,Thinkin,Doo Rag,420 Tee,Butter Milk,Paint Splatter,33.512688383263665,501
502,Twack,Bubble Gum,Shark Dome,Zebra Tee,Butter Milk,Green,41.834515358152856,502
503,Super Happy,Buck Teeth,Hair,Wet Suit,Light Green,Tie Dye Night,16.00383002299842,503
504,Tired Cat,Woo,Bucket Hat,Watermelon Shirt,Yellow,Pink,18.23568888823072,504
505,Tired Cat,Sad Face,Comb Over,ETH Tee,Red,Yellow Orange,38.5992494797823,505
506,Cyclops,Woo,Comb Over,Blasted,2 Toned,Pink,45.969510775743416,506
507,Hippy,Tongue Out,Comb Over,Turtle Neck,Spectrum,Candy,27.14576143581113,507
508,Mini Dots,Eff,Bucket Hat,Pink Tank,Light Green,Ash,34.46425233709453,508
509,Super Happy,Woo,Backward Cap,Zebra Tee,Butter Milk,Tie Dye,15.727011324570553,509
510,Super Happy,Sly Smile,Paper Hat,Itchy Ass Sweater,Lava,Tie Dye Night,42.78601529397162,510
511,Dead,Woo,Pants,Pink Tank,Disco,Candy,45.39849489432728,511
512,Anxious,Caveduck,Hair,420 Tee,White Pebble,Tie Dye,27.318791938279,512
513,Super Happy,Wonky,Spinner,Pancho,Yellow,Deep Purple,27.35340184612745,513
514,Cyclops,Buck Teeth,Bucket Hat,Watermelon Shirt,White Pebble,Ash,29.135418430447547,514
515,Happy,Buck Teeth,Spinner,00_None,Cheeze,Candy,52.543943180194006,515
516,Mad lips,Buck Teeth,Pyramid Head,Cowboy Jacket,Light Green,Blue,44.2913308295733,516
517,Hippy,Tongue Out,Biker Hat,Skull Shirt,Yellow,Grey,23.16648897220262,517
518,Standard,Big Smile,Pot Head,00_None,Grey,Sky,47.09404986448972,518
519,Dead,Caveduck,Bucket Hat,Flame Shirt,Butter Milk,Deep Purple,36.15977616060742,519
520,Hippy,Basic Smile,Backward Cap,Overalls,Butter Milk,Blue,11.176750661401071,520
521,Doh,Caveduck,Chonies,Watermelon Shirt,Light Green,Blue,39.51621390708473,521
522,Standard,Bored,Doo Rag,Overalls With King Frog,Yellow,Pink,32.42271421767026,522
523,Dazy,Basic Smile,Doo Doo Brain,Gold Chain White Tee,2 Toned,Grey,51.748012217101426,523
524,Cyclops,Caveduck,Comb Over,Sweater Weather,Red,Sunset,35.675287642221384,524
525,Hippy,Brace Face,Hair,Skull Shirt,Red,Grey,32.31890006802598,525
526,Triangle,Basic Smile,Jimmy Hat,White Tee,Dark Green,Grey,50.64076683418441,526
527,Cave Duck,Eff,Hair,Puffycoat,Grey,Blue,36.073207275755095,527
528,Hippy,Whistle,Pyramid Head,Hawaiian Shirt,2 Toned,Pink,44.01453981223217,528
529,Standard,Brace Face,Backward Cap,Gold Chain White Tee,Butter Milk,Bubble Gum,16.505472106693365,529
530,Shaun Shadez,Caveduck,Hair,Zebra Tee,Grey,Tie Dye Night,43.40888634341767,530
531,Hippy,Caveduck,Hair,Pink Tank,Pink,Toxic,29.567904716841873,531
532,Standard,Bubble Gum,Bucket Hat,Sweater Weather,2 Toned,Paint Splatter,29.72372455635648,532
533,Tired Cat,Thinkin,Hair,Itchy Ass Sweater,Dark Green,Candy,20.432804625846117,533
534,Tired Cat,Woo,Pyramid Head,White Tee,Yellow,Pink,19.706263026691637,534
535,Dazy,Tongue Out,Backward Cap,Itchy Ass Sweater,Yellow,Blue,20.79624930677067,535
536,Mad lips,WhaWha,Dickhead,Nipple Piercing,Pink,Paint Splatter,72.99357957463336,536
537,Focus,Thinkin,TP Roll,White Tee Ripped,White Pebble,Green,40.46762733753834,537
538,Tired Cat,Buck Teeth,TP Roll,Puffycoat,Dark Green,Blue,34.98326425027968,538
539,Doh,Wonky,Shroom Boom,Pimp Coat,Butter Milk,Ash,39.46427050167669,539
540,Cyclops,Hard L,Doo Rag,Pancho,Pink,Blue,55.934899136957775,540
541,Curious,Whistle,Pants,Pink Tank,Red,Tie Dye Night,46.159743286478566,541
542,Hippy,Buck Teeth,Comb Over,Zebra Tee,Grey,Blue,30.882851060987665,542
543,Focus,WhaWha,Hair,Puffycoat,Grey,Sky,51.38470075901898,543
544,Doh,Buck Teeth,Chonies,Overalls,Disco,Ash,50.156278318487836,544
545,Curious,WhaWha,Bucket Hat,00_None,Red,Deep Purple,42.682266888973494,545
546,Tired Cat,Buck Teeth,Headphones,Puffycoat,2 Toned,Candy,32.37082790145398,546
547,Standard,Wonky,Backward Cap,Pink Tank,Blue,Pink,22.50900282117444,547
548,3 Eyes,Brace Face,TP Roll,Puffycoat,Dark Green,Grey,59.18737221425563,548
549,Super Happy,Bubble Gum,Doo Rag,Banana Shirt,Light Green,Pink,22.11116450541955,549
550,Hippy,WhaWha,Doggy Dooks,White Tee Ripped,Cheeze,Pink,46.59236971339329,550
