,Eyes,Mouth,Neck,Feet,Fur,Background,Back,Head,Rarity score,Token Id
3239,Shutter Shades,Blep,Lei,None,Brown,Club Exterior,None,Missile Launcher,52.04194739298348,3387
3240,3D Glasses,Diamond Teeth,Golden Bone Necklace,None,Pink,Swamp,None,Bowler,50.50194985326401,3388
3241,Closed,Red Raybeam,None,Pink Combat Boots,Tan,Club Exterior,Mega Rocket Launcher,None,51.4339182677748,3389
3242,Happy,Smiling,None,Leg Knife,Tan,Outhouse,None,Purple Headband,36.026511418859606,3390
3243,Cyclops,Rose,Plaid Bowtie,Boots,Robot,Club Exterior,Jetpack,None,82.56784926953894,3392
3244,Suspicious,Red Raybeam,Pink Collar,Cast,Black,SS Monke Biz,None,BAYC Flipped Brim Hat,67.2410771223299,3393
3245,Goofy,Happy,Beer Can Necklace,None,DMT,SS Monke Biz,Doggie Pack,None,60.4284198266088,3394
3246,Happy,Beer Can,Pinstripe Bandana,None,Robot,Bar,None,BAYC Logo Hat Red,55.17092559602009,3395
3247,Snorkel Gear,Growl,None,Cyberpunk Boots,Cheetah,SS Monke Biz,None,None,38.50283233422138,3396
3248,X Eyes,Cigarette,Red Collar With Bone,None,Tan,Outhouse,Beer Kegs,None,51.90200878653176,3397
3249,Closed,Bored,None,None,Galaxy,Outhouse,None,Rat,28.402008985048266,3398
3250,Bloodshot,Beer Can,Pinstripe Bandana,None,Tan,Swamp,Toilet Paper Dispenser,Sea Captain's Hat,67.1768034563713,3399
3251,Closed,Smiling,None,High Tops,Brown,Outhouse,None,None,22.264107781115502,3400
3252,Anime,Bone,Pinstripe Bandana,None,Pink,SS Monke Biz,None,None,34.80366020632147,3401
3253,Glowing Red,Smiling,Glow Necklace,Cast,Radioactive,SS Monke Biz,None,Santa Hat,67.5580944966196,3402
3254,Zombie,Smiling,None,None,Pink,Outhouse,Jetpack,None,32.59155759620769,3403
3255,Happy,Bone,Pinstripe Bandana,None,Pink,Outhouse,None,None,31.115847882171494,3404
3256,Bloodshot,Hot Dog,None,Old Laces,Pink,Club Exterior,Rocket Launcher,None,59.86972253135592,3406
3257,Confused,Slippers,None,None,Galaxy,Outhouse,None,Cowboy Hat,33.44498276834681,3407
3258,Closed,Hot Dog,None,Rain Boots,Galaxy,Outhouse,None,None,31.829284499531312,3408
3259,Laser,Smiling,Red Collar With Bone,Pink Combat Boots,Cheetah,SS Monke Biz,Demon Wings,Bird,89.34600144346862,3409
3260,Anime,Bloody,Lei,Combat Boots,Tan,Club Exterior,None,None,52.102158224911356,3410
3261,Happy,Slippers,None,Flask,Tan,Outhouse,None,Missile Launcher,41.33739521718857,3411
3262,Sad,Red Raybeam,None,None,Cyberpunk,Bar,None,Missile Launcher,39.793917085439276,3412
3263,Heart Eyes,Bored,None,Pink Combat Boots,Robot,Swamp,None,Rat,52.78927078091997,3413
3264,Wide,Bone,None,Combat Boots,Pink,SS Monke Biz,None,Trippy Captain's Hat,50.683150427770094,3414
3265,Confused,Hot Dog,Beer Can Necklace,None,Death Bot,Club Exterior,None,Beanie,54.26507916780455,3415
3266,Closed,Growl,Pink Collar,None,Galaxy,SS Monke Biz,Basketball Hoop,Beer Helmet,70.3509449013089,3416
3267,Shutter Shades,Heavy Drooling,Pinstripe Bandana,Flippers,Pink,SS Monke Biz,Doggie Pack,Pirate Captain's Hat,93.4333079166098,3417
3268,Robot,Red Raybeam,BAYC Collar,None,Tan,Swamp,Service Vest,None,49.595780272464665,3418
3269,Heart Eyes,Hot Dog,Gold Links,Rollerblades,Black,Swamp,None,Rat,67.3165112877564,3419
3270,Happy,Smiling,Camo Bandana,None,Brown,SS Monke Biz,None,None,24.128753037345955,3420
3271,Bloodshot,Cigarette,Spiked Collar,None,Cyberpunk,Outhouse,Blue Pack,Missile Launcher,74.56302088550527,3421
3272,Robot,Slippers,None,Kicks,Mega Death Bot,SS Monke Biz,Beer Kegs,None,60.67749145520027,3422
3273,Heart Eyes,Ape Hand,BAYC Collar,Leg Knife,Tan,SS Monke Biz,Basketball Hoop,Beanie,83.85089955059605,3423
3274,Sunglasses,Tennis Ball,Golden Bone Necklace,Fresh Laces,Tan,Outhouse,None,Pimp Hat,65.24450965569454,3424
3275,Pilot Goggles,Smiling,None,Flask,Brown,Club Exterior,Jetpack,Fez,68.02210843007178,3425
3276,Closed,Confused,Golden Bone Necklace,Cast,Tan,Outhouse,None,None,43.80585225507257,3426
3277,Wide,Fish,BAYC Collar,Kicks,Brown,Outhouse,Ninja Kunai,Rain Hat,87.4740356333002,3427
3278,Closed,Smiling,None,None,Pink,Club Exterior,None,Bowler,22.694492826906615,3428
3279,Bloodshot,Cigarette,BAYC Collar,None,Cyberpunk,SS Monke Biz,Basketball Hoop,Bird,72.60416912442393,3429
3280,Shutter Shades,Cute Smile,BAYC Collar,Flippers,Tan,SS Monke Biz,Camo Pack,None,69.47134077339891,3430
3281,Sunglasses,Stache,Red Collar With Bone,None,Tan,Outhouse,Ninja Kunai,None,52.528568877936266,3431
3282,Closed,Red Raybeam,Spiked Collar,None,Tan,SS Monke Biz,Ninja Kunai,Shrunken Head,63.81765688074337,3432
3283,Cyberpunk Visor,Blep,None,Flask,Radioactive,Outhouse,None,None,39.2200554196682,3433
3284,Sad,Smiling,Lei,None,Death Bot,Outhouse,None,Santa Hat,47.52006686895029,3434
3285,Whatever,Confused,None,Rain Boots,Tan,Bar,None,Bowler,51.177592919186,3435
3286,Closed,Stache,BAYC Collar,None,Tan,SS Monke Biz,None,Fez,37.50237484892741,3436
3287,Sad,Drooling,Plaid Bowtie,Leg Knife,Tan,Outhouse,None,Banana Peel,64.36129163074325,3437
3288,3D Glasses,Smiling,Pink Collar,None,Cheetah,SS Monke Biz,None,Sushi Chef Headband,46.05553532846621,3438
3289,Happy,Smiling,None,None,Death Bot,Bar,Cyberpunk Pack,Beanie,52.07946889359194,3439
3290,Robot,Ape Hand,BAYC Collar,Combat Boots,Tan,Outhouse,None,None,46.79147257342026,3440
3291,Anime,Drooling,None,Old Laces,Tan,SS Monke Biz,None,Rain Hat,45.82533786680475,3441
3292,Closed,Heavy Drooling,None,None,Death Bot,Swamp,Beer Kegs,None,35.08665399112704,3442
3293,Goofy,Drooling,None,Flask,Black,Swamp,None,Sea Captain's Hat,47.659745610569956,3443
3294,Wide,Smiling,Pink Collar,Cast,Galaxy,SS Monke Biz,None,Beer Helmet,66.17669744048379,3444
3295,Closed,Ape Hand,Red Collar With Bone,Flask,Pink,Club Exterior,Doggie Pack,None,74.31366740195608,3445
3296,Wide,Drooling,None,None,Zombie,Bar,None,Sea Captain's Hat,38.96726337502592,3446
3297,Snorkel Gear,Slippers,None,None,Tan,SS Monke Biz,None,None,11.758949382386529,3447
3298,Sad,Confused,Golden Bone Necklace,Leg Knife,Radioactive,Bar,None,Rain Hat,79.06197107496781,3448
3299,Anime,Tennis Ball,None,None,Tan,SS Monke Biz,None,Bowler,25.69170256894438,3449
3300,Happy,Gold Teeth,BAYC Collar,None,Tan,SS Monke Biz,Beer Kegs,Banana Peel,60.745262255863906,3450
3301,Cyborg,Gold Teeth,None,None,Pink,Club Exterior,None,Earbuds,35.11714784363529,3451
3302,Glowing Red,Slippers,None,None,Tan,SS Monke Biz,Camo Pack,None,33.656002544554525,3452
3303,Bloodshot,Slippers,None,None,DMT,Outhouse,None,Missile Launcher,33.18075031990684,3453
3304,Closed,Rainbow Teeth,Hawaiian Bandana,Kicks,Robot,Swamp,None,BAYC Flipped Brim Hat,67.24481917042641,3454
3305,Happy,Rainbow Teeth,Plaid Bowtie,None,Galaxy,SS Monke Biz,Blue Pack,Purple Headband,71.71720905176242,3455
3306,Wide,Cute Smile,None,None,Robot,SS Monke Biz,None,Santa Hat,33.38078299973572,3456
3307,Radioactive,Smiling,BAYC Collar,None,Solid Gold,Swamp,None,Tie,45.53843692065394,3457
3308,Bloodshot,Stache,BAYC Collar,Cyberpunk Boots,Pink,Club Exterior,None,None,55.46137870731198,3458
3309,Heart Eyes,Smiling,None,None,Tan,Outhouse,None,None,4.960358718510218,3459
3310,Suspicious,Foaming,None,Space Boots,Brown,Outhouse,None,BAYC Logo Hat Black,49.2639578602206,3460
3311,Pilot Goggles,Rainbow Teeth,None,None,Black,Swamp,None,None,14.393864512808483,3461
3312,Happy,Smiling,None,None,Cyberpunk,Club Exterior,None,None,11.887321009150781,3462
3313,Heart Eyes,Smiling,None,Cyberpunk Boots,Death Bot,Outhouse,Doggie Pack,None,55.43488325167314,3463
3314,Confused,Bone,None,Flippers,Tan,Outhouse,None,None,30.047659318442754,3464
3315,Glowing Red,Panting,BAYC Collar,None,Mega Death Bot,Swamp,Toilet Paper Dispenser,None,58.922453736131594,3465
3316,Whatever,Smiling,None,Cyberpunk Boots,DMT,Outhouse,Blue Pack,Shrunken Head,69.72440761368655,3466
3317,Whatever,Frog Legs,None,None,Tan,SS Monke Biz,None,None,10.762406538870692,3467
3318,Angry,Blep,BAYC Collar,None,Black,Club Exterior,Beer Kegs,Bow,69.81120747159771,3468
3319,Sunglasses,Bloody,None,None,Tan,Swamp,Camo Pack,Beer Helmet,47.78793993677481,3469
3320,Radioactive,Growl,BAYC Collar,None,Pink,Outhouse,Cyberpunk Pack,None,55.46882899380561,3470
3321,Closed,Goofball,None,None,Tan,Outhouse,Blue Pack,None,26.680398818693845,3471
3322,Whatever,Drooling,BAYC Collar,Old Laces,Brown,Swamp,Beer Saddle,None,71.86422802101227,3473
3323,Whatever,Cigar,None,None,Tan,Bar,Service Vest,None,38.43095111553138,3474
3324,Suspicious,Tennis Ball,None,None,Tan,Outhouse,Beer Saddle,Rain Hat,47.69737129405432,3475
3325,Goofy,Bloody,None,None,Brown,SS Monke Biz,Camo Pack,None,35.656562094495754,3476
3326,Sunglasses,Cigarette,Beer Can Necklace,Kicks,Black,SS Monke Biz,None,None,52.89856577192621,3477
3327,Hero Mask,Bloody,USA Bandana,None,Brown,Swamp,Blue Pack,Bird,70.47175065669666,3478
3328,3D Glasses,Bone,None,None,Tan,Swamp,Toilet Paper Dispenser,Bow,48.0748224075458,3479
3329,Sunglasses,Panting,Pink Collar,None,Tan,Club Exterior,None,Cowboy Hat,47.64843180560696,3480
3330,Pilot Goggles,Bored,None,Boots,Galaxy,Outhouse,None,None,37.89893563145703,3481
3331,Bloodshot,Red Raybeam,None,None,Tan,Swamp,None,Hermit Crab,26.435338563294398,3482
3332,Laser,Happy,Camo Bandana,None,Tan,Club Exterior,None,None,34.211092648402094,3483
3333,Glowing Red,Bored,None,None,Black,Outhouse,None,None,13.786149101706268,3484
3334,Closed,Blep,None,None,Tan,SS Monke Biz,None,Bow,20.8864335165645,3485
3335,Angry,Goofball,Christmas Wreath,None,Pink,Outhouse,None,Spinner Hat,49.94334572817129,3486
3336,Hypnotized,Frog Legs,None,Boots,DMT,Club Exterior,None,Santa Hat,56.28063284068197,3487
3337,Sunglasses,Smiling,Beer Can Necklace,None,Pink,Bar,None,Banana Peel,50.1659753591757,3488
3338,Closed,Cyberjaw,Plaid Bowtie,High Tops,Tan,Club Exterior,Fishing Lures,None,69.6978040510483,3489
3339,Closed,Smiling,Red Collar With Bone,None,Tan,Swamp,None,None,18.719559369889655,3490
3340,Pilot Goggles,Tennis Ball,None,None,Tan,Outhouse,Service Vest,None,32.62556978561626,3491
3341,Zombie,Hot Dog,Beer Can Necklace,None,Black,Club Exterior,None,BAYC Logo Hat Red,50.75861997535752,3492
3342,Whatever,Red Raybeam,None,None,Black,Outhouse,None,None,13.914489665595767,3493
3343,Closed,Ape Hand,None,None,Brown,Outhouse,None,None,8.36913005766647,3494
3344,Sad,Smiling,None,None,Brown,Bar,Beer Kegs,Santa Hat,50.837663300277036,3496
3345,Closed,Rose,BAYC Collar,Boots,Brown,Outhouse,None,Rat,59.684808596557595,3497
3346,Heart Eyes,Rose,None,Cast,Tan,Outhouse,None,Beanie,44.02490456997255,3498
3347,Goofy,Bored,None,None,Brown,Outhouse,Beer Saddle,None,35.03752108118368,3499
3348,Happy,Heavy Drooling,None,None,Tan,Club Exterior,None,Banana Peel,24.914093697727953,3500
3349,Wide,Rose,Red Collar With Bone,Flippers,Zombie,Club Exterior,Ninja Kunai,Fez,96.71663862804124,3501
3350,Heart Eyes,Fish,None,Combat Boots,Brown,Swamp,None,Pimp Hat,48.42973710939824,3502
3351,Whatever,Fish,USA Bandana,Flippers,Cyberpunk,SS Monke Biz,None,None,57.55248762971049,3503
3352,Happy,Growl,Red Collar With Bone,None,Brown,Outhouse,None,Cowboy Hat,44.05504851325221,3504
3353,Closed,Bone,Gold Links,None,Black,Swamp,None,Beanie,41.87336032602204,3505
3354,Happy,Bloody Fangs,BAYC Collar,Flippers,Black,Bar,Camo Pack,Beanie,88.88926719370657,3506
3355,Closed,Beer Can,Red BAYC Bandana,None,Tan,Swamp,Cyberpunk Pack,White Headband,62.60987999015509,3507
3356,Glowing Red,Smiling,Japanese Bandana,None,Black,Swamp,None,Bird,43.08876795175382,3508
3357,Anime,Fish,BAYC Collar,Flask,DMT,Swamp,None,None,53.819505010527635,3509
3358,Laser,Cigar,None,None,Robot,Swamp,Blue Pack,BAYC Logo Hat Red,56.33336273570938,3510
3359,Sad,Smiling,Glow Necklace,Cast,Black,SS Monke Biz,Fishing Lures,None,68.5617570146259,3511
3360,Happy,Tennis Ball,Christmas Wreath,None,Cheetah,Outhouse,None,Bird,47.77297371162664,3512
3361,Closed,Drooling,None,Rollerblades,Tan,SS Monke Biz,None,None,25.842583854411156,3513
3362,Happy,Loogie,Pinstripe Bandana,Pink Combat Boots,Tan,Outhouse,None,White Headband,61.33801969256692,3514
3363,Closed,Goofball,Ribbon,Old Laces,Tan,Swamp,Camo Pack,Tie,81.23544477918642,3515
3364,Shutter Shades,Bloody,None,Fresh Laces,Tan,Swamp,None,Tie,45.629074754771246,3516
3365,Bloodshot,Smiling,BAYC Collar,None,Tan,SS Monke Biz,None,Halo,37.07955645819411,3517
3366,Happy,Tennis Ball,BAYC Collar,None,Robot,Swamp,Basketball Hoop,Rat,68.44492484669144,3518
3367,3D Glasses,Confused,Red Collar With Bone,None,Pink,Outhouse,None,None,34.90184346386691,3519
3368,Robot,Tennis Ball,Pink Collar,None,Cheetah,Bar,None,None,42.49256017447965,3520
3369,3D Glasses,Bloody Fangs,None,Kicks,Pink,SS Monke Biz,None,None,35.90970208290562,3521
3370,Glowing Red,Panting,None,Cyberpunk Boots,Pink,Outhouse,Beer Saddle,None,58.446847278024784,3523
3371,Hypnotized,Hot Dog,Pink Collar,None,Mega Death Bot,Swamp,None,Cowboy Hat,52.25333005026158,3524
3372,Cyberware,Smiling,Beer Can Necklace,None,Black,Outhouse,None,Tie,43.09634443550728,3525
3373,Hero Mask,Drooling,None,None,Robot,SS Monke Biz,Jetpack,Beanie,55.989840074226734,3526
3374,Wide,Confused,None,Kicks,Brown,Outhouse,Cyberpunk Pack,Rat,71.35864586798608,3527
3375,Holographic Visor,Cyberjaw,None,Flask,Pink,SS Monke Biz,Cyberpunk Pack,None,58.643098597910296,3528
3376,Happy,Gold Teeth,None,None,Brown,Outhouse,None,None,10.426450121832074,3529
3377,Closed,Kazoo,None,None,Pink,Club Exterior,None,White Headband,28.719032644625937,3530
3378,Happy,Cigar,BAYC Collar,Flask,Tan,Outhouse,None,Sea Captain's Hat,57.99012834759472,3531
3379,Heart Eyes,Drooling,Whiskey Barrel,None,Tan,Bar,Service Vest,Banana Peel,73.09860571659836,3532
3380,Pilot Goggles,Bloody Fangs,None,None,Death Bot,Club Exterior,None,Santa Hat,37.491386189435,3533
3381,Heart Eyes,Smiling,None,Flippers,Black,Club Exterior,None,BAYC Flipped Brim Hat,45.447834068976825,3534
3382,Wide,Bloody Fangs,None,Rain Boots,Tan,Swamp,Basketball Hoop,Missile Launcher,67.29375709375155,3535
3383,Suspicious,Frog Legs,None,Old Laces,Tan,Outhouse,None,None,30.149581083380987,3536
3384,Whatever,Smiling,None,Flippers,Black,Club Exterior,None,Pirate Captain's Hat,45.40631026923879,3537
3385,Zombie,Panting,Gold Links,Gold Kicks,Brown,Outhouse,Camo Pack,None,75.83852377852304,3538
3386,Cyclops,Smiling,None,Gold Kicks,Tan,SS Monke Biz,None,Bow,41.009005854155944,3539
3387,Bloodshot,Bored,None,None,Brown,Swamp,Cyberpunk Pack,Missile Launcher,50.67164477454518,3540
3388,Closed,Bored,BAYC Collar,None,Tan,Outhouse,None,Earbuds,36.89848247611051,3541
3389,Bloodshot,Smiling,None,None,Brown,SS Monke Biz,Jetpack,None,30.549437286111814,3542
3390,Angry,Smiling,BAYC Collar,None,Radioactive,SS Monke Biz,None,Fisherman's Hat,44.972235477349386,3543
3391,Closed,Hot Dog,BAYC Collar,None,Pink,Club Exterior,None,Hermit Crab,44.50042846419297,3544
3392,Closed,Beer Can,None,Boots,Brown,Swamp,Toilet Paper Dispenser,Rain Hat,65.50092032295174,3545
3393,Happy,Smiling,Pink Collar,Old Laces,Black,Bar,None,None,48.84851348410374,3546
3394,Sad,Slippers,None,Rollerblades,Brown,Outhouse,None,None,33.282505772434135,3547
3395,Happy,Kazoo,Camo Bandana,None,Black,Swamp,None,White Headband,44.73445761074667,3548
3396,Sad,Happy,Flamingo Bandana,None,Pink,Outhouse,None,Fisherman's Hat,50.19622820070715,3549
3397,Confused,Confused,None,Rain Boots,Noise,SS Monke Biz,Rocket Launcher,Rat,76.43875232930229,3550
3398,Closed,Fish,Japan Bandana,Rain Boots,Pink,SS Monke Biz,Basketball Hoop,None,71.65289450381313,3551
3399,Happy,Fish,Hawaiian Bandana,Rollerblades,Brown,Outhouse,None,Shrunken Head,64.42160743023268,3552
3400,X Eyes,Confused,Spiked Collar,None,Brown,Club Exterior,None,White Headband,51.81925879073229,3553
3401,Heart Eyes,Blep,Ribbon,Leg Knife,Robot,Outhouse,None,None,57.41283718652663,3554
3402,Closed,Rose,None,High Tops,Black,Swamp,Fishing Lures,Santa Hat,65.68589557803215,3555
3403,Laser,Smiling,None,None,Robot,SS Monke Biz,Basketball Hoop,None,35.72453889974675,3556
3404,Happy,Goofball,None,Boots,Tan,Swamp,None,Sea Captain's Hat,40.39372497263407,3557
3405,Heart Eyes,Cyberjaw,Beer Can Necklace,Fresh Laces,Tan,Swamp,None,None,49.63745464037558,3558
3406,Whatever,Slippers,None,None,DMT,Club Exterior,None,None,21.067760308494147,3559
3407,Wide,Hot Dog,None,None,Tan,Club Exterior,None,Halo,28.024476876269116,3560
3408,Heart Eyes,Smiling,None,None,Brown,Swamp,Blue Pack,Pirate Captain's Hat,44.934396330708125,3561
3409,Happy,Ape Hand,None,Rain Boots,Robot,Swamp,None,None,33.376857740790776,3562
3410,Closed,Smiling,None,Flippers,Cheetah,Club Exterior,None,None,28.639616206356877,3563
3411,Suspicious,Panting,Golden Bone Necklace,None,Black,Outhouse,Beer Kegs,Spinner Hat,69.95087639356065,3564
3412,Closed,Hot Dog,None,Combat Boots,Robot,Outhouse,None,None,31.308377993594988,3565
3413,Cyborg,Fish,Japanese Bandana,Leg Knife,Brown,SS Monke Biz,None,None,54.07999973486986,3566
3414,Shutter Shades,Blep,Pink Collar,Space Boots,Cheetah,SS Monke Biz,Blue Pack,Shrunken Head,94.39189367377202,3567
3415,Happy,Smiling,Hawaiian Bandana,Cyberpunk Boots,Tan,Outhouse,Jetpack,None,62.904093633653225,3568
3416,Sad,Slippers,Gold Links,None,Black,Swamp,Demon Wings,Rat,70.75858555815057,3569
3417,Anime,Bored,None,80s Kicks,Pink,Outhouse,Beer Kegs,Sea Captain's Hat,71.57755428651119,3570
3418,Suspicious,Frog Legs,Flamingo Bandana,None,Tan,Swamp,Service Vest,Cowboy Hat,66.42949539634218,3571
3419,Closed,Growl,Pink Collar,80s Kicks,Black,Swamp,Camo Pack,Bird,84.76048448527732,3572
3420,Whatever,Cigarette,None,Kicks,Brown,Swamp,Jetpack,None,55.653775160202166,3573
3421,Closed,Loogie,None,None,Tan,Club Exterior,Service Vest,Santa Hat,45.466582043282344,3574
3422,Happy,Growl,None,None,Tan,SS Monke Biz,None,None,7.406498357185451,3575
3423,Wide,Cute Smile,None,None,Black,Club Exterior,None,Hermit Crab,31.53121088892883,3576
3424,Closed,Smiling,None,None,Cheetah,Outhouse,None,None,6.183454879436638,3577
3425,Radioactive,Slippers,None,Rollerblades,Brown,SS Monke Biz,None,Sushi Chef Headband,49.765924540653764,3578
3426,Confused,Growl,Glow Necklace,Boots,Pink,Bar,Doggie Pack,Bird,98.17339673686443,3579
3427,Closed,Diamond Teeth,None,Combat Boots,Solid Gold,Bar,Service Vest,Beer Helmet,76.64257069098741,3580
3428,Closed,Hot Dog,Life Preserver,None,Tan,Swamp,None,None,24.0797408315539,3581
3429,Suspicious,Hot Dog,None,None,Tan,Swamp,None,None,9.652611215659569,3582
3430,Happy,Bone,None,Leg Knife,Tan,Swamp,Mega Rocket Launcher,None,49.13530082435243,3583
3431,Closed,Bloody Fangs,None,None,Cyberpunk,SS Monke Biz,Jetpack,Sushi Chef Headband,51.53978493653385,3584
3432,Confused,Fire Breath,Plaid Bowtie,None,Black,SS Monke Biz,None,None,33.61465448195327,3585
3433,Suspicious,Rose,None,None,Pink,Swamp,None,Sushi Chef Headband,30.848002744659595,3586
3434,Whatever,Blep,None,Combat Boots,Brown,Swamp,None,None,33.12018408023395,3587
3435,Wide,Smiling,None,None,Robot,Swamp,None,Bird,27.156298975204123,3588
3436,Hypnotized,Bloody Fangs,Christmas Wreath,Combat Boots,Black,Club Exterior,None,None,55.914338679233424,3589
3437,Whatever,Ape Hand,USA Bandana,Boots,Galaxy,Bar,None,Banana Peel,78.12974004748695,3590
3438,Holographic Visor,Smiling,Pink Collar,None,Tan,Outhouse,None,Bird,39.691675687066635,3591
3439,Sunglasses,Goofball,None,None,Cheetah,Club Exterior,None,Banana Peel,34.45657438274215,3592
3440,Mystic Eye,Fish,Hawaiian Bandana,Leg Knife,Brown,Club Exterior,None,None,55.89923092984511,3593
3441,Happy,Blep,None,None,Black,Outhouse,None,Santa Hat,25.472774487774608,3594
3442,Wide,Cute Smile,BAYC Collar,Old Laces,Tan,Outhouse,Service Vest,Sushi Chef Headband,83.5602994041867,3595
3443,Suspicious,Tennis Ball,Beer Can Necklace,Gold Kicks,Noise,Bar,None,None,64.18783342718648,3596
3444,Cyborg,Cute Smile,None,Rollerblades,Black,Swamp,None,Shrunken Head,49.64892333828276,3597
3445,Sad,Loogie,Japanese Bandana,Cast,Tan,Swamp,Ninja Kunai,None,71.53970139184061,3598
3446,Goofy,Confused,None,Fresh Laces,Tan,Outhouse,None,Bow,45.19880136749907,3599
3447,Bloodshot,Smiling,None,Kicks,Black,Swamp,None,None,27.322266386743387,3600
3448,Mystic Eye,Beer Can,Hawaiian Bandana,Flippers,Zombie,Club Exterior,None,None,60.05107838423464,3601
3449,Happy,Ape Hand,None,None,Tan,SS Monke Biz,None,Beanie,21.54317135523116,3602
3450,Bloodshot,Cute Smile,None,None,Tan,SS Monke Biz,None,Fisherman's Hat,25.786072226372838,3603
3451,Closed,Ape Hand,Lei,None,Brown,SS Monke Biz,Beer Saddle,None,50.27139660553661,3604
3452,Wide,Smiling,None,None,Tan,SS Monke Biz,Beer Kegs,Banana Peel,41.57497612808103,3605
3453,Happy,Bored,None,None,Pink,SS Monke Biz,Doggie Pack,None,34.44867512310344,3606
3454,Anime,Drooling,None,None,Black,Bar,None,None,19.561600387761292,3608
3455,Wide,Tennis Ball,None,Space Boots,Zombie,SS Monke Biz,Fishing Lures,None,60.67375805935035,3609
3456,Closed,Kazoo,None,High Tops,Tan,Bar,None,Cowboy Hat,46.30092427567962,3610
3457,Laser,Panting,None,None,DMT,SS Monke Biz,None,Cowboy Hat,34.577371106635326,3611
3458,Whatever,Foaming,None,Cast,Zombie,Swamp,None,Spinner Hat,52.347677298761496,3612
3459,Zombie,Goofball,Pinstripe Bandana,None,Cheetah,Swamp,None,None,36.29468289412852,3613
3460,Anime,Smiling,Whiskey Barrel,None,Brown,SS Monke Biz,None,Cowboy Hat,42.503678976677975,3614
3461,Sunglasses,Bone,None,Boots,Pink,Outhouse,None,Bird,49.7357711609054,3615
