,Back,Body,Arms,Chest,Face,Hat,Element,Water,Grass,Air,Fire,Stage,Rarity score,Token Id
11132,batwing,scales,spatula,fireplace,faceface,clyde,fire,18.0,26.0,21.0,35.0,final_form,93.29492354740637,11754
11133,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11755
11134,squirrel,spots,pinscer,vinebelt,hmpf,fossil,grass,10.0,35.0,26.0,29.0,final_form,93.48935064824995,11756
11135,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,11757
11136,cat,wave,balloon,aircrystals,uwu,clyde,air,15.0,22.0,52.0,12.0,final_form,93.53653619037914,11758
11137,tadpole,blank,soda,tube,froggeh,finblades,water,100.0,0.0,0.0,0.0,final_form,94.76307236435292,11759
11138,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11760
11139,charred,stripes,paw,scales,cheerful,clyde,fire,5.0,18.0,24.0,54.0,final_form,93.24204621150753,11761
11140,fossil,blank,spatula,spikes,clyde,firecrown,fire,21.0,27.0,23.0,29.0,final_form,92.98325156391098,11762
11141,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11763
11142,bug,splotch,penguin,porthole,OmO,streak,water,30.0,28.0,15.0,27.0,final_form,94.34715464309681,11764
11143,butterfly,splotch,nub,cloud,cheerful,ears,air,0.0,0.0,100.0,0.0,final_form,91.85950340307559,11765
11144,dragonfly,blank,airhorn,symbolair,uwu,ram,air,17.0,11.0,58.0,14.0,final_form,94.58589139466996,11766
11145,squirrel,blobs,cloud,toto,uwu,antlers,air,24.0,22.0,36.0,18.0,final_form,93.28064562136055,11767
11146,horse,stripes,nub,cloudbelt,hmpf,unicorn,air,19.0,22.0,30.0,28.0,final_form,92.65730726289283,11768
11147,piggy,blobs,spatula,symbolfire,smirk,hornbull,fire,0.0,0.0,0.0,100.0,final_form,93.47497790098096,11769
11148,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11770
11149,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11771
11150,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11772
11151,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11773
11152,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11774
11153,cloud,stripes,spatula,round,cuteangry,dog,fire,23.0,19.0,23.0,35.0,final_form,92.71021986920333,11775
11154,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11776
11155,snail,stripes,paw,diamonds,uwu,ears,water,100.0,0.0,0.0,0.0,final_form,92.00960255159923,11777
11156,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11778
11157,batwing,splotch,paw,toto,doubleface,cloudo,air,12.0,12.0,64.0,12.0,final_form,92.11397211067553,11779
11158,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11780
11159,rattle,spots,soda,ruffles,grin,waterbump,water,36.0,26.0,17.0,20.0,final_form,94.34286906658949,11781
11160,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11782
11161,bug,blank,paw,symbolgrass,ditto,snake,grass,12.0,64.0,12.0,12.0,final_form,91.36486184284188,11783
11162,rabbit,blank,claw,bowtie,hearts,bumps,grass,23.0,55.0,17.0,5.0,final_form,93.5965786102879,11784
11163,squirrel,wave,sun,cloud,smirk,tuft,air,0.0,0.0,100.0,0.0,final_form,93.2619695140612,11785
11164,rattle,spots,nub,petalyellow,uwu,fossil,grass,19.0,43.0,13.0,24.0,final_form,92.13405996975065,11786
11165,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11787
11166,batwing,blobs,penguin,cloud,toad,ribbon,air,10.0,7.0,72.0,11.0,final_form,94.89327211948289,11788
11167,fox,spots,firehands,diamonds,OmO,mage,fire,0.0,0.0,0.0,100.0,final_form,93.20334179725555,11789
11168,fox,splotch,nub,face,OmO,finblades,fire,3.0,31.0,3.0,62.0,final_form,93.81391396749925,11790
11169,charred,stripes,handhand,firespark,uwu,mohawk,fire,8.0,36.0,17.0,40.0,final_form,94.59162192669666,11791
11170,horse,spots,sun,ruffles,uwu,smoke,air,18.0,21.0,44.0,17.0,final_form,93.67950412531894,11792
11171,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11793
11172,cat,spots,soda,rainbow fish,stunned,finblades,water,40.0,26.0,17.0,17.0,final_form,95.08341054411501,11794
11173,bug,blank,ducky,symbolwater,toad,ducko,water,38.0,27.0,22.0,13.0,final_form,95.02480341378293,11795
11174,monke,stripes,claw,symbolgrass,facepaint,grasscrown,grass,22.0,39.0,18.0,20.0,final_form,92.64585195395158,11796
11175,tadpole,blank,soda,tube,glossy,fin,water,75.0,3.0,11.0,11.0,final_form,96.15421193122191,11797
11176,tailfin,wave,penguin,toto,facepaint,fountain,water,27.0,25.0,26.0,21.0,final_form,94.09553223722983,11798
11177,cat,splotch,paw,starfish,OmO,waterbump,water,35.0,26.0,21.0,17.0,final_form,93.68665681277676,11799
11178,bug,zigzag,ducky,diamonds,cuteangry,streak,water,55.0,14.0,16.0,15.0,final_form,94.84752518687573,11800
11179,cloud,wave,wingwing,round,froggeh,cloudo,air,29.0,23.0,31.0,18.0,final_form,93.21201544561188,11801
11180,monke,blank,claw,firebelt,trunk,finblades,fire,2.0,24.0,12.0,62.0,final_form,93.54939815897197,11802
11181,piggy,blobs,paw,face,cutehappy,mohawk,fire,14.0,25.0,24.0,37.0,final_form,92.74023285205266,11803
11182,piggy,stripes,paw,grasscollarpink,clyde,bush,grass,24.0,34.0,23.0,19.0,final_form,91.7609061451022,11804
11183,cat,spots,handhand,hairy,stunned,cat,air,12.0,12.0,64.0,12.0,final_form,92.52713038174157,11805
11184,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,11806
11185,fin,scales,paw,symbolair,smirk,cloudo,air,17.0,22.0,35.0,26.0,final_form,92.98755876052387,11807
11186,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11808
11187,squirrel,wave,wing,paperheart,cheerful,cloudo,air,20.0,24.0,31.0,25.0,final_form,93.6165769590751,11809
11188,cat,blobs,cloud,joey,trunk,halo,air,13.0,8.0,71.0,8.0,final_form,94.72316126409072,11810
11189,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11811
11190,fin,stripes,nub,cloudbelt,froggeh,puff,air,17.0,24.0,30.0,29.0,final_form,92.76596343055911,11812
11191,rattle,splotch,crab,porthole,piggy,waterhorn,water,31.0,23.0,22.0,24.0,final_form,94.42863313677468,11813
11192,tailfin,stripes,tentaclesout,rainbow fish,clyde,finblades,water,32.0,25.0,17.0,26.0,final_form,95.09484209358399,11814
11193,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11815
11194,piggy,stripes,crab,symbolgrass,cheerful,miner,grass,22.0,29.0,22.0,27.0,final_form,92.28413823802661,11816
11195,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,11817
11196,fire,blobs,paw,diamonds,piggy,bear,fire,10.0,36.0,9.0,44.0,final_form,94.02977994565838,11818
11197,dragonfly,stripes,crab,flowerrainbow,facepaint,flower,grass,18.0,45.0,17.0,20.0,final_form,92.753076005159,11819
11198,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11820
11199,charred,wave,cloud,firebelt,cuteangry,clyde,fire,0.0,30.0,24.0,46.0,final_form,93.00040398005991,11821
11200,dragonfly,zigzag,nub,hairy,OmO,halo,air,21.0,29.0,30.0,20.0,final_form,91.93819816985803,11822
11201,piggy,blobs,paw,symbolfire,grin,mage,fire,33.0,12.0,20.0,35.0,final_form,93.21345626898695,11823
11202,snail,scales,nub,bulba,threeeyes,flower,grass,27.0,44.0,23.0,6.0,final_form,92.63157358503979,11824
11203,tail,splotch,handhand,symbolwater,cutehappy,ears,water,43.0,22.0,16.0,19.0,final_form,93.7953103980912,11825
11204,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11826
11205,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11827
11206,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11828
11207,jolt,spots,club,firespark,toad,finblades,fire,18.0,26.0,27.0,29.0,final_form,94.31997084430567,11829
11208,fossil,splotch,cactus,spikes,smirk,snake,grass,9.0,45.0,30.0,16.0,final_form,93.56371379095381,11830
11209,puff,blobs,handhand,aircrystals,derpy,cloudo,air,8.0,20.0,56.0,16.0,final_form,94.1055405249371,11831
11210,puff,wave,soda,diamonds,cheerful,watercrown,water,43.0,26.0,13.0,18.0,final_form,94.84752747426167,11832
11211,snail,blank,cactus,bowtie,trunk,antennasingle,grass,15.0,33.0,25.0,27.0,final_form,92.84170349689715,11833
11212,fox,splotch,penguin,joey,smirk,farmer,air,24.0,23.0,28.0,25.0,final_form,93.19627138692627,11834
11213,tadpole,stripes,paw,joey,faceface,clyde,water,31.0,24.0,20.0,25.0,final_form,92.62014579850126,11835
11214,rabbit,splotch,crab,vinebelt,doubleface,sprout,grass,25.0,27.0,25.0,24.0,final_form,92.622973064149,11836
11215,snail,wave,crab,symbolwater,cheerful,antennatriple,water,42.0,23.0,11.0,24.0,final_form,94.59305588791386,11837
11216,butterfly,scales,wingwing,cloud,piggy,smoke,air,21.0,16.0,34.0,29.0,final_form,95.07482123919772,11838
11217,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,11839
11218,piggy,scales,firehands,face,piggy,horns,fire,17.0,30.0,18.0,35.0,final_form,94.21275011411615,11840
11219,jolt,blank,club,round,toad,mohawk,fire,19.0,29.0,14.0,38.0,final_form,93.48079262890417,11841
11220,fin,zigzag,nub,diamonds,faceface,ducko,water,57.0,25.0,11.0,6.0,final_form,93.74099452596488,11842
11221,rabbit,zigzag,nub,petalyellow,angry,antlers,grass,22.0,31.0,23.0,25.0,final_form,91.5578753500116,11843
11222,batwing,spots,penguin,toto,cheerful,ears,air,17.0,23.0,31.0,28.0,final_form,92.88175900423342,11844
11223,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,11845
11224,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,11846
11225,tentacle,blank,ducky,symbolwater,glossy,waterbump,water,44.0,20.0,27.0,10.0,final_form,96.1027525448386,11847
11226,fin,blank,crab,rainbow fish,froggeh,swoop,water,47.0,21.0,15.0,17.0,final_form,94.79605126385852,11848
11227,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11849
11228,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11850
11229,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11851
11230,snail,splotch,vine,bowtie,uwu,sprout,grass,30.0,31.0,17.0,22.0,final_form,93.48076458998344,11852
11231,fin,stripes,tentacle,tube,smirk,streak,water,69.0,6.0,17.0,9.0,final_form,95.59665943752147,11853
11232,cat,splotch,ducky,diamonds,threeeyes,ears,water,62.0,5.0,23.0,10.0,final_form,94.81322581603511,11854
11233,piggy,scales,paw,round,threeeyes,bumps,fire,0.0,33.0,0.0,67.0,final_form,90.99030977227983,11855
11234,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11856
11235,squirrel,zigzag,handhand,hairy,uwu,cloudo,air,20.0,28.0,39.0,13.0,final_form,92.89463366458261,11857
11236,jolt,zigzag,spatula,scales,facepaint,horns,fire,0.0,22.0,8.0,70.0,final_form,94.44718225083237,11858
11237,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11859
11238,rattle,blank,pinscer,flowerrainbow,smirk,sprout,grass,10.0,41.0,21.0,28.0,final_form,93.67091541045261,11860
11239,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11861
11240,fox,zigzag,handhand,diamonds,facepaint,hornbull,fire,18.0,26.0,27.0,29.0,final_form,92.69447403953062,11862
11241,jolt,stripes,cloud,symbolfire,piggy,chef,fire,20.0,22.0,10.0,48.0,final_form,94.45436947122752,11863
11242,snail,spots,ducky,waterbelt,stunned,watercrown,water,47.0,23.0,20.0,11.0,final_form,95.23352843661826,11864
11243,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11865
11244,tadpole,zigzag,fishingpole,round,cutelashes,tako,water,33.0,25.0,24.0,18.0,final_form,94.06979914954692,11866
11245,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11867
11246,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11868
11247,tentacle,splotch,fishingpole,joey,derpy,waterhorn,water,41.0,18.0,25.0,17.0,final_form,95.47798642277424,11869
11248,rattle,zigzag,paw,symbolgrass,threeeyes,bush,grass,12.0,32.0,30.0,25.0,final_form,91.71659553451192,11870
11249,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11871
11250,snail,scales,pinscer,symbolgrass,uwu,sprout,grass,17.0,34.0,26.0,23.0,final_form,93.14478720839215,11872
11251,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,11873
11252,rabbit,spots,vine,round,happy,ears,grass,0.0,100.0,0.0,0.0,final_form,91.31336445329225,11874
11253,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11875
11254,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11876
11255,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11877
11256,dragonfly,spots,penguin,joey,facepaint,ears,air,12.0,18.0,39.0,31.0,final_form,93.34640934998095,11878
11257,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11879
11258,dragonfly,splotch,pickaxe,round,angry,minime,grass,12.0,64.0,12.0,12.0,final_form,91.2862346692499,11880
11259,charred,spots,firehands,firebelt,happy,mohawk,fire,21.0,28.0,21.0,30.0,final_form,94.2213163233834,11881
11260,monke,spots,mushroom,symbolgrass,angry,flower,grass,25.0,42.0,15.0,18.0,final_form,93.6208784743471,11882
11261,tadpole,splotch,ducky,rainbow fish,cheerful,froggeh,water,43.0,21.0,24.0,13.0,final_form,95.76248279811502,11883
11262,butterfly,stripes,nub,cloudbelt,trunk,flyinghat,air,14.0,16.0,50.0,20.0,final_form,93.76242705811732,11884
11263,batwing,blobs,handhand,firespark,clyde,mohawk,fire,22.0,26.0,20.0,32.0,final_form,93.00327573883848,11885
11264,fossil,spots,nub,goldnecklace,cuteangry,bear,fire,9.0,35.0,11.0,45.0,final_form,93.78674020398381,11886
11265,batwing,splotch,cloud,diamonds,ditto,dog,fire,0.0,20.0,17.0,64.0,final_form,92.88603196323238,11887
11266,puff,zigzag,handhand,waterbelt,cheerful,fin,water,100.0,0.0,0.0,0.0,final_form,93.53217025336605,11888
11267,rabbit,blobs,pinscer,spikes,derpy,fossil,grass,10.0,56.0,22.0,13.0,final_form,93.56513520819554,11889
11268,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11890
11269,tailfin,splotch,soda,starfish,grin,cat,water,62.0,21.0,6.0,12.0,final_form,95.62523085892556,11891
11270,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11892
11271,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11893
11272,batwing,stripes,nub,hairy,doubleface,bomb,fire,7.0,28.0,19.0,45.0,final_form,92.8760517889322,11894
11273,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11895
11274,puff,blobs,handhand,cloudbelt,cutelashes,puff,air,31.0,14.0,49.0,6.0,final_form,94.71171532588791,11896
11275,butterfly,stripes,cloud,cloud,derpy,cloudo,air,18.0,23.0,41.0,19.0,final_form,94.07121326212238,11897
11276,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,11898
11277,monke,stripes,marshmallow,symbolfire,cheerful,mage,fire,3.0,17.0,27.0,53.0,final_form,94.86610470172646,11899
11278,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11900
11279,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11901
11280,cat,stripes,penguin,cloudbelt,smirk,air,air,23.0,13.0,44.0,20.0,final_form,94.33714001034562,11902
11281,horse,wave,airhorn,cloud,hmpf,farmer,air,7.0,14.0,65.0,14.0,final_form,94.90613519535978,11903
11282,fire,spots,marshmallow,fireplace,doubleface,mohawk,fire,2.0,25.0,15.0,58.0,final_form,95.15630386478153,11904
11283,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11905
11284,rabbit,spots,crab,grasscollarpink,cutelashes,antlers,grass,19.0,43.0,24.0,14.0,final_form,93.27776493375606,11906
11285,puff,blobs,nub,tube,tired,streak,water,62.0,0.0,11.0,27.0,final_form,93.65521363223655,11907
11286,fox,wave,handhand,face,uwu,finblades,fire,0.0,24.0,4.0,72.0,final_form,93.11048901777262,11908
11287,snail,stripes,paw,tube,clyde,antennatriple,water,70.0,30.0,0.0,0.0,final_form,93.3521041684917,11909
11288,snail,scales,crab,toto,piggy,ducko,water,100.0,0.0,0.0,0.0,final_form,93.69942713231086,11910
11289,fossil,splotch,paw,leafnecklace,stunned,sprout,grass,23.0,38.0,23.0,16.0,final_form,91.93818629053902,11911
11290,charred,blank,paw,firespark,grin,burning head,fire,13.0,32.0,9.0,46.0,final_form,93.98403043081856,11912
11291,horse,wave,nub,petalyellow,hearts,bumps,grass,11.0,61.0,21.0,6.0,final_form,92.43143255416048,11913
11292,fox,splotch,paw,goldnecklace,hearts,horns,fire,2.0,32.0,23.0,43.0,final_form,93.37928693484267,11914
11293,snail,spots,paw,bowtie,trunk,antennasingle,grass,0.0,100.0,0.0,0.0,final_form,91.10891452894178,11915
11294,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,11916
11295,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11917
11296,horse,splotch,handhand,round,OmO,aircrown,air,5.0,28.0,64.0,3.0,final_form,92.90751740094271,11918
11297,piggy,scales,handhand,scales,hearts,bumps,fire,3.0,38.0,14.0,45.0,final_form,94.1098342918426,11919
11298,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11920
11299,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11921
11300,horse,blobs,sun,cloud,smirk,aircrown,air,25.0,25.0,27.0,22.0,final_form,93.4750474859956,11922
11301,rabbit,blank,claw,flowerrainbow,cheerful,sprout,grass,19.0,35.0,18.0,28.0,final_form,93.24487067337046,11923
11302,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,11924
11303,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11925
11304,monke,stripes,vine,leafnecklace,stunned,fossil,grass,6.0,64.0,22.0,8.0,final_form,93.68951064203911,11926
11305,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11927
11306,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11928
11307,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11929
11308,fox,stripes,airhorn,round,trunk,ears,air,0.0,0.0,86.0,14.0,final_form,91.84669699961991,11930
11309,fin,spots,wing,paperheart,cutehappy,hive,air,21.0,25.0,34.0,20.0,final_form,93.94111120684428,11931
11310,batwing,wave,spatula,spikes,tired,flamo,fire,5.0,24.0,12.0,59.0,final_form,93.88536041375924,11932
11311,dragonfly,blank,paw,bowtie,smirk,fossil,grass,26.0,28.0,27.0,19.0,final_form,91.42781240256191,11933
11312,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11934
11313,horse,splotch,vine,round,froggeh,sprout,grass,10.0,50.0,20.0,20.0,final_form,92.41713197592645,11935
11314,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11936
11315,horse,stripes,sun,hairy,cutelashes,cloudo,air,9.0,0.0,74.0,16.0,final_form,93.93683913286216,11937
11316,tail,wave,marshmallow,face,cutehappy,burning head,fire,4.0,30.0,19.0,46.0,final_form,94.77031249495388,11938
11317,piggy,scales,nub,hairy,clyde,hornbull,fire,22.0,25.0,23.0,30.0,final_form,91.87385438233898,11939
11318,dragonfly,wave,nub,round,doubleface,ears,grass,20.0,31.0,23.0,26.0,final_form,89.7236517515333,11940
11319,rattle,wave,soda,starfish,cuteangry,clyde,water,30.0,21.0,23.0,25.0,final_form,94.10125155364058,11941
11320,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11942
11321,cloud,splotch,wing,cloudbelt,OwO,cat,air,11.0,18.0,54.0,17.0,final_form,94.77032430109752,11943
11322,tail,zigzag,handhand,firebelt,uwu,dog,fire,16.0,32.0,10.0,41.0,final_form,93.66521800887494,11944
11323,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11945
11324,monke,stripes,nub,leafnecklace,threeeyes,minime,grass,19.0,40.0,18.0,23.0,final_form,91.57648998844651,11946
11325,cloud,blank,sun,hairy,glossy,ribbon,air,20.0,3.0,64.0,13.0,final_form,94.19130828487737,11947
11326,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,11948
11327,fox,wave,spatula,hairy,piggy,bomb,fire,29.0,27.0,13.0,31.0,final_form,94.06121773994275,11949
