,Environment,Hand,Ear Accessory,Mouth Accessory,Hair,Eyewear,Brow,Eyes,Mouth,Clothing,Necklace,Face Attachment,Body Attachment,Markings,Body,Background,Mask,Rarity score,Token Id
3111,No Environment,Unarmed,Cross Earring,No Accessory,Medium Black,No Eyewear,Brow Type 2,Deep Eyes 1,Smile Purple,Naked Apron Takoyaki,Chain Necklace,No Attachment,Robo Spine,No Markings,Skintone 1,White,None,10.416221129771381,3111
3112,No Environment,Unarmed,Cross Earring,No Accessory,Sakanakun 3,No Eyewear,Brow 5,Yellow Eyes 1,Slight Smile,Kiwami Half Kimono 1,Wave Necklace,13 tattoo,Tattoo Dragon,No Markings,Skintone 3,Red,None,23.58645847650897,3112
3113,None,None,Zorro Earring,None,Hime Cut,No Eyewear,Brow Type 5,Red Eyes 2,Slight Open Red,None,None,None,None,None,Tengu 2 Skintone 1,Pure Black,Hanya Mask 3,99.02083602205995,3113
3114,Momiji Chiru,Spray Paint,No Earring,No Accessory,Pompadour Teal,No Eyewear,Brow 6,Yellow Eyes 1,Laugh,Fur Coat Magenta,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 1,White,None,22.024535212330644,3114
3115,No Environment,Beer Can,No Earring,No Accessory,Knit Beanie Green Ethereum Blonde,No Eyewear,Brow Type 2,Brown Eyes 1,Slight Smile Pink,Suit and Ribbon Tie Blue,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone Radioactive,Red,None,12.889393120443273,3115
3116,No Environment,Electric Skateboard Gold,Ruby Earring,No Accessory,Baseball Cap Forward Blue,No Eyewear,Brow Type 1,Orange Eyes 3,Smirk Purple,Suit and Open Collar,Kiwami Pendant,Draken Tattoo,No Attachment,Barcode,Skintone 1,Blue,None,31.928157774939958,3116
3117,No Environment,Robo Middle Finger G,Cross Earring,No Accessory,Curled Back Blond,No Eyewear,Brow 4,Violet Eyes 1,Smirk,Okinawan Shirt Blue,Kiwami Pendant,No Attachment,Single Tattoo,No Markings,Skintone 3,Red,None,14.846407376391719,3117
3118,No Environment,Drone Without Logo,Square Earring,No Accessory,Mega Fro,Redlin Glasses Blue,Brow Type 4,Red Eyes 1,Smirk Purple,Fur Jacket Green,No Necklace,No Attachment,Robo Spine,Barcode,Skintone 2,White,None,32.93427557032633,3118
3119,No Environment,Robo Call me Red,Robo Earphone,No Accessory,Curled Back Blond,Deshawn Glasses,Brow 3,Black Eyes 2,Open,Tattered Gi,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 2,White,None,20.396503804522855,3119
3120,No Environment,Baseball Bat,Robo Earphone,No Accessory,Bald,No Eyewear,Brow 1,Violet Eyes 2,Slight Smile,Hanging Jacket and Shirt With Pin,Gold Pearls,X Scar,No Attachment,No Markings,Skintone 2,White,None,19.094279863225395,3120
3121,None,None,Futuristic Robotic Ear,None,Hime Cut Yellow,No Eyewear,Brow Type 3,Orange Eyes 1,Smile Red,None,None,None,None,None,Tengu 4 Skintone 1 smonk,Pure Black,Hanya Mask,99.02706833914853,3121
3122,No Environment,Robo Call me Titanium,Robo Earphone,Bubblegum Pink,Ronin Hair,No Eyewear,Brow 1,Green Eyes 1,Neutral,Tattered Gi Gray,Chain Necklace,No Attachment,Single Tattoo,Robo Spine,Skintone 2,Magenta,None,40.18882842134297,3122
3123,No Environment,Electric Skateboard Cyan,Earring,No Accessory,Diamond Hat,No Eyewear,Brow Type 1,Green Eyes 3,Smile Purple,Happi Checkerboard,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 2,Red,None,12.153996337997025,3123
3124,No Environment,Unarmed,Zorro Earring,No Accessory,Diamond Hat,No Eyewear,Brow Type 3,Red Eyes 3,Smile Pink,Happi,No Necklace,No Attachment,Robo Spine,Mole,Skintone 2,White,None,16.625028991474228,3124
3125,None,None,Bead Earring,None,Host Hair,No Eyewear,Brow Type 4,Green Eyes 1,Smirk,None,None,None,None,None,Tengu 2 Skintone 3 Lightning,Pure Black,Kitsune Mask Purple,96.6359155887986,3125
3126,No Environment,Robo Middle Finger Red,Sumping,No Accessory,Baseball Cap Forward Navy,Glasses 2,Brow Type 2,Orange Eyes 3,Smile Pink,Red Spider Bra With Orange Jacket,Gold Pearls,No Attachment,Mox Cybernetics Violet,Mole,Skintone 1,Red,None,36.187863594685105,3126
3127,No Environment,Bandage Arm,Zorro Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 1,Eyes Closed 1,Smirk Purple,Kebaya,No Necklace,Draken Tattoo,Robo Spine,Mole,Skintone 1,White,None,31.573872878690494,3127
3128,No Environment,Dango,Earring,No Accessory,Hime Cut Yellow,White Sunglasses G,Brow Type 1,Brown Eyes 3,Laugh Red,Green Anonymice Hoodie Up,Chain Necklace,No Attachment,No Attachment,Barcode,Skintone 3,Black Gray,None,28.4548555570945,3128
3129,No Environment,Beer Can,No Earring,No Accessory,Middle Parted,No Eyewear,Brow 5,Black Eyes 1,Slight Open,Samurai Green,Wave Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 2,Black Gray,None,14.266508126913788,3129
3130,No Environment,Baseball Bat Black,Kanzashi and Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 4,Brown Eyes 1,Neutral Pinkk,Short Sleeveless Jacket V Camo 1,No Necklace,No Attachment,Kitty Tattoo,Barcode,Skintone 1,Black Gray,None,23.584102739594726,3130
3131,No Environment,Unarmed,Kiwami Studs,No Accessory,Shojo,No Eyewear,Brow Type 1,Blue Eyes 1,Smirk Purple,Happi Blue and Sarashi,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 3,Black Gray,None,6.2841663089975,3131
3132,No Environment,Robo Call me Titanium,Cross Earring,No Accessory,Diamond Hat,Sunglasses G,Brow 1,Violet Eyes 1,Slight Open,Half Kimono WIth pattern,No Necklace,Star Tattoo,Single Tattoo,No Markings,Skintone 2,Red,None,32.54697943167798,3132
3133,No Environment,Unarmed,Gold Chain Earring,No Accessory,Hime Cut Black Red,Glasses 2,Brow Type 5,Orange Eyes 3,Neutral Red,Happi Blue and Sarashi,No Necklace,No Attachment,Robo Spine,Barcode,Skintone 3,Black Gray,None,28.121043509087514,3133
3134,No Environment,Den Den Daiko Wave Blue,Earring,No Accessory,Baseball Cap Forward Black,Patch with logo,Brow 5,Green Eyes 2,Grit,Naked,Kiwami Pendant,Star Tattoo,Tattoo Dragon,No Markings,Skintone 3,Red,None,39.39141204764025,3134
3135,No Environment,Den Den Daiko Wave Blue,Earring,Jaw Guard Orange,Pomade Gray,White Sunglasses G,Brow 1,Small Eyes 2,Neutral,Tattered Gi Gray,No Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Blue,None,37.99958459644477,3135
3136,No Environment,Umbrella Yellow With Pattern,Earloops,No Accessory,Parted Long Straight,No Eyewear,Brow Type 2,Orange Eyes 3,Slight Smile Red,Green Anonymice Hoodie Up,No Necklace,No Attachment,Robo Spine,Barcode,Skintone 1,Moss,None,23.223702133760852,3136
3137,No Environment,Unarmed,Thunder Earring,No Accessory,Ponytail Plus,Redlin Glasses Blue,Brow Type 3,Orange Eyes 3,Neutral Red,Mox Jacket Camo Green,No Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Black Gray,None,13.42915957845372,3137
3138,No Environment,Unarmed,Silver Earring,No Accessory,Old Timey,Glasses 2,Brow Type 3,Red Eyes 3,Slight Smile Purple,Hacker Jacket Purple,Kiwami Pendant,13 tattoo,No Attachment,No Markings,Skintone 3,Black Gray,None,28.871075666686497,3138
3139,No Environment,Robo Thumbs Up,Silver Earring,No Accessory,Karen Short Red Gradation,No Eyewear,Brow Type 1,Cat Eyes 2,Smile Red,Red Spider Bra With Orange Jacket,Chain Necklace,Slugger Paint,No Attachment,No Markings,Skintone 3,Black Gray,None,21.57959350191331,3139
3140,No Environment,Robo Middle Finger Red,Earring,No Accessory,Knit Beanie Green Anarchy Blonde,No Eyewear,Brow Type 5,Cat Eyes 2,Smirk Purple,Happi Red,Gold Pearls,No Attachment,No Attachment,Barcode,Skintone 3,Moss,None,19.23293647976891,3140
3141,None,None,Thunder Earring,None,Middle Parted,No Eyewear,Brow Type 1,Redline Eyes 2,Slight Smile,None,None,None,None,None,Tengu 1 Skintone 1 Smoking,Pure Black,Kitsune Mask Purple,96.75812139325835,3141
3142,No Environment,Brass Knuckle Pink Glove,Silver Chain Earring,No Accessory,Ponytail,No Eyewear,Brow Type 5,Eyes Closed 1,Laugh Purple,Short Sleeveless Jacket V Camo 2,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Black Gray,None,11.787442983560252,3142
3143,No Environment,Electric Skateboard Gold,No Earring,No Accessory,Knit Beanie Gray Anarchy Blonde,Patch,Brow Type 4,Deep Eyes 3,Smirk Red,Open Kimono Pink,No Necklace,Star Tattoo,No Attachment,Mole,Skintone 1,Red,None,34.220397586953595,3143
3144,No Environment,Robo Call me Red,No Earring,No Accessory,Mage Blue,Sunglasses Yellow,Brow 5,Redline Eyes 1,Slight Smile,Black Kiwami Hoodie,Wave Necklace,Plaster,Single Tattoo,No Markings,Skintone 1,White,None,34.201580678971375,3144
3145,Sakura Chiru,Unarmed,Bead Earring,No Accessory,Sakanakun 2b,Sunglasses G,Brow Type 5,Brown Eyes 1,Smirk Pink,Happi,Gold Pearls,No Attachment,Kitty Tattoo,Mole,Skintone 3,Red,None,46.947470977165416,3145
3146,No Environment,Umbrella Red With Pattern,Bead Earring,No Accessory,Knit Beanie Gray Anarchy Blonde,No Eyewear,Brow Type 2,Red Eyes 1,Slight Smile Pink,Spider Bra,No Necklace,No Attachment,Kanji Tattoo,No Markings,Skintone 1,Red,None,14.840362122754977,3146
3147,No Environment,Robo Call me,Cross Earring,No Accessory,Baseball Cap Forward Olive,Glasses 2,Brow 2,Violet Eyes 2,Smirk,Green Camo Hoodie Up,Wave Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 3,Black Gray,None,25.812244272409522,3147
3148,No Environment,Unarmed,Gold Chain Earring,No Accessory,Hime Cut,Patch,Brow Type 3,Eyes Closed 1,Tongue Out Pink,Fur Jacket Green,No Necklace,No Attachment,No Attachment,Barcode,Skintone 3,Red,None,22.94565777298868,3148
3149,No Environment,Unarmed,No Earring,Cigarette,Curled Back With Hachimaki,Patch with logo,Brow 2,Green Eyes 1,Smirk,Suit and Tie With Pin,Chain Necklace,No Attachment,No Attachment,Mole,Skintone Radioactive,Blue,None,40.85950538935185,3149
3150,No Environment,Green Tea,Earring,No Accessory,Redlin Short,No Eyewear,Brow Type 1,Blue Eyes 1,Tongue Out Red,Spider Bra With Jacket,Dog Tags,No Attachment,Robo Spine,Barcode,Skintone 2,White,None,24.57622866196349,3150
3151,Sakura Chiru,Umbrella Red,Zorro Earring,Cigarette,Old Timey,No Eyewear,Brow Type 3,Green Eyes 3,Slight Smile Pink,Open Kimono,No Necklace,Plaster,No Attachment,No Markings,Skintone 1,White,None,47.55655510981686,3151
3152,No Environment,Umbrella Red,Gold Chain Earring,No Accessory,Hime Cut Cyan,Redlin Glasses Yellow,Brow Type 2,Eyes Closed 1,Tongue Out Pink,Suit and Tie,Dog Tags,No Attachment,Robo Spine,Barcode,Skintone 1,Black Gray,None,37.57519010913013,3152
3153,None,None,Futuristic Robotic Ear Pink,None,Middle Parted,No Eyewear,Brow Type 3,Deep Eyes 1,Smirk,None,None,None,None,None,Tengu 2 Skintone 3 Half Kimono 1,Pure Black,Kitsune Mask Purple,97.35219597196217,3153
3154,No Environment,Pizza hand,Broken Heart Earring,No Accessory,Karen Short Purple Gradation,No Eyewear,Brow Type 1,Green Eyes 1,Slight Smile Red,Happi Blue,Wave Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,Magenta,None,17.39818062041397,3154
3155,Momiji Chiru,Takoyaki,Broken Heart Earring,No Accessory,Ponytail Plus Pink,No Eyewear,Brow Type 1,Cat Eyes 2,Neutral Red,Mox Jacket Camo Green,Wave Necklace,No Attachment,Kanji Tattoo,No Markings,Skintone 1,Black Gray,None,33.69464087698942,3155
3156,No Environment,Brass Knuckle,No Earring,No Accessory,Curled Back,Glasses 2,Brow 4,Black Eyes 2,Slight Smile,Terry Jacket Navy,Gold Pearls,13 tattoo,No Attachment,Robo Spine,Skintone 3,Magenta,None,36.88553916110696,3156
3157,No Environment,Unarmed,Silver Chain Earring,No Accessory,Redlin tail,Patch with Logo,Brow Type 3,Blue Eyes 2,Slight Smile Red,Open Kimono Pink,No Necklace,Draken Tattoo,No Attachment,No Markings,Skintone 1,Red,None,25.079061095745537,3157
3158,No Environment,Beer Can Black,No Earring,No Accessory,Bandana A,No Eyewear,Brow 1,Redline Eyes 1,Smirk,Suit and Tie,No Necklace,Stubble,Tattoo Flowers,Robo Spine,Skintone Radioactive,Black Gray,None,34.31795028638719,3158
3159,No Environment,Robo Call me Titanium,No Earring,No Accessory,Sakanakun 3,Deshawn Glasses,Brow 2,Small Eyes 2,Slight Smile,Samurai Green,Kiwami Pendant,Stubble,Tattoo Dragon,No Markings,Skintone 3,Black Gray,None,35.23074774773609,3159
3160,No Environment,Beer Can Black,Cross Earring,No Accessory,Redlin tail,Patch,Brow Type 2,Brown Eyes 2,Open Pink,Short Sleeveless Jacket V,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Blue,None,21.94581802688919,3160
3161,No Environment,Mox Hand,Square Earring,No Accessory,Knit Beanie Green Ethereum Blonde,No Eyewear,Brow Type 4,Brown Eyes 1,Neutral Red,Open Kimono Pink,Wave Necklace,No Attachment,Robo Spine,Barcode,Skintone 1,White,None,25.721415394061765,3161
3162,No Environment,Beer Can,Earring,No Accessory,Bandana A,Round Glasses,Brow 3,Violet Eyes 1,Tongue Out,Kiwami Half Kimono 2,Dog Tags,Double Scar,Tattoo Dragon,No Markings,Skintone 2,Black Gray,None,39.70202573537047,3162
3163,No Environment,Spray Paint,Ruby Earring,Bubblegum Pink,Mega Fro,No Eyewear,Brow Type 5,Cat Eyes 2,Neutral Red,Hacker Jacket with fishnet Purple,Gold Pearls,Draken Tattoo,No Attachment,No Markings,Skintone 1,Blue,None,37.31667107433522,3163
3164,Momiji Chiru,Umbrella Red With Pattern,Ruby Earring,No Accessory,Mega Fro,Glasses 2,Brow Type 4,Green Eyes 3,Slight Smile Purple,Happi Checkerboard and Sarashi,No Necklace,Plaster,Robo Spine,No Markings,Skintone 2,Magenta,None,52.68579988942306,3164
3165,No Environment,Robo Call me Red,Piercings,Cigarette,Dreads 2,No Eyewear,Brow 6,Eyes Closed,Neutral,Naked,Gold Pearls,Stubble,Tattoo Flowers,Robo Spine,Skintone 2,White,None,48.859303362399444,3165
3166,Momiji Chiru,Unarmed,Piercings,Cigarette,Hime Cut,No Eyewear,Brow Type 4,Green Eyes 3,Neutral Pinkk,Green Anonymice Hoodie Up,Chain Necklace,Star Tattoo,No Attachment,No Markings,Skintone 1,Moss,None,48.16947389114238,3166
3167,No Environment,Traditional Umbrella Yellow With Pattern,No Earring,No Accessory,Curled Back,No Eyewear,Brow 1,Green Eyes 1,Slight Smile,Happi Kiwami Black Red,No Necklace,No Attachment,Single Tattoo,Robo Spine,Skintone 2,Red,None,17.362678556924116,3167
3168,None,None,Kiwami Studs,None,Middle Parted Blonde,No Eyewear,Brow Type 5,Violet Eyes 1,Slight Open,None,None,None,None,None,Tengu 1 Skintone 3 Half Kimono 2,Pure Black,Kitsune Mask Purple,96.96930134025179,3168
3169,No Environment,Red Drone Without Logo,Robo Ear,No Accessory,Pomade Lime,Glasses 2,Brow 1,Yellow Eyes 1,Laugh,Hanging White Jacket and Shirt,No Necklace,13 tattoo,No Attachment,Mole,Skintone 1,Magenta,None,38.331203932534905,3169
3170,No Environment,Unarmed,Square Earring,No Accessory,Medium Red,No Eyewear,Brow Type 5,Green Eyes 3,Grit Pink,Redlin Polo,Choker,No Attachment,No Attachment,Mole,Skintone 3,Moss,None,18.362829880747878,3170
3171,Sakura Chiru,Bandage Arm,No Earring,No Accessory,Messy,No Eyewear,Brow 1,Violet Eyes 2,Slight Open,Tattered Gi,No Necklace,No Attachment,Tattoo Flowers,Robo Spine,Skintone 1,Red,None,34.30952282134446,3171
3172,Sakura Chiru,Spray Paint,Square Earring,No Accessory,Redlin Short,Sunglasses Gold,Brow Type 2,Deep Eyes 3,Smile Pink,Redlin Polo,Choker,No Attachment,No Attachment,Mole,Skintone 1,Black Gray,None,46.68668602257115,3172
3173,Sakura Chiru,Dango,Earring,No Accessory,Hime Cut Cyan,Patch,Brow Type 1,Eyes Closed 1,Open Pink,Black Kiwami Hoodie,No Necklace,No Attachment,No Attachment,Barcode,Skintone 1,Black Gray,None,40.92345620181632,3173
3174,No Environment,Robo Call me Red,No Earring,Bubblegum Yellow,Ronin Hair,No Eyewear,Brow 3,Black Eyes 1,Slight Open,Greaser Jacket,Kiwami Pendant,No Attachment,Single Tattoo,Robo Spine,Skintone 1,Red,None,36.630947678180306,3174
3175,No Environment,Robo Middle Finger G,Broken Heart Earring,No Accessory,Mohawk Red,No Eyewear,Brow 3,Small Eyes 1,Slight Open,Suit and Tie With Pin,Chain Necklace,X Scar,No Attachment,No Markings,Skintone Radioactive,Moss,None,26.991201140710526,3175
3176,No Environment,Electric Skateboard Gold,Bead Earring,Cigarette,Knit Beanie Green Ethereum Blonde,No Eyewear,Brow Type 2,Brown Eyes 2,Neutral Pinkk,Naked Apron,Wave Necklace,Star Tattoo,Kitty Tattoo,Mole,Skintone 1,White,None,50.96111276295823,3176
3177,No Environment,Electric Skateboard Gold,Thunder Earring,No Accessory,Parted Long Straight Red,No Eyewear,Brow Type 5,Orange Eyes 3,Slight Open Pink,Happi Blue and Sarashi,Gold Pearls,Plaster,No Attachment,No Markings,Skintone 2,Black Gray,None,20.11734551478055,3177
3178,No Environment,Pizza hand,Broken Heart Earring,No Accessory,Ponytail,Glasses 2,Brow Type 3,Blue Eyes 1,Slight Smile Pink,Happi Blue and Sarashi,No Necklace,No Attachment,Kanji Tattoo,No Markings,Skintone 2,Blue,None,25.88907070544535,3178
3179,Momiji Chiru,Beer Can Black,Bead Earring,No Accessory,Redlin tail,No Eyewear,Brow Type 1,Pink Eyes 3,Slight Open Pink,Happi Checkerboard,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Blue,None,27.131834593411014,3179
3180,No Environment,Green Tea,Broken Heart Earring,No Accessory,Middle Parted Teal,Sunglasses,Brow 1,Blue Eyes 1,Slight Smile,Kimono White,No Necklace,Mole,Single Tattoo,No Markings,Skintone 3,Blue,None,33.168173042689794,3180
3181,Sakura Chiru,Green Tea,No Earring,No Accessory,Messy Blond,Patch with logo,Brow 4,Redline Eyes 2,Smirk,Kiwami Half Kimono 2,Gold Pearls,Stubble,No Attachment,Robo Spine,Skintone Radioactive,Red,None,57.162524122078715,3181
3182,No Environment,Drone Without Logo,Zorro Earring,No Accessory,Hime Cut Cyan,Sunglasses,Brow Type 2,Red Eyes 3,Smirk Red,Zebra Hoodie Up,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Magenta,None,22.322753762694255,3182
3183,No Environment,Red Drone Without Logo,Earring,No Accessory,Joe Hair Red,Sunglasses,Brow 6,Yellow Eyes 2,Slight Open,Hanging Jacket and Shirt,No Necklace,13 tattoo,Tattoo Flowers,Robo Spine,Skintone 1,Moss,None,44.17508871151492,3183
3184,Momiji Chiru,Beer Can Black,Broken Heart Earring,No Accessory,Messy Pink,White Sunglasses G,Brow 2,Yellow Eyes 2,Slight Open,Tattered Gi,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Black Gray,None,31.3125457830551,3184
3185,No Environment,Unarmed,Robo Earphone,No Accessory,Messy Blue,No Eyewear,Brow 3,Green Eyes 1,Slight Smile,Fur Coat,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,White,None,0.25284263579523836,3185
3186,No Environment,Robo Middle Finger,Cross Earring,No Accessory,Parted Long Straight Plus Yellow,No Eyewear,Brow Type 5,Blue Eyes 2,Smirk Pink,Tank,No Necklace,No Attachment,Mox Cybernetics Violet,No Markings,Skintone 3,Red,None,14.0015625895671,3186
3187,No Environment,Traditional Umbrella Red With Pattern,No Earring,No Accessory,Host Hair,No Eyewear,Brow 1,Black Eyes 1,Slight Open,Suit and Tie With Pin,Chain Necklace,No Attachment,Single Tattoo,No Markings,Skintone 2,Black Gray,None,11.594552921408035,3187
3188,Sakura Chiru,Unarmed,Piercings,No Accessory,Parted Long Straight Red,No Eyewear,Brow Type 4,Orange Eyes 3,Tongue Out Pink,Suit and Open Collar Pink,Wave Necklace,Face Tattoo,No Attachment,No Markings,Skintone 1,Red,None,33.91184182305135,3188
3189,No Environment,Unarmed,Thunder Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 3,Brown Eyes 3,Slight Smile Purple,Happi Blue and Sarashi,Choker,No Attachment,Mox Cybernetics,Barcode,Skintone 3,White,None,23.98789402932192,3189
3190,No Environment,Traditional Umbrella Red With Pattern,Broken Heart Earring,No Accessory,Curled Back Blond,Sunglasses G,Brow 3,Yellow Eyes 1,Slight Open,Kimono Neko,Gold Pearls,Face Scar,Single Tattoo,No Markings,Skintone 3,Blue,None,36.23934335349177,3190
3191,No Environment,Den Den Daiko Wave Blue,Kanzashi and Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 2,Brown Eyes 3,Neutral Pinkk,Kebaya,No Necklace,No Attachment,Kitty Tattoo,No Markings,Skintone 2,Magenta,None,16.225883726785067,3191
3192,Momiji Chiru,Brass Knuckle,No Earring,No Accessory,Fisher Hat,Sunglasses G,Brow 3,Green Eyes 1,Neutral,Suit and Bowtie Yellow,Kiwami Pendant,Stubble,Tattoo Flowers,Kitty Tattoo,Skintone 1,Black Gray,None,59.89779852444844,3192
3193,Sakura Chiru,Bandage Arm,No Earring,No Accessory,Ronin Hair,Glasses 2,Brow 6,Violet Eyes 2,Slight Smile,Lime Hoodie Walkie Talkie,Wave Necklace,No Attachment,No Attachment,Robo Spine,Skintone 2,Magenta,None,44.88100057575555,3193
3194,No Environment,Unarmed,Earloops,No Accessory,Old Timey Pink,Sunglasses S,Brow Type 5,Eyes Closed 1,Smirk Red,Open Kimono Blue,Chain Necklace,No Attachment,Kitty Tattoo,No Markings,Skintone 2,Moss,None,26.63452460521704,3194
3195,No Environment,Unarmed,Boomerang Earring,No Accessory,Old Timey Pink,No Eyewear,Brow Type 2,Red Eyes 3,Grit Purple,Tank Sandyterrain,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone Radioactive,White,None,9.993674026862617,3195
