,Background,Left Arm,Right Arm,Eyes,Hat,Sleeves,Upper Body,Legs,Feet,Mouth,Bag,Nose,Outerwear,Shoe Gum,Fannypack,Neck,Suspenders,Ears,Overhead,Special,Rarity score,Token Id
4082,Blue,Fishing Pole,Coffee,Nose Glasses with Black Hair,White / Blue Baseball Cap,Long Sleeves,Blue Hoodie with Hood Down,Green Pants,Blue Shoes,Bandana,None,None,None,None,None,None,None,Bing Bong Stick,None,None,44.28186545255246,4083
4083,Purple,Duffel Bag,Swinging,Black Nerd Glasses,Turquoise 5 Panel Cap,Long Sleeves,Light Blue / Pink Tucked Shirt,White Skirt,Bleached Sand Sneakers,None,None,None,Grey Belted Coat,None,None,Scarf,None,None,None,None,49.40759373413499,4084
4084,Purple,Duffel Bag,Swinging,Black Nerd Glasses,Knitted Bobble Hat,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Blue Tracksuit Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,22.11190389703296,4085
4085,Purple,Swinging,Basketball,None,White / Turquoise Backwards Cap,Long Sleeves,Pink Hoodie with Hood Down,Green Sweatpants,Green Shoes,Toothpick,None,None,None,None,None,None,None,None,None,None,28.631047062475,4086
4086,Blue,Swinging,Swinging,Sunglasses,Visor,Long Sleeves,Orange Puffer Jacket,Tan Shorts,Black Shoes,Pipe,None,None,None,None,None,None,None,None,None,None,19.277049534575365,4087
4087,Purple,Skateboard,Basketball,White Nerd Glasses,Light Blue Beanie,Short Sleeves,Blue / Green / Pink Puffer Vest,Pink Skirt,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,39.77712012508877,4088
4088,Green,Swinging,Swinging,White Glasses,None,Long Sleeves,Black Zipper Hoodie with Hood Down,Charcoal Pants,Dark Blue Slippers,Toothpick,None,None,None,Gum,None,None,None,Earphones,None,None,43.94520407084591,4089
4089,Blue,Swinging,Diamond Hand,None,Light Blue Beanie,Short Sleeves,White T-Shirt,Blue Tracksuit Pants,Black Shoes,Straw,None,None,None,Gum,None,None,None,None,None,None,48.140878944570176,4090
4090,Yellow,Swinging,Swinging,Brown Glasses,None,Long Sleeves,Blue / White Sweater and Shirt,White Sweatpants,White Shoes,None,None,None,None,None,None,None,None,None,None,None,9.34453865406024,4091
4091,Orange,Swinging,Swinging,Black Nerd Glasses,Rainbow Paint Bucket,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Lavender Pants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,14.71710039678143,4092
4092,Blue,Squirt Gun,Cat,Boomer Glasses,Tie,Long Sleeves,Blue Hoodie with Hood Down,Green Pants,Brown Boots,None,None,None,None,None,None,None,None,None,None,None,25.089124491943345,4093
4093,Pink,Swinging,Magic Wand,Nerd Ghost Glasses,Cream Beanie,Long Sleeves,Blue / Green / Pink Puffer Vest,White Tracksuit Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,24.875035239492092,4094
4094,Pink,Swinging,Swinging,White Nerd Glasses,None,Long Sleeves,Black Turtleneck,White Sweatpants,Green Boots,Toothpick,None,None,None,None,None,None,None,None,None,None,17.736071203318467,4095
4095,Purple,Stick Bag,Fast Food,None,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Blue Tracksuit Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,21.442483151142305,4096
4096,Blue,Stick Bag,Swinging,None,White Headband,Long Sleeves,Pink Zipper Hoodie with Hood Down,White Shorts,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,13.99145971515284,4097
4097,Blue,Swinging,Cat,None,Knitted Bobble Hat,Long Sleeves,Black Hoodie with Hood Down,Lavender Pants,White Shoes,None,None,None,None,None,None,None,None,Pencil,None,None,25.65972052286717,4098
4098,Blue,Umbrella,Swinging,Brown Glasses,White Headband,Long Sleeves with Stripes,Blue / Yellow Tracksuit Jacket,Green Tracksuit Pants,Cream Slippers,Pipe,None,None,None,None,None,None,None,None,None,None,38.284280932239,4099
4099,Blue,Swinging,Fast Food,Nerd Ghost Glasses,Knitted Bobble Hat,Short Sleeves,Black T-Shirt,Red Sweatpants,Bubblegum Blue Sneakers,Cigar,None,None,None,None,None,None,None,None,None,None,37.38915613858486,4100
4100,Blue,Swinging,Swinging,Sunglasses,Visor,Long Sleeves,Dark Blue / White Sweater and Shirt,Green Tracksuit Pants,Blue Shoes,Straw,None,None,None,None,None,None,None,Headphones,None,None,31.32538489230015,4101
4101,Purple,Swinging,Swinging,None,Red Headband,Long Sleeves,Grey Tucked Shirt,White Shorts,Blue Shoes,Toothpick,None,None,Red Coat,None,None,None,None,None,None,None,34.872986018983035,4102
4102,Blue,Swinging,Swinging,Cool Glasses,Dark Blue Beanie,Short Sleeves,White Loose Shirt,Tan Pants,Yellow Boots,None,None,None,None,None,None,None,None,None,None,None,20.716522032021064,4103
4103,Blue,Swinging,Swinging,None,None,Long Sleeves,Blue Turtleneck,Tan Pants,Rocket Pop Sneakers,Bing Bong Stick,None,None,None,None,None,None,White Suspenders,None,None,None,23.526736040628226,4104
4104,Purple,Baseball Bat,Pocket,Black Nerd Glasses,None,Long Sleeves,Green / White Varsity Jacket,Blue Pants,Summer Night Sneakers,Cigar,None,None,None,None,None,None,None,None,None,None,31.334427508020894,4105
4105,Green,Swinging,Dog,None,None,Long Sleeves,Purple Hoodie with Hood Down,Red Sweatpants,Bleached Sand Sneakers,Bandana,None,None,None,None,None,None,None,None,None,None,23.060373381818845,4106
4106,Green,Squirt Gun,Laptop,Black Nerd Glasses,Light Blue Beanie,Long Sleeves,Pink Zipper Hoodie with Hood Down,Dark Blue Skirt,Summer Day Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,38.40948191864561,4107
4107,Green,Duffel Bag,Basketball,Black Glasses,None,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Blue Pants,Brown Boots,None,None,None,Purple Cape,None,None,None,None,None,None,None,36.99932020965949,4108
4108,Purple,Duffel Bag,Basketball,None,Tan Bucket Hat,Long Sleeves,Pink Zipper Hoodie with Hood Down,Red Sweatpants,Bleached Sand Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,35.735946262069504,4109
4109,Blue,Swinging,Swinging,Eye Patch,Tie,Long Sleeves,Naked,Naked,Bunny Slippers,None,None,None,Grey Belted Coat,None,None,None,None,None,None,None,25.02016304104026,4110
4110,Blue,Vibes,Vibes,None,Blue Beanie,Long Sleeves,Green / White V-Neck Sweater and Shirt,Blue Sweatpants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,Earrings,Halo,None,48.869446131660666,4111
4111,Blue,Swinging,Swinging,Boomer Glasses,None,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Tan Pants,Rocket Pop Sneakers,Radioactive Pipe,None,None,None,None,None,None,None,None,None,None,13.414023269002215,4112
4112,Orange,Stick Bag,Swinging,Sunglasses,None,Long Sleeves,Purple Hoodie with Hood Down,Green Sweatpants,White Shoes,None,None,None,None,None,None,None,None,None,None,None,15.731325587888586,4113
4113,Green,Bomb,Coffee,Googly Eyes,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Purple Sweatpants,Forest Moss Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,33.54121464137659,4114
4114,Blue,Scientist,Coffee,None,Pink Pointy Beanie,Long Sleeves,Blue / Yellow Tracksuit Jacket,Blue Sweatpants,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,21.296908114587094,4115
4115,Purple,Swinging,Swinging,Black Nerd Glasses,Tie,Long Sleeves,Green / White V-Neck Sweater and Shirt,Light Blue Skirt,Rocket Pop Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,24.419749015901772,4116
4116,Blue,Fishing Pole,Swinging,Nerd Ghost Glasses,Turquoise 5 Panel Cap,Long Sleeves,Blue Hoodie with Hood Down,Grey Sweatpants,Blue Shoes,None,None,Bandage,None,None,None,None,None,None,None,None,30.531336585591358,4117
4117,Green,Scientist,Swinging,Black Nerd Glasses,Dark Blue Beanie,Long Sleeves,Blue / Yellow Tracksuit Jacket,Lavender Pants,Maroon Shoes,Toothpick,None,None,None,None,None,None,None,None,Dizzy,None,44.25796657646144,4118
4118,Blue,Squirt Gun,Swinging,None,White Headband,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Dark Blue Skirt,White Shoes,None,Tote,None,None,None,None,None,None,None,None,None,26.4390519220146,4119
4119,Blue,Swinging,Basketball,White Nerd Glasses,Cowboy Hat,Long Sleeves,Black Turtleneck,Blue Sweatpants,Light Blue Slippers,Bandana,None,None,None,None,None,None,None,None,None,None,25.606457422652085,4120
4120,Yellow,Swinging,Swinging,White Glasses,Knitted Bobble Hat,Short Sleeves,White T-Shirt,Green Sweatpants,Light Blue Slippers,None,Brown Backpack with Slingshot,None,None,None,None,None,None,None,None,None,39.226408714510846,4121
4121,Purple,Stick Bag,Flashlight,None,Turquoise 5 Panel Cap,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Red Sweatpants,Maroon Shoes,Bandana,None,None,None,None,Cream Fannypack,None,None,None,None,None,49.17587223715263,4122
4122,Yellow,Swinging,Swinging,Black Nerd Glasses,None,Long Sleeves,Blue Turtleneck,White Shorts,Light Blue Slippers,Bandana,None,None,None,None,None,None,None,None,None,None,18.02757441518343,4123
4123,Blue,Bomb,Boombox,Sunglasses,Turquoise 5 Panel Cap,Long Sleeves,White Loose Shirt,Dark Blue Pants,White Shoes,None,Duffel Bag,None,None,None,None,None,None,None,None,None,35.84579148723841,4124
4124,Blue,Stick Bag,Swinging,Black Nerd Glasses,Knitted Bobble Hat,Long Sleeves with Stripes,Red Tracksuit Jacket,Purple Sweatpants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,28.170031791962955,4125
4125,Blue,Swinging,Crocodile,Brown Glasses,Pink Pointy Beanie,Long Sleeves,Pink Zipper Hoodie with Hood Down,Green Sweatpants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,17.57276764359388,4126
4126,Blue,Axe,Swinging,Sunglasses,None,Short Sleeves,Grey Tucked Shirt,Light Blue Skirt,Ice Grey Sneakers,None,None,None,None,None,Green Fannypack,None,None,Earphones,None,None,46.43976237979894,4127
4127,Yellow,Stick Bag,Flashlight,Black Nerd Glasses,None,Long Sleeves,Black Hoodie with Hood Down,White Sweatpants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,23.506594907916718,4128
4128,Blue,Swinging,Book,None,Radioactive Bucket,Long Sleeves,Grey Zipper Hoodie with Hood Down,Green Tracksuit Pants,Ocean Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,15.160446119108103,4129
4129,Blue,Bomb,Laptop,None,Tan Baseball Cap,Long Sleeves,Blue / White Varsity Jacket,Tan Pants,Black Shoes,Cigar,None,None,None,None,None,None,None,Bing Bong Stick,None,None,41.88522199697809,4130
4130,Blue,Swinging,Fast Food,Boomer Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Green Sweatpants,White Shoes,None,None,None,None,None,None,None,None,None,None,None,11.364440167393049,4131
4131,Blue,Swinging,Swinging,None,Detective Hat,Short Sleeves,Blue Tucked Shirt,Dark Blue Shorts,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,18.05140247761398,4132
4132,Blue,Skateboard,Flashlight,Thief Mask,None,Long Sleeves,White Loose Shirt,Light Blue Shorts,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,18.11407212738293,4133
4133,Blue,Spray Can,Swinging,Black Nerd Glasses,Tan Baseball Cap,Short Sleeves,Green / White V-Neck Sweater Vest and Shirt,Lavender Pants,Brown Boots,None,Yellow Chest Bag,None,None,None,None,None,None,None,None,None,39.47627012745101,4134
4134,Pink,Swinging,Swinging,None,None,Long Sleeves,Blue / Yellow Tracksuit Jacket,Pink Shorts,Blue Shoes,None,None,None,White Coat,None,None,None,None,Headset,None,None,32.6571979937103,4135
4135,Blue,Swinging,Swinging,Black Glasses,None,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Down,Blue Pants,Black Shoes,None,None,None,None,Gum,Yellow Fannypack,None,None,None,None,None,29.694847347734566,4136
4136,Purple,Swinging,Dog,Black Glasses,Tan Bucket Hat,Long Sleeves,Black Hoodie with Hood Down,Dark Blue Pants,Summer Day Sneakers,Cigar,None,None,None,None,None,None,None,None,None,None,32.1971359591539,4137
4137,Green,Duffel Bag,Flashlight,None,Propeller Cap,Long Sleeves,Black Turtleneck,Tan Pants,Red Shoes,Straw,None,None,Red Coat,None,None,None,White Suspenders,None,None,None,64.34637539083803,4138
4138,Blue,Stick Bag,Coffee,None,None,Short Sleeves,Grey Tucked Shirt,Green Sweatpants,Blue Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,33.51715493968041,4139
4139,Yellow,Swinging,Tennis Racket,None,Knitted Bobble Hat,Long Sleeves,Blue Turtleneck,Green Pants,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,20.23785441222275,4140
4140,Purple,Swinging,Magic Wand,Black Nerd Glasses,None,Long Sleeves,Blue Loose Shirt,Charcoal Pants,Blue Shoes,None,None,None,None,None,Yellow Fannypack,None,None,Headphones,None,None,42.256356601982276,4141
4141,Green,Umbrella,Swinging,Thief Mask,None,Short Sleeves,Green / White V-Neck Sweater Vest and Shirt,Tan Pants,White Shoes,None,Brown Backpack,None,None,None,None,None,None,None,None,None,39.60707942030666,4142
4142,Yellow,Swinging,Swinging,Black Glasses,None,Long Sleeves,White Loose Shirt,White Tracksuit Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,9.243475322308958,4143
4143,Blue,Baseball Bat,Tennis Racket,None,Blue 5 Panel Cap,Long Sleeves,Blue Hoodie with Hood Down,Lavender Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,20.582938159151652,4144
4144,Blue,Swinging,Coffee,Black Nerd Glasses,Light Blue Beanie,Long Sleeves,Blue / Yellow Tracksuit Jacket,Lavender Pants,Green Shoes,None,None,None,None,None,None,None,None,Earphones,None,None,27.729689414652352,4145
4145,Blue,Juice,Swinging,Boomer Glasses,None,Long Sleeves,Grey Zipper Hoodie with Hood Up,Red Sweatpants,Green Shoes,None,None,None,None,None,Yellow Fannypack,None,None,None,None,None,24.026685174887653,4146
4146,Blue,Duffel Bag,Flashlight,White Glasses,Big Hat,Short Sleeves,White Loose Shirt,Green Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,33.30312521314231,4147
4147,Orange,Duffel Bag,Basketball,White Nerd Glasses,Tan Bucket Hat,Long Sleeves,Black Hoodie with Hood Down,Green Pants,Tan Boots,Pipe,None,None,None,None,None,None,None,Pencil,None,None,50.1185733014785,4148
4148,Green,Swinging,Swinging,Pointy Glasses,Blue Beanie,Short Sleeves,White T-Shirt,White Skirt,Tan Boots,Cigar,Grey Backpack,Pink Sunscreen,None,None,Black Fannypack,None,None,None,None,None,76.20572943658567,4149
4149,Blue,Axe,Swinging,Black Glasses,Pink Pointy Beanie,Long Sleeves,Orange Puffer Jacket,White Shorts,White Shoes,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,25.270446083456594,4150
4150,Pink,Swinging,Swinging,VR Goggles Graph,White / Blue Baseball Cap,Short Sleeves,Grey Tucked Shirt with Pens,Green Shorts,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,27.441359809044346,4151
4151,Yellow,Vibes,Vibes,White Nerd Glasses,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Green Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,23.63437584775304,4152
4152,Blue,Money Bag,Swinging,Black Glasses,None,Long Sleeves,Blue / Yellow Tracksuit Jacket,Red Sweatpants,Summer Night Sneakers,None,None,None,None,None,Green Fannypack,None,None,Bing Bong Stick,None,None,36.08019885138036,4153
4153,Green,Baseball Bat,Metal Detector,None,Turquoise 5 Panel Cap,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Green Sweatpants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,27.80154754841671,4154
4154,Blue,Umbrella,Boombox,None,Knitted Bobble Hat,Long Sleeves,Blue Hoodie with Hood Down,White Sweatpants,Ice Grey Sneakers,None,None,None,None,None,None,None,None,None,None,None,21.600244064987383,4155
4155,Pink,Swinging,Swinging,Black Glasses,Rain Hat,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Red Sweatpants,Bleached Sand Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,24.46138782489893,4156
4156,Blue,Swinging,Coffee,White Glasses,White / Blue Baseball Cap,Long Sleeves,Black T-Shirt,Dark Blue Skirt,Ocean Blue Sneakers,None,None,None,Black Belted Coat,None,None,None,None,None,None,None,31.206332187519486,4157
4157,Blue,Swinging,Laptop,None,White Headband,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Red Sweatpants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,14.119275205200083,4158
4158,Blue,Swinging,Swinging,Sunglasses,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Lavender Pants,Green Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,10.97153583877731,4159
4159,Orange,Skateboard,Book,White Nerd Glasses,None,Long Sleeves,Yelow / Blue Hoodie Jacket with Hood Up,Green Pants,Summer Night Sneakers,Pipe,None,None,None,None,None,None,None,None,None,None,31.593082069413185,4160
4160,Blue,Swinging,Swinging,None,White Baseball Cap,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Green Tracksuit Pants,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,7.4974074772184,4161
4161,Yellow,Duffel Bag,Laptop,White Nerd Glasses,None,Long Sleeves,Naked,Naked,Rocket Pop Sneakers,None,None,None,Black Belted Coat,None,None,None,None,None,None,None,37.082435849819845,4162
4162,Blue,Baseball Bat,Swinging,Thief Mask,Dark Blue Beanie,Long Sleeves,Dark Blue / White V-Neck Sweater and Shirt,Green Pants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,17.037434005460575,4163
4163,Green,Spray Can,Basketball,Pointy Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Up,Lavender Pants,Pink Slippers,None,None,Bandage,None,None,Yellow Fannypack,None,None,None,None,None,51.446904670866445,4164
4164,Blue,Swinging,Swinging,Brown Glasses,Light Blue Beanie,Long Sleeves,Dark Blue / White Sweater and Shirt,Dark Blue Pants,Tan Boots,Toothpick,None,None,Red Coat,Gum,None,None,None,None,None,None,45.02452223373712,4165
4165,Blue,Swinging,Laptop,Brown Glasses,White Baseball Cap,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Blue Pants,Tan Boots,Toothpick,None,None,White Coat,None,None,None,None,None,None,None,38.55454740853625,4166
4166,Orange,Money Bag,Laptop,White Nerd Glasses,None,Long Sleeves,Grey Hoodie with Hood Down,Dark Blue Pants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,23.23880836975493,4167
4167,Blue,Swinging,Coffee,Black Nerd Glasses,Blue Beanie,Long Sleeves,Indigo Turtleneck,White Sweatpants,White Shoes,Bandana,None,None,None,None,None,None,None,None,None,None,24.502914068117068,4168
4168,Orange,Swinging,Swinging,Black Glasses,Knitted Bobble Hat,Short Sleeves,Dark Blue / White Sweater Vest and Shirt,Green Tracksuit Pants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,26.638310503500655,4169
4169,Blue,Axe,Basketball,Sunglasses,None,Long Sleeves,Grey Zipper Hoodie with Hood Down,Green Pants,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,16.909188456129712,4170
4170,Green,Swinging,Swinging,None,Light Blue Beanie,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Charcoal Pants,Brown Boots,None,None,None,None,None,None,None,None,Pencil,None,None,25.439688981938446,4171
4171,Pink,Paint Roller,Coffee,White Nerd Glasses,None,Long Sleeves,Cream Sweatshirt,Dark Blue Pants,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,23.62255443399342,4172
