,Eyes,Mouth,Clothes,Fur,Background,Earring,Hat,Rarity score,Token Id
4327,Closed,Bored Unshaven Kazoo,Work Vest,Golden Brown,Yellow,None,Sea Captain's Hat,47.7530465436374,4327
4328,Eyepatch,Bored Unshaven,None,Blue,Orange,Gold Hoop,Spinner Hat,74.6735873514354,4328
4329,Sleepy,Dumbfounded,Vietnam Jacket,Dark Brown,Purple,Diamond Stud,Safari,85.31671194691629,4329
4330,Sleepy,Dumbfounded,Black T,Zombie,Yellow,None,Commie Hat,46.75257488215448,4330
4331,Wide Eyed,Bored Unshaven Pipe,Rainbow Suspenders,Brown,Gray,None,Fisherman's Hat,45.51974419889695,4331
4332,Bored,Bored Unshaven,Vietnam Jacket,Gray,Gray,None,Halo,33.843189075806215,4332
4333,Robot,Grin,Prison Jumpsuit,Red,Orange,None,Fez,47.120462576483305,4333
4334,Bored,Bored,Vietnam Jacket,Blue,Army Green,None,Bayc Flipped Brim,29.357139684566498,4334
4335,Crazy,Phoneme Vuh,Striped Tee,Brown,Army Green,Diamond Stud,None,74.241157489259,4335
4336,Bored,Bored,Striped Tee,Dark Brown,Orange,Gold Hoop,Halo,64.13347924843565,4336
4337,Eyepatch,Bored Unshaven,Vietnam Jacket,Gray,Yellow,None,Horns,42.49252022630955,4337
4338,Bored,Bored,None,Dark Brown,Purple,Gold Stud,Party Hat 1,55.96857484726145,4338
4339,Bloodshot,Bored,Prom Dress,Cream,Aquamarine,None,Prussian Helmet,35.30194413140875,4339
4340,Closed,Small Grin,Biker Vest,Black,Yellow,Silver Hoop,None,70.097415310154,4340
4341,Bored,Bored Kazoo,Service,Black,New Punk Blue,Gold Hoop,None,68.65159606137878,4341
4342,X Eyes,Bored,Navy Striped Tee,Golden Brown,Purple,Silver Stud,Fisherman's Hat,75.25450556807482,4342
4343,Closed,Dumbfounded,Navy Striped Tee,Cream,Aquamarine,None,Trippy Captain's Hat,46.51373472369848,4343
4344,Closed,Phoneme Oh,Bone Necklace,Brown,New Punk Blue,None,S&m Hat,43.47358527413135,4344
4345,Robot,Dumbfounded,None,Gray,New Punk Blue,Silver Stud,Cowboy Hat,78.09434082961826,4345
4346,Heart,Bored,None,Red,Purple,None,None,13.87191834881573,4346
4347,Hypnotized,Bored,Stunt Jacket,Death Bot,Gray,None,Army Hat,41.395242741417256,4347
4348,Crazy,Phoneme L,None,Zombie,Purple,None,Faux Hawk,41.6921361833313,4348
4349,Coins,Bored,Sailor Shirt,White,Aquamarine,None,Vietnam Era Helmet,37.44498375990874,4349
4350,Heart,Phoneme L,None,Black,Gray,None,Beanie,33.720507125479415,4350
4351,Bloodshot,Bored Unshaven Party horn,Wool Turtleneck,Cheetah,Aquamarine,None,None,36.55422855326837,4351
4352,Sunglasses,Phoneme Vuh,None,Red,Army Green,None,Girl's Hair Short,40.56258406459292,4352
4353,Bloodshot,Bored,None,Dmt,Army Green,None,Bowler,25.80700429756454,4353
4354,Scumbag,Grin,Vietnam Jacket,Brown,Purple,None,Fez,42.047150688467305,4354
4355,Sunglasses,Bored,None,Tan,Army Green,None,None,13.471721167561643,4355
4356,Bloodshot,Bored Unshaven Pipe,None,Robot,Orange,None,Bayc Hat Red,40.22688773193934,4356
4357,Bored,Bored,Toga,Dmt,Blue,Diamond Stud,Irish Boho,75.21577433109657,4357
4358,Bored,Bored,None,Tan,Aquamarine,None,Fisherman's Hat,16.866885763679733,4358
4359,Wide Eyed,Bored Unshaven,Striped Tee,Black,Purple,Silver Hoop,Spinner Hat,75.19632963836573,4359
4360,3d,Bored,Leather Jacket,Dark Brown,Aquamarine,None,Party Hat 1,32.39732205895546,4360
4361,Sunglasses,Grin,Biker Vest,Cream,New Punk Blue,Silver Hoop,Girl's Hair Short,87.31106052823532,4361
4362,Closed,Bored,None,Pink,New Punk Blue,None,Irish Boho,25.084035602168832,4362
4363,Scumbag,Grin Multicolored,None,Cream,Orange,None,Seaman's Hat,39.749233882422644,4363
4364,Angry,Grin,Bone Tee,Dark Brown,Army Green,None,Sushi Chef Headband,42.37628132384997,4364
4365,Scumbag,Discomfort,Service,White,Army Green,None,None,40.29787681548956,4365
4366,Hypnotized,Bored,Navy Striped Tee,Golden Brown,Orange,Silver Hoop,Commie Hat,75.40293840904701,4366
4367,Heart,Bored Unshaven Pipe,Blue Dress,White,Blue,None,Party Hat 1,54.04627849035617,4367
4368,Bloodshot,Bored Pizza,Lumberjack Shirt,Cream,Gray,None,None,35.83124953332721,4368
4369,Scumbag,Dumbfounded,Striped Tee,Brown,Yellow,None,Commie Hat,42.699066386378085,4369
4370,3d,Bored,None,Tan,Purple,Cross,None,56.659320546155044,4370
4371,Bored,Bored,Leather Punk Jacket,Tan,Orange,None,Horns,28.608329726366676,4371
4372,Bored,Grin,Tanktop,Dark Brown,Purple,None,None,20.404229310561202,4372
4373,Bored,Jovial,None,Blue,Blue,Silver Stud,Bowler,71.2075608235427,4373
4374,Bored,Tongue Out,Stunt Jacket,Dmt,Aquamarine,None,Beanie,42.40212775523206,4374
4375,Bored,Grin Diamond Grill,Biker Vest,Dark Brown,Yellow,None,Cowboy Hat,36.71551779787887,4375
4376,Sleepy,Grin Gold Grill,Bone Tee,Cream,New Punk Blue,None,Bowler,48.54052189619355,4376
4377,Sunglasses,Bored Unshaven,Kings Robe,Brown,Gray,None,Bayc Flipped Brim,38.60031065526483,4377
4378,Sunglasses,Bored Cigar,Navy Striped Tee,Golden Brown,New Punk Blue,Gold Stud,Fisherman's Hat,91.29331528800363,4378
4379,Closed,Phoneme  ooo,Sleeveless T,Robot,New Punk Blue,None,Beanie,47.959608195253054,4379
4380,Bored,Bored Unshaven Pipe,Black T,Trippy,Orange,None,Short Mohawk,44.570904721978486,4380
4381,Bored,Discomfort,Leather Jacket,Golden Brown,Orange,None,Bayc Flipped Brim,40.74327346486479,4381
4382,Closed,Bored Cigarette,Stunt Jacket,Brown,Yellow,None,Prussian Helmet,40.93044852124282,4382
4383,Sleepy,Bored,Striped Tee,Golden Brown,Aquamarine,None,Fisherman's Hat,31.61633365178394,4383
4384,Sad,Bored Unshaven,Striped Tee,Blue,New Punk Blue,None,Girl's Hair Short,40.89824941343576,4384
4385,Sleepy,Bored,Navy Striped Tee,Robot,Purple,None,Sushi Chef Headband,36.28959489205896,4385
4386,Sunglasses,Phoneme Oh,Bone Necklace,Death Bot,Army Green,None,Safari,53.768776163820995,4386
4387,Crazy,Bored,Black T,Gray,Purple,None,None,23.663985319015275,4387
4388,Holographic,Bored Unshaven Cigarette,Rainbow Suspenders,Golden Brown,Yellow,None,Fez,48.79869055511666,4388
4389,Blindfold,Grin Multicolored,None,White,Gray,Gold Hoop,Fisherman's Hat,84.58741962692318,4389
4390,Zombie,Bored,Bone Tee,Brown,Gray,None,Cowboy Hat,32.39083381813042,4390
4391,Sleepy,Jovial,None,Red,Blue,None,Bayc Hat Red,38.43246409777758,4391
4392,3d,Bored Unshaven,None,Brown,New Punk Blue,None,None,12.522763548053776,4392
4393,Coins,Tongue Out,Sleeveless Logo T,Cheetah,Aquamarine,None,Prussian Helmet,52.25193103253306,4393
4394,Closed,Bored Bubblegum,Leather Jacket,Cream,Aquamarine,None,Short Mohawk,48.198396713069165,4394
4395,Closed,Grin Gold Grill,Tie Dye,Dark Brown,Purple,Gold Stud,Short Mohawk,86.49137896788419,4395
4396,Coins,Bored Unshaven Cigar,Navy Striped Tee,Pink,Army Green,Silver Hoop,None,77.10686628798545,4396
4397,Coins,Grin,None,Brown,New Punk Blue,None,None,17.983679612260257,4397
4398,Sleepy,Rage,None,Gray,Blue,None,Beanie,35.521355729666084,4398
4399,Sunglasses,Bored Unshaven,Toga,Black,New Punk Blue,None,None,25.174398377281058,4399
4400,Heart,Phoneme Oh,Tanktop,Solid Gold,Aquamarine,None,Fisherman's Hat,52.92320169601344,4400
4401,Closed,Bored Cigarette,Striped Tee,Pink,New Punk Blue,Silver Hoop,Fisherman's Hat,83.5417439860625,4401
4402,Bloodshot,Grin,Tie Dye,Red,Aquamarine,None,Beanie,43.25414398119847,4402
4403,Coins,Phoneme Vuh,None,Black,Aquamarine,None,Laurel Wreath,35.22451457754514,4403
4404,Angry,Bored Cigarette,Vietnam Jacket,White,Gray,Silver Hoop,None,75.35129848436935,4404
4405,Wide Eyed,Bored,None,Gray,Aquamarine,None,Army Hat,25.55521929500803,4405
4406,Bored,Jovial,Biker Vest,White,Purple,Gold Hoop,Halo,83.96132905899772,4406
4407,Closed,Bored Unshaven,Biker Vest,White,Blue,Silver Hoop,Vietnam Era Helmet,80.59862564000197,4407
4408,Bored,Grin,Tanktop,Dark Brown,New Punk Blue,None,Halo,33.25578391464197,4408
4409,Bloodshot,Discomfort,Bayc T Red,Brown,Yellow,None,None,29.815411457410523,4409
4410,Bored,Bored,None,Tan,Purple,Silver Hoop,Sea Captain's Hat,56.607561196058064,4410
4411,Bored,Bored,Black T,Blue,Gray,None,Sushi Chef Headband,29.402284275023028,4411
4412,Coins,Jovial,None,Tan,Purple,None,Bowler,37.96776348205769,4412
4413,Angry,Grin Multicolored,Pimp Coat,Golden Brown,Gray,Silver Hoop,Bayc Hat Black,90.74473173497329,4413
4414,Eyepatch,Tongue Out,Tie Dye,Cheetah,Army Green,Silver Hoop,None,79.25619146344613,4414
4415,Wide Eyed,Bored Unshaven Party horn,None,Golden Brown,Orange,Gold Stud,Commie Hat,80.4953567554607,4415
4416,3d,Bored Unshaven Cigarette,Cowboy Shirt,Golden Brown,Army Green,None,Girl's Hair Pink,48.747029968451024,4416
4417,Sunglasses,Bored,Black Holes T,Brown,Purple,None,Sushi Chef Headband,32.56523252048964,4417
4418,Laser Eyes,Bored Unshaven Cigarette,None,Brown,Army Green,None,None,22.33431072640023,4418
4419,Angry,Bored Cigarette,Leather Jacket,Golden Brown,Gray,Silver Stud,Short Mohawk,85.89756432394312,4419
4420,Angry,Phoneme  ooo,None,Tan,Gray,None,Army Hat,39.11023074792821,4420
4421,Crazy,Bored Pipe,Caveman Pelt,Golden Brown,Aquamarine,None,Beanie,47.753030408382514,4421
4422,Coins,Phoneme Vuh,Guayabera,Brown,Orange,Silver Stud,Horns,83.79994621165231,4422
4423,Sleepy,Bored Cigarette,None,Cream,Orange,Silver Hoop,Baby's Bonnet,73.8990252074364,4423
4424,Bored,Bored,Hawaiian,Dark Brown,Gray,None,Commie Hat,23.412148028385264,4424
4425,Holographic,Bored,Kings Robe,Red,New Punk Blue,None,None,27.55630399752572,4425
4426,Sleepy,Bored,Prom Dress,Robot,Orange,None,None,24.541851858099374,4426
4427,Bored,Phoneme L,None,Brown,Orange,Silver Hoop,None,52.431592800335736,4427
4428,Eyepatch,Small Grin,Work Vest,Black,Gray,None,None,34.04327346860695,4428
4429,Crazy,Dumbfounded,Navy Striped Tee,Pink,Purple,Silver Hoop,None,74.60900322679494,4429
4430,Closed,Bored,Bayc T Black,Golden Brown,New Punk Blue,Silver Hoop,Safari,74.06043387617652,4430
4431,Crazy,Phoneme Vuh,None,Gray,Orange,None,Party Hat 1,40.0655152120054,4431
4432,Bloodshot,Bored,Prom Dress,Brown,Yellow,None,Safari,30.11880024114063,4432
4433,Hypnotized,Bored Kazoo,None,Dark Brown,Army Green,Silver Stud,Party Hat 2,77.71362964715838,4433
4434,Bloodshot,Bored Unshaven Cigarette,Wool Turtleneck,Gray,New Punk Blue,None,Bayc Flipped Brim,46.72675040031925,4434
4435,Scumbag,Grin Multicolored,Tuxedo Tee,Red,Blue,None,Beanie,50.63178990775029,4435
4436,Wide Eyed,Dumbfounded,Hawaiian,Dark Brown,Purple,Gold Stud,None,71.45287243554962,4436
4437,Bloodshot,Jovial,None,Cream,Yellow,Silver Stud,Faux Hawk,76.41625615177232,4437
4438,Angry,Bored,Smoking Jacket,Zombie,Gray,None,Bunny Ears,39.56851672046147,4438
4439,Sunglasses,Bored Unshaven,Bayc T Black,Pink,New Punk Blue,None,None,29.725077729683548,4439
4440,Zombie,Bored Unshaven,Tanktop,Brown,Gray,Silver Hoop,Cowboy Hat,76.64854675322783,4440
4441,Bored,Bored,Black Holes T,Black,Purple,None,Horns,24.264268188367204,4441
4442,Blindfold,Bored Unshaven Cigarette,Striped Tee,Brown,Purple,None,None,30.28017727362088,4442
4443,3d,Bored,Guayabera,Cheetah,Purple,None,None,24.386963052687282,4443
4444,X Eyes,Bored Unshaven,Biker Vest,Blue,Army Green,Gold Stud,Fez,84.87135338563874,4444
4445,Sad,Bored,Prison Jumpsuit,Black,Orange,None,Girl's Hair Short,32.35215939151643,4445
4446,3d,Bored Cigar,Lumberjack Shirt,Tan,Army Green,None,None,37.28360607497935,4446
4447,Angry,Bored,Sleeveless T,Tan,Army Green,None,None,23.502632169641338,4447
4448,Bloodshot,Bored Unshaven Pizza,None,Black,Purple,None,Sea Captain's Hat,33.1783337035193,4448
4449,Sad,Bored Unshaven,Sleeveless T,Zombie,Blue,Silver Hoop,Seaman's Hat,80.97299704971246,4449
4450,Sad,Dumbfounded,Toga,Cheetah,Blue,None,Faux Hawk,49.57323204042359,4450
4451,3d,Bored Cigarette,Lumberjack Shirt,Brown,Orange,None,None,28.485694254263734,4451
4452,Wide Eyed,Dumbfounded,Bone Tee,Golden Brown,Army Green,None,Fisherman's Hat,45.64876526551157,4452
4453,3d,Bored Unshaven Cigarette,Bayc T Black,Dark Brown,New Punk Blue,None,Bayc Hat Black,43.699512225319914,4453
4454,Sleepy,Discomfort,Caveman Pelt,Dark Brown,Purple,Silver Stud,Army Hat,83.02540924519694,4454
4455,Bored,Bored Unshaven,Prison Jumpsuit,Black,Yellow,None,Beanie,26.67185368003248,4455
4456,Bloodshot,Bored Cigar,Stunt Jacket,Golden Brown,Yellow,None,Bayc Hat Red,47.74659381278299,4456
4457,Angry,Bored Cigarette,None,Golden Brown,Gray,None,Faux Hawk,36.21205107863126,4457
4458,Sad,Grin Gold Grill,Bone Tee,Trippy,Aquamarine,None,None,40.3496077677844,4458
4459,Heart,Bored,Puffy Vest,Dark Brown,Gray,None,Sea Captain's Hat,32.294008634478715,4459
4460,Robot,Phoneme  ooo,None,Dark Brown,Purple,None,Bayc Flipped Brim,34.57896962788302,4460
4461,X Eyes,Phoneme Vuh,Cowboy Shirt,Golden Brown,Gray,Silver Stud,Bayc Hat Black,90.693084060438,4461
4462,Bored,Bored Unshaven,Black Suit,Zombie,New Punk Blue,None,Seaman's Hat,35.25032679568672,4462
4463,Wide Eyed,Phoneme Vuh,None,Dark Brown,Army Green,None,Seaman's Hat,31.88090791819681,4463
4464,Angry,Bored Unshaven,Lab Coat,Golden Brown,Aquamarine,None,None,27.72408276622109,4464
4465,Angry,Bored Unshaven,Caveman Pelt,Brown,New Punk Blue,None,Bunny Ears,37.3028984285032,4465
4466,Sad,Bored Unshaven,Striped Tee,White,New Punk Blue,None,King's Crown,41.96968433922372,4466
4467,Sad,Bored,Bayc T Red,Cream,Blue,None,Safari,36.786548199673035,4467
4468,Closed,Bored Bubblegum,Sailor Shirt,Zombie,Blue,None,Beanie,48.327481688459656,4468
4469,Bored,Grin,Tanktop,Brown,Orange,None,Beanie,31.235407510189766,4469
4470,Eyepatch,Grin,Vietnam Jacket,Noise,Blue,None,Army Hat,50.09606921478168,4470
4471,Angry,Bored,Space Suit,Red,Army Green,None,Army Hat,38.09688977196632,4471
4472,Hypnotized,Bored Unshaven,Hawaiian,Golden Brown,Blue,None,None,28.350188828846278,4472
4473,Crazy,Bored,Sleeveless T,Black,Purple,None,Cowboy Hat,31.73896266459743,4473
4474,X Eyes,Bored,Hip Hop,Black,Army Green,None,Halo,34.10144165462036,4474
4475,Sunglasses,Bored,None,Cream,Army Green,Silver Hoop,Vietnam Era Helmet,66.1667398068947,4475
4476,Closed,Bored Unshaven,Black T,Golden Brown,Blue,Silver Hoop,Sea Captain's Hat,77.09392919918801,4476
4477,Sleepy,Jovial,Navy Striped Tee,Black,Army Green,None,Safari,43.16378765620443,4477
4478,X Eyes,Phoneme L,None,Brown,Orange,None,Stuntman Helmet,35.83769709975939,4478
4479,Bloodshot,Bored,Wool Turtleneck,Dmt,Orange,None,None,23.367078327711628,4479
4480,Wide Eyed,Bored Unshaven,Tuxedo Tee,Red,Yellow,None,Safari,41.62113483021209,4480
4481,X Eyes,Bored Cigarette,Toga,Brown,Gray,Silver Stud,Fisherman's Hat,83.14808344709913,4481
4482,Heart,Grin Multicolored,Prison Jumpsuit,Trippy,Gray,None,Beanie,52.61981485458415,4482
4483,Sleepy,Rage,Bone Tee,Black,Aquamarine,Silver Stud,Commie Hat,83.1093160617446,4483
4484,Bored,Bored Unshaven,Bone Tee,Robot,Purple,None,None,22.043757041615766,4484
4485,Closed,Grin,Tie Dye,Blue,Army Green,Diamond Stud,Bandana Blue,91.22878990499407,4485
4486,Sad,Grin,Black Holes T,Cream,Army Green,Silver Stud,None,73.05355143977226,4486
4487,Wide Eyed,Bored,None,Black,Aquamarine,None,S&m Hat,21.204641762662362,4487
4488,Bored,Phoneme Oh,Hip Hop,Red,Orange,None,None,29.950960787940335,4488
4489,Blindfold,Bored Unshaven Pipe,None,Dark Brown,Orange,None,None,23.17340147796633,4489
4490,Coins,Grin,Tweed Suit,Pink,Army Green,None,Party Hat 2,48.59217667229305,4490
4491,Bored,Phoneme Oh,None,Tan,Army Green,Silver Hoop,Fisherman's Hat,69.78762608937501,4491
4492,Scumbag,Small Grin,Cowboy Shirt,Tan,New Punk Blue,None,Spinner Hat,52.019537149367856,4492
4493,X Eyes,Bored,Kings Robe,Blue,Blue,None,Baby's Bonnet,40.33673522688498,4493
4494,Blindfold,Bored Unshaven,None,White,Purple,None,Fez,31.99062759731032,4494
4495,Wide Eyed,Bored,Service,Black,Aquamarine,None,None,19.416597915742077,4495
4496,Sad,Bored Unshaven,Tweed Suit,Red,Aquamarine,Gold Stud,Vietnam Era Helmet,84.55513466681201,4496
4497,Hypnotized,Phoneme Oh,None,Blue,Yellow,None,Fez,40.207592798855444,4497
4498,Sad,Bored Unshaven Cigarette,Guayabera,Golden Brown,Gray,None,Army Hat,46.85583666455832,4498
4499,Closed,Bored Unshaven,Blue Dress,Dark Brown,Gray,None,None,23.160442428444558,4499
4500,Sad,Rage,Smoking Jacket,Brown,Purple,Silver Hoop,Seaman's Hat,82.25739472449564,4500
4501,Bloodshot,Bored,Tanktop,Brown,Orange,None,None,15.943897890590447,4501
4502,Zombie,Bored,Sleeveless T,Gray,Yellow,Silver Stud,None,64.901666762737,4502
4503,Closed,Grin Multicolored,Puffy Vest,Golden Brown,New Punk Blue,Silver Hoop,Safari,87.89839855606616,4503
4504,Bloodshot,Bored,Lab Coat,Brown,Aquamarine,Silver Hoop,Irish Boho,69.32289770995959,4504
4505,Crazy,Bored Unshaven Pipe,Navy Striped Tee,Gray,Blue,None,Cowboy Hat,50.270307175053915,4505
4506,Eyepatch,Grin,Black T,Blue,Orange,None,Short Mohawk,46.86874535655673,4506
4507,Bloodshot,Small Grin,None,Brown,New Punk Blue,None,None,18.46130183110582,4507
4508,Bloodshot,Bored,None,Robot,Blue,None,Bandana Blue,26.607360583869017,4508
4509,Bloodshot,Bored Bubblegum,Bone Necklace,Zombie,Blue,None,Cowboy Hat,49.41832322676235,4509
4510,Coins,Phoneme  ooo,Bone Necklace,Golden Brown,Yellow,None,Beanie,46.12646946696289,4510
4511,Sleepy,Bored Cigarette,Hip Hop,White,Gray,None,King's Crown,48.3404052284407,4511
4512,Angry,Bored,Black T,Brown,Orange,None,Commie Hat,30.577077174681072,4512
4513,Zombie,Bored,Tanktop,Black,Gray,None,Fez,33.12026557021571,4513
4514,Bored,Rage,None,Cream,Orange,Diamond Stud,Vietnam Era Helmet,74.38957742569576,4514
4515,X Eyes,Jovial,Black Holes T,Pink,Blue,Diamond Stud,Bunny Ears,95.727350358386,4515
4516,Bloodshot,Bored Cigarette,Stunt Jacket,Noise,Purple,None,Sushi Chef Headband,47.475500323883864,4516
4517,3d,Bored Cigarette,Bone Necklace,Noise,New Punk Blue,Silver Stud,Party Hat 1,90.46072309951522,4517
4518,Hypnotized,Bored,Wool Turtleneck,Golden Brown,Yellow,None,Prussian Helmet,37.432063449787364,4518
4519,Bored,Jovial,Smoking Jacket,Brown,Orange,Silver Stud,Irish Boho,76.31295563842282,4519
4520,Robot,Bored,Prison Jumpsuit,Brown,Purple,Silver Stud,Beanie,69.87802953271817,4520
4521,Bloodshot,Bored,Bayc T Black,Gray,Blue,None,None,21.914708867337282,4521
4522,Sunglasses,Bored,None,Dark Brown,Orange,None,Army Hat,21.256253934248758,4522
4523,Sleepy,Bored,Black Holes T,Brown,Aquamarine,None,Vietnam Era Helmet,29.91873779545064,4523
4524,Crazy,Bored,Striped Tee,White,Purple,None,None,23.799548850810616,4524
4525,Closed,Dumbfounded,None,Brown,Gray,None,Stuntman Helmet,31.78407562739215,4525
4526,Robot,Bored,Vietnam Jacket,Brown,Aquamarine,None,Seaman's Hat,31.112856609997095,4526
4527,Sunglasses,Small Grin,None,Zombie,Yellow,Silver Stud,Bayc Flipped Brim,81.30216835389926,4527
4528,Bored,Bored Cigarette,Striped Tee,Red,Aquamarine,Gold Hoop,None,67.4575643915675,4528
4529,Angry,Bored Cigar,Tie Dye,Black,Orange,Silver Hoop,None,73.63448579424599,4529
4530,Zombie,Bored Unshaven,Lumberjack Shirt,Black,Purple,Diamond Stud,Bowler,81.77331912506925,4530
4531,Crazy,Bored Unshaven,None,Death Bot,Purple,None,Party Hat 2,34.243350111693346,4531
4532,Zombie,Bored Unshaven,Service,Cream,New Punk Blue,None,None,29.67332547656516,4532
4533,Bored,Dumbfounded,Work Vest,Dark Brown,Yellow,None,Bayc Hat Black,35.192175389495794,4533
4534,Sleepy,Phoneme L,Sailor Shirt,Blue,Army Green,None,Bunny Ears,48.52759189778286,4534
4535,Angry,Bored Unshaven,None,Golden Brown,Aquamarine,None,Beanie,27.310876826501882,4535
4536,Robot,Bored Unshaven,Bone Necklace,Brown,Orange,None,S&m Hat,37.05114957632917,4536
4537,Robot,Bored Unshaven Cigarette,Leather Punk Jacket,Black,Blue,Silver Stud,Prussian Helmet,86.36230173690589,4537
4538,Bored,Grin Diamond Grill,Striped Tee,Red,Purple,None,S&m Hat,42.07299711941948,4538
4539,Coins,Bored,Black T,Trippy,Army Green,Silver Hoop,None,65.85045976702033,4539
4540,3d,Phoneme Oh,Sailor Shirt,Black,Purple,None,Trippy Captain's Hat,46.016751724704754,4540
4541,Coins,Bored Bubblegum,Biker Vest,Tan,Gray,None,Girl's Hair Short,51.154653546780956,4541
4542,Sad,Bored Cigarette,Sailor Shirt,Pink,Gray,None,None,33.823821842960456,4542
4543,Bored,Bored,Sailor Shirt,Golden Brown,Orange,Diamond Stud,None,57.74364028341452,4543
4544,Holographic,Phoneme L,None,Dark Brown,Orange,None,Bayc Hat Red,36.79296348828707,4544
4545,Robot,Phoneme Oh,Bandolier,Brown,Aquamarine,Silver Stud,Bowler,85.67813916669502,4545
4546,Eyepatch,Tongue Out,Hawaiian,Blue,Gray,None,Cowboy Hat,50.92870981319051,4546
4547,3d,Bored Cigarette,Sleeveless Logo T,Pink,Aquamarine,None,Fisherman's Hat,46.85585215825495,4547
4548,3d,Dumbfounded,Tanktop,Black,Gray,None,Halo,43.71244092528087,4548
4549,Closed,Grin Diamond Grill,Navy Striped Tee,Cream,Army Green,Gold Stud,Fisherman's Hat,90.10571892150409,4549
4550,X Eyes,Bored Unshaven,Navy Striped Tee,Golden Brown,Purple,Silver Stud,S&m Hat,80.61797479701164,4550
4551,Sad,Grin,Vietnam Jacket,Zombie,Purple,None,Irish Boho,47.86925316526953,4551
4552,Bloodshot,Small Grin,None,Brown,New Punk Blue,Diamond Stud,Army Hat,75.02207618382364,4552
4553,Closed,Discomfort,Leather Jacket,Tan,Yellow,None,Seaman's Hat,46.92038722324858,4553
4554,3d,Jovial,Sleeveless Logo T,Blue,Yellow,None,Safari,50.606007379698646,4554
4555,Closed,Bored Unshaven,Striped Tee,Dark Brown,Gray,None,Vietnam Era Helmet,34.23690254311166,4555
4556,Angry,Phoneme Wah,None,Pink,Yellow,None,Fez,39.181263084571555,4556
4557,Sad,Bored Unshaven,None,Tan,Army Green,Gold Stud,Bayc Hat Black,72.42745054371883,4557
4558,3d,Bored Cigarette,Caveman Pelt,Red,Aquamarine,Silver Hoop,None,74.27341404984841,4558
4559,Sunglasses,Grin,Lumberjack Shirt,Cheetah,Blue,Silver Hoop,Irish Boho,88.50507154437007,4559
4560,Closed,Phoneme Vuh,Sailor Shirt,Dark Brown,Aquamarine,None,Prussian Helmet,42.90558156091628,4560
4561,Sunglasses,Bored Unshaven,Sleeveless T,Brown,Army Green,Diamond Stud,Halo,80.23720746050577,4561
4562,Blindfold,Bored Pipe,Hawaiian,Robot,Orange,None,Cowboy Hat,52.613357605451384,4562
4563,3d,Bored Unshaven Cigarette,Bandolier,Golden Brown,Army Green,Silver Hoop,Girl's Hair Pink,88.09843711750342,4563
