,Baby,Hat,Accessories,Clothes,Eyes,Mouth,Body,Background,World,Line,Rarity score,Token Id
223,None,None,None,Nude,Happy,Tongue,White,Purple,Donut World,None,0.473382087008095,223
224,None,Blue Bucket,Scarf,Nude,Happy,Smiling,Yellow,Beach,Donut World,None,28.70724031988225,224
225,Puppy,None,Piercings,Pink Hoodie,Sus,Smirk,Gradient 2,Canvas Orange,Donut World,None,40.307117466251206,225
226,None,Purple Coolman,Og Fanny Pack,Yellow Party Shirt,Blue Tinted Glasses,Omg,Yellow,Orange,Donut World,None,33.703633998879226,226
227,Monkey,Dad,None,Hawaiian,Smize,Smirk,Orange,Orange,Donut World,None,33.58880601267762,227
228,Huckboy,None,None,Astronaut,Purple Party Glasses,Smirk,Pink,Pink,Donut World,None,21.77318524619602,228
229,None,None,None,Og Wizard,Pixel Glasses,Oo,Sea Foam,Flowy Pink,Wall Street Wasteland,Purple Glow,49.778628350158506,229
230,None,Green Space Sailor,None,Urspecial Pinkpurple,Pink Party Glasses,Kissy,Purple,Beach,Donut World,None,18.038441123538387,230
231,None,None,None,Hawaiian,Happy,Sad,Yellow,Ur Special Dark,Donut World,None,3.6052574605905856,231
232,None,Blue Bucket,Og Fanny Pack,Nude,Pink Party Glasses,Smirk,Pink,Turquoise,Donut World,None,31.92726383278699,232
233,None,None,None,Black Tie,Neutral,Kissy,Red,Goo,Wall Street Wasteland,Pink Glow,46.25201243567635,233
234,None,None,None,Yellow Tank,Gold Tinted Glasses,Scream,Yellow,Plaid Pink,Donut World,None,8.360275612466602,234
235,Golden Monkey,None,Spear,Adventurer,Eye Patch,Kissy,Mint Green,Tan,Dino World,None,56.6755718857181,235
236,Snail,Orange Bucket,None,Urspecial Green,Green Party Glasses,Neutral,Light Green,Beach,Donut World,None,36.21576292919402,236
237,Puppy,None,Watch,Urspecial Tealorange,Grey Bans,Neutral,Purple,Orange,Donut World,None,36.9804442390691,237
238,Puppy,Birthday,None,Blue Party Shirt,Smize,Kissy,White,Purple,Donut World,None,33.19097254065662,238
239,None,None,None,Stained Sweat Shirt,Neanderthal Eyes,Grr,Light Grey,Canvas Blue,Dino World,None,25.277149351886962,239
240,None,Bone Stud,Spear,Green Cavedweller,Neanderthal Eyes,Neanderthal,Sun Burn,Skin,Dino World,None,53.169664875151376,240
241,None,None,None,Red Tank,Pink Party Glasses,Kissy,Yellow,Pink,Donut World,None,4.73939802756986,241
242,None,Dad,None,Yellow Party Shirt,Heart Eyes,Smirk,Purple,Stay Special Yellow,Donut World,None,19.081631430491033,242
243,None,None,None,Red Wizard,Ghoul,Neutral,Lime Green,Flowy Green,Wall Street Wasteland,None,26.00559863779745,243
244,None,Green Space Sailor,None,Orange Gameshow,Purple Party Glasses,Sad,Light Green,Blue,Donut World,None,18.623672810140224,244
245,Mummy,Caveboy,None,Leaf,Neanderthal Eyes,Pacifier,Stripes,Cave,Dino World,None,56.17878651390765,245
246,None,Horns,None,Fur,Neanderthal Eyes,Chubby Cheeks,Blue Sand,Wavy Pink,Dino World,None,37.39171041703479,246
247,None,Skull,Cancer Horoscope,Orange Wizard,Ghoul,Chubby Cheeks,Black,Flowy Green,Wall Street Wasteland,Purple Glow,79.99378456729019,247
248,None,Comb Over,Shark Tooth Necklace,Green Cavedweller,Relieved,Oo,Snow Leopard,Leaf,Dino World,None,50.94114127547786,248
249,None,None,None,Orange Wizard,X X, X ,Gradient 4,Night,Wall Street Wasteland,Yellow Glow,51.60686474593824,249
250,None,Yellow Coolman,None,Melon Skate Hoodie,Happy,Kissy,Purple,Beach,Donut World,None,15.736437117440282,250
251,None,None,Alien Bling,Urspecial Pinkpurple,Happy,Smirk,Light Green,Canvas Orange,Donut World,None,18.181504979959104,251
252,None,None,None,Urspecial Tealorange,Happy,Sad,Gradient 2,Beach,Donut World,None,3.1422550579927098,252
253,None,None,Yellow Fanny Pack,Nude,Neutral,Pacifier,Light Blue,Flowy Purple,Donut World,None,17.783682955923357,253
254,None,Pink Coolman,None,Urspecial Tealorange,Happy,Smiling,Orange,Pink,Donut World,None,14.901510304090948,254
255,Skeleton,None,Scorpio Horoscope,Red Wizard,Sus,Pacifier,White,Ur Special Dark,Wall Street Wasteland,Orange,82.26113191954217,255
256,None,Orange Coolman,Scarf,Johnalin Tank,Goggles,Robo,Yellow,Orange,Donut World,None,34.658144133616965,256
257,Iguana,None,Scarf,Pizza,Neutral,Smirk,Yellow,Flowy Blue,Donut World,None,35.65942388851491,257
258,None,None,None,Red Gameshow,Neutral,Neutral,White,Plaid Pink,Donut World,None,2.5546177690091745,258
259,Potted Plant,Comb Over,Backpack,Green Cavedweller,Relieved,Sad,Leafy Green,Skin,Dino World,None,68.75484503795923,259
260,Trex,None,Backpack,Nude,Neutral,Pacifier,Stripes,Skin,Dino World,None,52.98523911257592,260
261,None,None,Pink Fanny Pack,Yellow Party Shirt,Monacle,Whiskers,Yellow,Ur Special Blue,Donut World,None,22.262475696905064,261
262,None,Beanie,None,Lederhosen,Mascara,Scream,Sea Foam,Plaid Pink,Wall Street Wasteland,Blue Glow,65.83720848235647,262
263,Kitty,None,None,Purple Hoodie,Neutral,Kissy,Light Blue,Blue,Donut World,None,19.125436147173403,263
264,None,Purple Coolman,None,Yellow Ski Jacket,Smize,Scream,Gradient 1,Light Blue,Donut World,None,19.840989842149373,264
265,None,Green Bucket,None,Blue Gameshow,Neutral,Robo,Light Blue,Turquoise,Donut World,None,16.571536922714344,265
266,None,None,None,Green Cavedweller,Cyclopse Lizard,Grr,Sun Burn,Leaf,Dino World,None,24.48634019982098,266
267,None,Ooo Hat,Pink Fanny Pack,Yellow Party Shirt,Smize,Kissy,Pink,Stay Special Pink,Donut World,None,33.05599095651448,267
268,None,Purple Coolman,Watch,Urspecial Tealorange,Pink Party Glasses,Smirk,Light Blue,Orange,Donut World,None,32.543647354524914,268
269,None,None,Og Fanny Pack,Nude,Purple Party Glasses,Kissy,Yellow,Beach,Donut World,None,18.12689262933166,269
270,Puppy,None,None,Hawaiian,Smize,Kissy,Yellow,Ur Special Green,Donut World,None,21.310188054922037,270
271,Snail,None,None,Hawaiian,Neutral,Neutral,Light Green,Orange,Donut World,None,19.211282272411573,271
272,Iguana,Green Coolman,None,Blue Party Shirt,Gold Tinted Glasses,Neutral,Pink,Beach,Donut World,None,36.55913622261925,272
273,None,Green Coolman,None,Orange Gameshow,Heart Eyes,Sad,Purple,Beach,Donut World,None,18.28819529679213,273
274,None,None,None,None,None,None,Rectangle,Flowy Green,None,None,28.45495055437527,274
275,None,None,Katana,Purple Hoodie,Cute,Kissy,Orange,Flowy Blue,Donut World,None,20.264937849894128,275
276,None,None,None,Blue Gameshow,Heart Eyes,Sad,Light Green,Orange,Donut World,None,4.703002887712607,276
277,None,Adventure Hat,None,Green Cavedweller,Neanderthal Eyes,Omg,Pistachio,Cave,Dino World,None,36.9026728050783,277
278,None,Bone Stud,None,Green Cavedweller,Eye Patch,Smiling,Blue Sand,Plaid Blue,Dino World,None,37.23574315101946,278
279,Monkey,None,None,Purple Tank,Purple Party Glasses,Sad,Purple,Purple,Donut World,None,22.176299475410033,279
280,None,None,None,None,None,None,Wow Gold,Turquoise,None,None,27.08944759127288,280
281,Monkey,None,Watch,Urspecial Pinkblue,Smize,Kissy,White,Ur Special Yellow,Donut World,None,35.32114874920475,281
282,None,Orange Coolman,Rubix,Red Tank,Smize,Smiling,Purple,Light Blue,Donut World,None,31.404400328601177,282
283,Mummy,None,None,Adventurer,Furrowed,Neutral,Leafy Green,Rock,Dino World,None,42.026230076845614,283
284,None,Antenna,None,Yellow Gameshow,Neutral,Meow,Pink,Ur Special Blue,Donut World,None,18.40276058812699,284
285,None,None,None,Pink Party Shirt,Smize,Neutral,Orange,Beach,Donut World,None,2.3435977203292784,285
286,None,Caveboy,None,Bear Coat,Neanderthal Eyes,Chubby Cheeks,Purple Sand,Rock,Dino World,None,37.480088570092896,286
287,None,None,Piercings,Purple Party Shirt,Heart Eyes,Scream,White,Light Blue,Donut World,None,20.18696253863162,287
288,Potted Plant,None,Scarf,Nude,Green Party Glasses,Sad,Gradient 4,Light Blue,Donut World,None,37.47474282740345,288
289,Snail,None,None,Nude,Purple Party Glasses,Chubby Cheeks,Light Blue,Pink,Donut World,None,21.305081061312578,289
290,None,None,Og Fanny Pack,Pink Party Shirt,Neutral,Neutral,White,Light Blue,Donut World,None,15.557141470469357,290
291,None,Yellow Bucket,None,Purple Party Shirt,Purple Party Glasses,Kissy,Orange,Turquoise,Donut World,None,18.02804191880417,291
292,None,None,None,Yellow Party Shirt,Pink Party Glasses,Smiling,Gold,Light Blue,Donut World,None,5.519798605995934,292
293,None,Comb Over,Hieroglyphics,Fur,Neanderthal Eyes,Sad,Scales,Ur Special Yellow,Dino World,None,52.49378858479883,293
294,Puppy,None,None,Urspecial Green,Happy,Omg,Light Blue,Flowy Green,Donut World,None,20.587097572052517,294
295,None,None,Pink Fanny Pack,Blue Party Shirt,3d Glasses,Omg,Light Blue,Pink,Donut World,None,19.71869264402882,295
296,None,None,Pink Fanny Pack,Owls Tee,Neutral,Tongue,Light Green,Plaid Blue,Donut World,None,18.69131731683894,296
297,Alien,None,Headphones,Blue Hoodie,Cute,Neutral,White,Canvas Purple,Donut World,None,38.32521069312298,297
298,Potted Plant,None,Scarf,Johnalin Tank,Purple Party Glasses,Smirk,Gradient 4,Turquoise,Donut World,None,38.733546635968146,298
299,None,None,None,Urspecial Orange,Pixel Glasses,Omg,Light Blue,Turquoise,Donut World,None,5.134783739096478,299
300,None,Orange Coolman,None,Pink Skate Hoodie,Cute,Neutral,Yellow,Flowy Green,Donut World,None,19.487299023377556,300
301,None,None,None,None,None,None,Milkshake,Coffee Shop,None,None,28.886691599802944,301
302,None,None,None,Yellow Ski Jacket,Relieved,Tongue,Sterling Silver,Flowy Green,Donut World,None,7.254837304311788,302
303,None,None,None,Urspecial Green,Happy,Oo,Light Blue,Blue,Donut World,None,1.7973644825077857,303
304,None,None,Watch,Blue Ski Jacket,Pink Party Glasses,Sad,Pink,Turquoise,Donut World,None,19.565226982696572,304
305,Best Friend,Horns,Airpods,Stained Sweat Shirt,Neutral,Neutral,Desert Sand,Rock,Dino World,None,67.28042794468524,305
306,None,Comb Over,None,Stained Sweat Shirt,Neanderthal Eyes,Grr,White,Tan,Dino World,None,36.28111829926215,306
307,None,Pink Mohawk,None,Orange Wizard,Relieved,Smiling,Gradient 1,Diamond,Wall Street Wasteland,Blue Glow,61.82716059983352,307
308,None,None,Og Fanny Pack,Yellow Party Shirt,Green Party Glasses,Omg,Orange,Blue,Donut World,None,19.28169294401223,308
309,None,None,Electric Guitar,Purple Hoodie,Smize,Tongue,Gold,Blue,Donut World,None,20.574345811486637,309
310,Potted Plant,None,None,Urspecial Green,3d Glasses,Smirk,Gradient 4,Purple,Donut World,None,23.86454355784721,310
311,Monkey,Maurice,None,Tan Skate Hoodie,Cute,Chubby Cheeks,Light Green,Flowy Orange,Donut World,None,37.607308390846086,311
312,None,Pyramid,Backpack,Fur,Neutral,Oo,Purple Sand,Canvas Orange,Dino World,None,49.47187438125977,312
313,Monkey,None,Airpods,Red Tank,Eye Patch,Omg,Gradient 1,Ur Special Yellow,Donut World,None,41.110778508802845,313
314,None,Yellow Bucket,None,Yellow Gameshow,Cute,Chubby Cheeks,Orange,Orange,Donut World,None,18.54564469480614,314
315,None,Brainjar,None,Purple Party Shirt,Goggles,Chubby Cheeks,Purple,Beach,Donut World,None,18.89682116988504,315
316,Monkey,None,None,Green Tank,Happy,Robo,Sterling Silver,Ur Special Yellow,Donut World,None,23.237570939279262,316
317,None,Yellow Coolman,None,Red Rocket Tee,Happy,Kissy,Light Green,Purple,Donut World,None,16.092817099078108,317
318,None,Green Space Sailor,Katana,Nude,Cute,Sad,White,Purple,Donut World,None,30.780315596868686,318
319,Robot,Orange Coolman,Airpods,Tan Skate Hoodie,Neutral,Meow,Yellow,Beach,Donut World,None,49.79944004098026,319
320,None,Yellow Coolman,None,Urspecial Orange,Cute,Whiskers,Orange,Blue,Donut World,None,18.67040133643723,320
321,None,None,Piercings,Purple Hoodie,Heart Eyes,Oo,Purple,Pink,Donut World,None,19.91385138495435,321
322,Monkey,Pink Bucket,None,Pizza,Neutral,Oo,Orange,Plaid Pink,Donut World,None,34.51499860156127,322
323,None,None,None,Urspecial Pinkpurple,Neutral,Omg,Gradient 3,Stay Special Green,Donut World,None,4.346870835735518,323
324,None,None,Headphones,Purple Hoodie,Cute,Sad,Gold,Beach,Donut World,None,21.089460776365716,324
325,None,None,Pink Fanny Pack,Purple Party Shirt,Neutral,Tongue,Orange,Turquoise,Donut World,None,16.373672614100578,325
326,Monkey,None,None,Nude,Cute,Neutral,Light Blue,Wavy Blue Green,Donut World,None,21.640644417345666,326
327,Snail,Orange Coolman,None,Urspecial Pinkpurple,Green Party Glasses,Kissy,Purple,Light Blue,Donut World,None,35.64875157117346,327
328,Monkey,Pink Coolman,Watch,Blue Party Shirt,Heart Eyes,Pacifier,Light Green,Wavy Pink,Donut World,None,52.42875341567269,328
329,None,None,None,Urspecial Pinkpurple,Neutral,Smiling,Pink,Plaid Orange,Donut World,None,2.17996984554718,329
330,Potted Plant,None,Devil Tail,Orange Wizard,Ghoul,Vampire Mouth,White,Flowy Purple,Wall Street Wasteland,Green,82.34428629622799,330
331,None,Green Coolman,None,Blue Gameshow,Cute,Chubby Cheeks,Light Blue,Flowy Green,Donut World,None,19.846234968230142,331
332,Kitty,Blue Coolman,None,Urspecial Pinkblue,Relieved,Smiling,Light Blue,Stay Special Green,Donut World,None,35.95323878091236,332
333,Best Friend,Comb Over,Backpack,Nude,Neutral,Smiling,Snow Leopard,Rock,Dino World,None,65.22070842258577,333
334,None,None,Face Tats,Urspecial Green,Relieved,Sad,White,Stay Special Pink,Donut World,None,19.59664336916065,334
335,None,None,None,Black Tie,Neutral,Vampire Mouth,Sea Foam,Mint,Wall Street Wasteland,Orange Glow,48.2883923959654,335
336,Robot,None,None,Nude,Blue Tinted Glasses,Sad,White,Purple,Donut World,None,21.234960948990473,336
337,Monkey,Blue Bucket,None,Clown,Neutral,Oo,Light Blue,Flowy Blue,Donut World,None,34.73347477721434,337
338,None,Cookie Chef Hat,None,Yellow Party Shirt,Happy,Oo,Orange,Light Blue,Donut World,None,15.549170783312427,338
339,Monkey,Orange Coolman,None,Astronaut,Happy,Chubby Cheeks,Light Green,Blue,Donut World,None,33.40152953602233,339
340,None,None,None,None,None,None,Ghost,Trippy Pale,None,None,28.85288312699499,340
341,None,None,None,Yellow Gameshow,Grey Bans,Smirk,Light Green,Blue,Donut World,None,5.082783812503696,341
342,None,None,None,Rough Sweater,Cyclopse Lizard,Oo,Pistachio,Tan,Dino World,None,23.162511835816318,342
343,Puppy,Sombrero,None,Urspecial Tealorange,3d Glasses,Smiling,Gradient 1,Blue,Donut World,None,37.193802493821075,343
344,None,None,None,Orange Gameshow,Blue Tinted Glasses,Sad,Light Green,Trippy Dark,Donut World,None,7.067485119704993,344
345,Monkey,None,Katana,Pink Party Shirt,Smize,Kissy,Light Green,Orange,Donut World,None,34.24160885174195,345
346,Kitty,Yellow Coolman,None,Hawaiian,Smize,Sad,Yellow,Orange,Donut World,None,34.181807839779474,346
347,None,None,None,Pink Hoodie,Cute,Whiskers,Light Green,Plaid Orange,Donut World,None,6.911328985892139,347
348,Monkey,None,None,Blue Tank,Pink Party Glasses,Kissy,Pink,Beach,Donut World,None,22.059269786441092,348
349,None,Yellow Coolman,None,Yellow Gameshow,Green Party Glasses,Kissy,Light Green,Flowy Green,Donut World,None,20.01531036926679,349
350,None,None,Face Tats,White Tux,Smize,Scream,Pink,Ur Special Green,Donut World,None,20.922941087347695,350
351,Puppy,Antenna,None,Urspecial Tealorange,Happy,Neutral,White,Turquoise,Donut World,None,32.31442211467417,351
352,None,None,None,Nude,Happy,Robo,Pink,Flowy Orange,Donut World,None,2.7234821890213357,352
353,None,None,None,Urspecial Tealorange,Neutral,Whiskers,Pink,Flowy Pink,Donut World,None,3.764043695810368,353
354,Squid,Pink Space Sailor,None,Green Tank,Purple Party Glasses,Chubby Cheeks,Pink,Beach,Donut World,None,36.858200649817675,354
355,None,Orange Bucket,Katana,Cozy Sweater 3,Neutral,Tongue,Gradient 1,Light Blue,Donut World,None,32.288813748340395,355
356,Christmas,Pink Coolman,None,Purple Party Shirt,Blue Tinted Glasses,Chubby Cheeks,Light Green,Orange,Donut World,None,36.886852960620374,356
357,None,Dad,Og Fanny Pack,White Tux,Pink Party Glasses,Scream,Orange,Orange,Donut World,None,35.266735401166045,357
358,None,None,Headphones,Urspecial Tealorange,Neutral,Tongue,Yellow,Light Blue,Donut World,None,16.402321291825473,358
359,Mummy,Pyramid,None,Nude,Neanderthal Eyes,Sad,Gradient 4,Flowy Pink,Dino World,None,53.53930231668325,359
360,Kitty,Blue Coolman,None,Orange Ski Jacket,Neutral,Oo,Light Green,Orange,Donut World,None,32.964794373015955,360
361,None,Bone Stud,Spear,Orange Cavedweller,Neutral,Sad,White,Trippy Dark,Dino World,None,46.70213141646744,361
362,Puppy,Orange Coolman,None,Pink Party Shirt,Orange Bans,Oo,Yellow,Ur Special Dark,Donut World,None,37.69054963555437,362
363,None,Purple Coolman,None,Green Rocket Tee,Blue Tinted Glasses,Whiskers,Gradient 1,Turquoise,Donut World,None,22.132549373016385,363
364,Snail,Purple Coolman,None,Urspecial Pinkblue,Pink Party Glasses,Oo,Yellow,Blue,Donut World,None,35.856838689122924,364
365,None,None,None,Donut,Smize,Whiskers,Yellow,Purple,Donut World,None,4.2606472266757605,365
366,Monkey,Orange Bucket,None,Nude,Happy,Kissy,Light Blue,Pink,Donut World,None,31.78384856198086,366
367,None,Purple Coolman,Scarf,Red Tank,Brown Tinted Glasses,Tongue,Gradient 4,Beach,Donut World,None,36.16667245645207,367
368,None,None,Headphones,Red Hoodie,Furrowed,Scream,Orange,Beach,Donut World,None,21.713657358791494,368
369,None,Caveboy,None,Adventurer,Brown Tinted Glasses,Reptilian,Leafy Green,Tan,Dino World,None,39.39174830231798,369
370,Pterodactyl,None,None,Rough Sweater,Cyclopse Lizard,Kissy,Light Grey,Flowy Green,Dino World,None,41.40202334721603,370
371,None,Dad,None,Pizza,Green Party Glasses,Smiling,Orange,Purple,Donut World,None,18.400014718036786,371
372,None,None,None,Red Hoodie,Happy,Kissy,White,Plaid Pink,Donut World,None,3.017470840268233,372
373,Huckboy,None,None,Pink Hoodie,Happy,Neutral,Gradient 2,Ur Special Blue,Donut World,None,22.374073232522655,373
374,None,Adventure Hat,None,Bear Coat,Neanderthal Eyes,Sad,Mint Green,Rock,Dino World,None,37.485320170263506,374
375,Monkey,Pink Bucket,None,Urspecial Pinkpurple,Smize,Neutral,Yellow,Plaid Blue,Donut World,None,35.32106188793704,375
376,Snail,None,None,Urspecial Pinkpurple,Blue Tinted Glasses,Oo,White,Ur Special Yellow,Donut World,None,23.516041674815206,376
377,Monkey,Captain,None,Donut,Happy,Kissy,Gradient 2,Pink,Donut World,None,35.14686101949241,377
378,None,None,None,Urspecial Pinkblue,Gold Tinted Glasses,Neutral,Sterling Silver,Pink,Donut World,None,6.47445962254902,378
379,Huckboy,Orange Coolman,None,Melon Skate Hoodie,Happy,Chubby Cheeks,Light Green,Beach,Donut World,None,33.50555384512314,379
380,Puppy,None,None,Red Tank,Blue Tinted Glasses,Robo,Light Blue,Ur Special Dark,Donut World,None,25.26115232449512,380
381,None,None,None,Cozy Sweater 2,Pixel Glasses,Neutral,Light Green,Stay Special Green,Donut World,None,6.929649480534021,381
382,None,Pink Coolman,None,Blue Party Shirt,Relieved,Whiskers,White,Pink,Donut World,None,17.398691514521172,382
383,Puppy,Sweatband,None,Urspecial Pinkpurple,Green Party Glasses,Sad,Purple,Pink,Donut World,None,35.581120839271726,383
384,None,None,Katana,Donut,Eye Patch,Whiskers,Pink,Orange,Donut World,None,21.40410970420561,384
385,None,None,Alien Bling,Green Tank,Happy,Chubby Cheeks,Purple,Light Blue,Donut World,None,17.68458276502767,385
386,None,Captain,None,Nude,Neutral,Robo,White,Orange,Donut World,None,14.514276356685988,386
387,None,Pink Coolman,Scarf,Cozy Sweater 2,Heart Eyes,Neutral,Gradient 3,Light Blue,Donut World,None,34.79352446284227,387
388,None,Dad,None,Urspecial Pinkblue,Purple Party Glasses,Smirk,Light Blue,Beach,Donut World,None,18.043660753644534,388
389,Robot,None,None,Urspecial Pinkpurple,Smize,Smirk,Gradient 4,Flowy Pink,Donut World,None,23.052979189808482,389
390,None,None,None,Yellow Party Shirt,Goggles,Oo,Yellow,Orange,Donut World,None,4.531319234656337,390
391,None,None,None,Orange Ski Jacket,Purple Tinted Glasses,Oo,White,Light Blue,Donut World,None,4.768110436542505,391
392,None,Yellow Bucket,None,Og Ski Jacket,Perplexed,Sad,Purple,Wavy Blue Green,Donut World,None,20.980358357400505,392
393,None,None,Yellow Fanny Pack,Blue Party Shirt,Smize,Omg,White,Turquoise,Donut World,None,16.862725840514997,393
394,None,None,None,Nude,Smize,Smirk,White,Turquoise,Donut World,None,0.4163178482101415,394
395,None,Ear Loops,None,Urspecial Green,Heart Eyes,Smiling,White,Purple,Donut World,None,17.40915939619766,395
