,Misc,Hands,Hair Color,Hair,Eyebrows,Mouth,Lashes,Eye Color,Eyes,Top,Body,Background,Hat,Pet,Hair Clip,Sunglasses,Eyewear,Costume,Piercing,Whole Head Hat,Unique,Artist,Rarity score,Token Id
134,Whiskers,None,None,Bald Udi,Angry Furrowed,French Fries,True,Black,Cute,Mage Purple,Black Sesame,Sparkles Gradient Cool Purple,None,None,None,None,None,None,None,None,None,None,23.199103086101676,134
135,Beauty Mark,None,Pink,Short Blunt,Angry Cute,Rose Pink,False,Black,Half Lidded,Comfy Blanket Purple Black,Bubblegum,Star Clouds Pink,None,None,Flower Pink Yellow,None,None,None,None,None,None,None,50.632659102373786,135
136,None,None,Light Brown,Mohawk,Pien Cute,Letter,True,Light Blue,Detailed,Sweater Vest Blue,Tiramisu,Checker Heart Blue,None,None,None,None,None,None,None,None,None,None,40.08165657248256,136
137,None,None,Pink,Fluffy Short,None,Special,None,Black,Special,Dad Shirt Tubby Yellow,Mint,Gradient Dots Yellow,Devil Horns Teal,None,None,None,None,None,None,None,None,None,49.66082309900153,137
138,None,None,Black Yellow,Glam Rock,Concerned,Teef,False,Black,Embarrassed,Chain Necklace Gold,Pudding,Pawprint White Yellow,None,None,None,None,None,None,None,None,None,None,23.384459377952542,138
139,Blush,None,Red,Fluffy Short,Angry Thin,Pout,True,Black,Looking Down,Overalls Red,Mochi,Goopy Blue White,Apple Golden,None,None,None,Halfrim Glasses Red,None,None,None,None,None,64.29183457683556,139
140,None,Peace Sign,Teal,Blunt Bangs,Worried,Nervous,True,Black,Half Lid,Grandpa Pink,Mochi,Cherry Blossoms,None,None,None,None,None,None,None,None,None,None,36.60094070924722,140
141,Whiskers,None,None,Bald Udi,Determined,W,True,Black,Relaxed,Blanket Wrap Purple,Cotton Candy,Starry Pink,None,None,None,None,None,None,None,None,None,None,22.00947261034662,141
142,Beauty Mark,None,Indigo,Double Buns,Surprised,Tongue Down,False,Black,Pie,Blanket Wrap Purple,Ube,Tubby Pattern Ube,None,None,None,None,None,None,None,None,None,None,32.134581772244445,142
143,None,Popsicle,None,Bald Udi,Relaxed,Big Meh,True,Black,Sleepy,Dad Shirt Tubby Teal,Mint,Palm Trees Teal,None,None,None,None,None,None,None,None,None,None,26.746108630360823,143
144,None,None,Green,Short Mid Part,Concerned,Unsure,False,Orange,Chill,Business Casual White Paws,Mochi,Dots Green,Goggles Red,None,None,None,None,None,None,None,None,None,49.945860946083805,144
145,None,None,Dark Pink,Aristocrat,Surprised,Unimpressed,False,Black,Knowing Right,Hoodie Drip Pink,Mochi,Hearts Pattern Pink,None,None,Clover,None,None,None,None,None,None,None,39.0160131240085,145
146,None,None,None,Bald Udi,Angry Furrowed,Eh,False,Black,Sleepy,Devil Wings Teal,Mint,Tubby Pattern Mint,None,None,None,None,None,None,None,None,None,None,9.58950419942787,146
147,Whiskers,Lollipop Red,None,Bald Udi,Pien,Happy,False,Black,Plush,Bandana Black,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,21.612594538085837,147
148,Cheek Freckles,Tubby Puppet Mint,None,Bald Udi,Ayo Thin,Unimpressed,False,Teal,Half Lid,Puffer Jacket Brown Yellow,Tiramisu,Cookies,Devil Horns Teal,None,None,None,None,None,None,None,None,None,57.895375890797126,148
149,None,None,Ginger,Aristocrat,Worried,Full Catmouth,False,Light Blue,Half Lid,Sweater Vest Blue,Blue Raspberry,Water Blue,None,None,None,None,Eyepatch Heart Blue,None,None,None,None,None,54.57402235259832,149
150,None,None,Brown,Side Ponytail,Neutral,Surprised,False,Brown,Chill,Hoodie Bear,Tiramisu,Pawprint Brown,Sprout,None,None,None,None,None,None,None,None,None,51.81907467188258,150
151,Whiskers,None,None,Bald Udi,Determined,Strawberry Red,False,Black,Cat Half Lidded,Sweater Vest Yellow,Latte,Tubby Pattern Pudding,None,None,None,None,None,None,None,None,None,None,18.1018046585889,151
152,Blush,Crepe Tubby,Bright Blonde,Long Mid Part,Pien,Big Meh,False,Black,Cat Looking Up,Pimp Coat Cheetah,Cotton Candy,Pawprint White Pink Blue,None,None,None,None,None,None,None,None,None,None,41.516230963041586,152
153,None,None,Black,Blunt Bangs,Relaxed,Teeth,True,Black,Cat,Spiked Collar Black,Black Sesame,Pawprint Stripes Grey,None,None,None,None,None,None,None,None,None,None,28.526735423109766,153
154,Whiskers,None,None,Bald Udi,Sad,Full,True,Grey,Half Lid,Winter Coat Black,Strawberry,Solid,None,None,None,None,None,None,None,None,None,None,29.08605195020373,154
155,None,None,Bright Pink,Long Mid Part,Worried,Happy Wide,False,Black,Cat Half Lidded,Hoodie Drip Pink,Cotton Candy,Checker Heart Pink,None,None,Tubby Omanjuu Cotton Candy,None,None,None,None,None,None,None,42.127893950866586,155
156,Cheek Freckles,None,Green,Loose Twintails,Angry Thin,Letter Galaxy Star,False,Black,Squint,Tubby Overalls Matcha,Matcha,Dots Purple,None,None,None,None,None,None,None,None,None,None,32.91133072725752,156
157,None,None,Black,Fluffy Mid Bangs,Relaxed,Fanged Smile,True,Black,Looking Down,Gakuran Rival,Mint,Solid,None,None,None,None,None,None,None,None,None,None,22.490655839078087,157
158,Whiskers,None,Grey,Dad,Surprised,Mustache,True,Black,Cat Looking Up,Dad Shirt Tubby Grey,Pudding,Dotted Paper Brown,None,None,None,None,None,None,None,None,None,None,37.2566594162519,158
159,None,None,Blonde to Pink,Long Side Part Wavy,Angry Furrowed,Piercings,False,Pink,Detailed,Jacket Pink Tubby Studs Pink,Cotton Candy,Starry Pink,None,None,None,None,None,None,None,None,None,None,35.997144953909306,159
160,None,None,Brown,Glam Rock,Angry Furrowed,Big Meh,False,Black,Pie,Tee Stripes Pink,Latte,Goopy Pink White,None,None,None,None,None,None,None,None,None,None,22.58574783352241,160
161,None,None,Platinum Blonde,Short Fringe,Surprised,Clearly,False,Black,Knowing Right,Tubby Vest Pudding,Pudding,Gradient Dots Yellow,Japanese Literary Hat,None,None,None,None,None,None,None,None,None,39.22192806255088,161
162,None,None,Dark Blue,Tiny Braids,Determined,Vampire,False,Red,Detailed,None,Mochi,Starry Blue,None,None,None,None,None,Sailor,None,None,None,None,52.0339536835844,162
163,None,Scritch,Brown,Short Mid Part,Concerned,Clearly,False,Black,Smug,Dinosaur Hoodie Green,Tiramisu,Flower Field Light,Sprout,None,None,None,None,None,None,None,None,None,51.29336846755352,163
164,None,Matcha,None,Bald Udi,Angry Furrowed,Pien,False,Black,Looking Down,Hoodie Tubby Matcha,Vanilla,Dots Green,Bucket Hat Froggy,None,None,None,Hipster Glasses Brown,None,None,None,None,None,57.10567335903299,164
165,Blush,None,None,Bald Udi,Pien Cute,Default,False,Black,Tubby,Sweater Tubby Logo Sleeves,Pudding,Hearts Pattern Pink,None,None,Tubby Omanjuu Mint,None,None,None,None,None,None,None,30.97766694881686,165
166,Blush,None,None,Bald Udi,Pien,Teeth,False,Black,Looking Left,Sweater Vest Yellow,Pudding,Tubby Crowd Pudding,Bisket Hat Yellow,None,None,None,None,None,None,None,None,None,29.159131516495044,166
167,Cheek Freckles,None,None,Bald Udi,Concerned,Wide Cute,True,Black,Half Lid,Open Coat Black,Mochi,Clouds Grey,None,None,None,None,None,None,None,None,None,None,17.658980682381856,167
168,Beauty Mark,Taiyaki,Brown,Fluffy Mid Bangs,Determined,Toothy,True,Black,Knowing Left,Thick String Hoodie X Sleeves Yellow,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,43.34939892504163,168
169,Whiskers,None,None,Bald Udi,Neutral,Big Meh,True,Purple,Half Lid,Hoodie Tubby Ube,Black Sesame,Grid Purple,None,None,None,None,None,None,None,None,None,None,34.67821536883768,169
170,None,Game Console Blue,Blue,Pop Star Bowl Cut,Neutral,Surprised,False,Black,Half Lidded,Hoodie Striped Yellow Tubby,Blue Raspberry,Gradient Pink,None,None,Pillhead Red,None,None,None,None,None,None,None,54.939925616341675,170
171,Beauty Mark,None,None,Bald Udi,Angry Cute,Strawberry Pink,True,Black,Knowing Right,Hoodie Strawberry Patch,Latte,Gradient Dots Orange Yellow,None,None,None,None,None,None,None,None,None,None,22.711386237330156,171
172,Blush,Chocolate Bar,Dark Brown,Short Blunt,Pien,W,True,Black,Cat Half Lidded,Sweater Vest Green Sunflower,Latte,Gradient Dots Yellow,None,None,Fish,None,None,None,None,None,None,None,62.744583929588124,172
173,None,None,None,Bald Udi,Ayo Thin,Fanged Smile,False,Grey,Plush,Layered Jacket Yellow Grey,Pudding,Solid,Bisket Hat Yellow,None,None,None,None,None,None,None,None,None,31.729116456823643,173
174,Blush,None,Blonde,Emo,Angry Furrowed,Sprout,False,Black,Tubby,Tee Stripes Red,Matcha,Fruit,Bucket Hat Froggy,None,None,None,None,None,None,None,None,None,44.27708909285535,174
175,Blush,None,Dark Pink,Aristocrat,Concerned,Grin,False,Grey,Plush,Tubby Vest Mint,Mochi,Dots Teal,None,None,None,Hearts Solid Pink,None,None,None,None,None,None,56.54416006430696,175
176,None,None,Teal,Fluffy Short,Determined,Big Meh,False,Teal,Plush,Sweater Vest Pink Pink Heart Clip,Cotton Candy,Candy,None,None,None,Round White Tinted Pink,None,None,None,None,None,None,55.25670561148458,176
177,Blush,None,None,Bald Udi,Pien Cute,Default,False,Black,Tubby,Sweater Tubby Logo Sleeves,Mint,Tubby Pattern Pudding,None,None,Tubby Omanjuu Cotton Candy,None,None,None,None,None,None,None,31.39452957980825,177
178,Blush,None,White,Afro,Concerned,Nervous,False,Purple,Detailed,Tubby Vest Ube,Mochi,Dots Purple,None,None,Thinking,None,None,None,None,None,None,None,54.03916610005272,178
179,None,Simple Paw,Medium Blonde,Face Hugging Short,Big Round,Full Catmouth,False,Black,Relaxed,Sweater Vest Red Silver Heart Clip,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,30.79897324150915,179
180,Blush,None,None,Bald Udi,Neutral,Full Catmouth,False,Light Blue,Chill,Sweater Vest Blue,Latte,Pawprint Blue,None,Axolotl Blue,Decora Iridescent,Hearts Transparent Blue,None,None,None,None,None,None,82.29144401169405,180
181,None,None,Pink,Side Ponytail,Chill,W,True,Black,Relaxed,Mage Red,Raspberry,Solid,Bisket Hat Pink,None,None,None,None,None,None,None,None,None,39.27281663561452,181
182,None,Banana,Ginger,Aristocrat,Pien Short,Tongue Down,True,Black,Dot,Blanket Wrap Bunny Orange,Latte,Solid,None,None,None,Round Gold Tinted Fire,None,None,None,None,None,None,53.57729050122105,182
183,None,Wizard Orb,None,Bald Udi,Ayo Thick,Raspberry,True,Black,Pie,Dad Shirt Tubby Pink,Cotton Candy,Pawprint White Pink,None,None,None,None,None,None,None,None,None,None,26.45619914083091,183
184,Blush,None,Medium Blonde,Long Side Part,Chill,Letter Pink,True,Black,Knowing Right,Sweater Tubby Logo Teal White Sleeves,Tiramisu,Hearts Pattern Pink,None,None,Tubby Bow Teal Brown,None,None,None,None,None,None,None,50.52157917349726,184
185,None,None,White,Face Hugging Short,Worried,Happy Wide,False,Light Green,Chill,Dinosaur Hoodie Green,Matcha,Star Pattern Black,None,None,None,None,None,None,None,None,None,None,36.43498958679024,185
186,Beauty Mark,None,Purple,Flared Sides Short,Big Round,Full,False,Purple Yellow,Detailed,Thick String Hoodie X Sleeves Purple,Ube,Hearts Pattern Purple,None,None,None,None,None,None,None,None,None,None,44.408100686851306,186
187,None,Ice Cream Tubby,Dark Pink,Mohawk,Relaxed,Wide,True,Black,Long Pupils,Casual Dress Pink,Tiramisu,Tubby Socks,None,None,None,None,None,None,None,None,None,None,39.72276464313349,187
188,Blush,Rocker,Medium Blonde,Aristocrat,Angry Cute,Unsure,False,Black,Dot,Comfy Sweater Beige,Tiramisu,Pawprint Stripes Teal,Detective Hat,None,None,None,None,None,None,None,None,None,56.138440362175814,188
189,None,None,None,Bald Udi,Ayo Thin,Raspberry,True,Black,Sleepy,Tee Blue,Blue Raspberry,Solid,None,None,None,Hearts Solid Blue,None,None,None,None,None,None,27.815575857730572,189
190,None,None,Green,Glam Rock,Angry Cute,Shocked,False,Grey,Half Lid,Ribbon Tie Seifuku Green,Matcha,Tubby Pattern Matcha,None,None,None,None,None,None,None,None,None,None,34.770538782229835,190
191,Beauty Mark,Plush Tubby,Blonde,Mohawk,Ayo Thin,Tongue,False,Black,Tired,Sweater Vest Blue Gold Heart Clip,Cotton Candy,Fluffy Clouds Blue,None,None,None,None,None,None,None,None,None,None,44.16123748570545,191
192,None,None,Blonde,Loose Twintails,Surprised,Smirk,False,Black Yellow,Droopy,Layered Jacket Yellow Grey,Pudding,Tiny Heart Yellow,Japanese Literary Hat,Hedgehog Albino,None,None,None,None,None,None,None,None,71.24375041641188,192
193,None,Maneki Neko,None,Bald Udi,Chill,Toothy,True,Brown,Half Lid,Hoodie Tubby Pudding,Latte,Solid,None,None,None,None,None,None,Double Ear Piercing Left,None,None,None,52.13761243097721,193
194,None,None,Black,Afro,Angry Cute,Tongue Down,False,Black,Long Pupils,Ribboned Shirt White Red,Mochi,Solid,None,Raven,Angry,None,None,None,None,None,None,None,51.55101654722972,194
195,None,None,None,Bald Udi,Pien Short,Raspberry,True,Black,Sweetheart,Scarf Stripes Blue,Tiramisu,Pawprint Blue,Spilled Ice Cream Blue Raspberry,None,None,None,None,None,None,None,None,None,29.149123661942433,195
196,Beauty Mark,None,Bright Blonde,Long Mid Part,Ayo Thick,Smirk,True,Black,Detailed,Chunky Turtleneck Pink,Ube,Relaxing Day,Witch Hat Black Pink,None,None,None,None,None,None,None,None,None,50.983483268821175,196
197,None,Milk,None,Bald Udi,Pien Cute,Happy Nervous,True,Orange,Detailed,Bandages,Mochi,Solid,None,None,None,None,None,None,None,Eggshell,None,None,50.43629551814034,197
198,Whiskers,Peace Sign,None,Bald Udi,Sad,Confused,True,Black,Long Pupils,Ribbon Tie Seifuku Green,Matcha,Gradient Dots Purple,None,None,None,None,None,None,None,None,None,None,34.251309685100686,198
199,Blush,Mushroom,White,Mohawk,Concerned,Happy Small,True,Red,Half Lid,Biker Jacket,Black Sesame,Solid,None,None,None,None,None,None,None,None,None,None,50.68352222636666,199
200,Blush,None,Green,Short Mid Part,Concerned,W,False,Black,Tubby,Barista Apron Green,Matcha,Gradient Green,None,None,None,None,None,None,None,None,None,None,28.42783476220473,200
201,None,Rocker,None,Bald Udi,Concerned,Wide,True,Black,Pie,Bandages,Mochi,Solid,Spilled Ice Cream Matcha,None,None,None,None,None,None,None,None,None,33.439536829144295,201
202,None,None,Blonde,Twintails,Sad,Teef,True,Black,Pie,Hoodie Cheese,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,21.279959760767074,202
203,None,None,None,Bald Udi,Pien Short,Surprised,True,Black,Long Pupils,Jacket White Heart Studs Pink,Mochi,Tubby Crowd Cotton Candy,None,None,None,None,Eyepatch,None,None,None,None,None,28.68928253813406,203
204,None,None,None,Bald Udi,Determined,Wide Cute,False,Black,Dot,None,Matcha,Solid,None,None,None,None,None,None,None,None,None,None,3.092297639085044,204
205,Blush,None,None,Bald Udi,Relaxed,Fanged Smile,False,Grey,Half Lid,Hoodie Tubby Matcha,Bubblegum,Solid,None,None,None,None,None,None,None,None,None,None,20.839933751671484,205
206,None,Paws Together,None,Bald Udi,Pien Cute,Meh,True,Black,Half Lidded,Biker Jacket Spikes,Bubblegum,Solid,Pimp Hat Tiger,None,None,Hearts Solid Purple,None,None,None,None,None,None,56.461790056422764,206
207,None,None,Dark Pink,Mohawk,Surprised,Happy Wide,False,Black,Detailed,Heart Choker Pink,Cotton Candy,Pawprint White Pink,None,None,None,None,None,None,None,None,None,None,22.148927540935453,207
208,Whiskers,Bubble Tea Eyes,None,Bald Udi,Pien Cute,Raspberry,True,Black,Looking Away,Puffer Jacket Orange Black,Ube,Solid,None,None,None,None,None,None,None,None,None,None,29.105084871777915,208
209,None,None,Teal,Mohawk,Chill,Raspberry,False,Black,Looking Away,Trad Artist Teal,Mint,Solid,None,Tubby Baby Mint,None,None,None,None,None,None,None,None,37.024616434997604,209
210,Blush,None,None,Bald Udi,Ayo Thin,Pien,False,Black,Tired,Cape Light Blue,Blue Raspberry,Solid,Wizard Hat Navy,None,None,None,None,None,None,None,None,None,24.908520627193614,210
211,None,Point,None,Bald Udi,Relaxed,Clearly,False,Black,Delighted,Thick String Hoodie Tubby Cats Pink,Mint,Hearts Pattern Purple,Sprinkles Green Purple,None,None,None,None,None,None,None,None,None,38.293012771400434,211
212,Blush,Wizard Orb,Blonde,Short Blunt,Sad,Shocked,True,Black,Dot,Grandpa Navy,Blue Raspberry,Solid,None,None,Raindrop,None,None,None,None,None,None,None,56.44208560260612,212
213,Blush,Bubble Tea Matcha,White Green,Glam Rock,Big Round,Happy Wide,True,Black,Looking Down,Headphones Green Black,Matcha,Star Pattern Black,None,None,None,None,None,None,None,None,None,None,46.03642314725895,213
214,None,None,None,Bald Udi,Pien Short,Unsure,True,Black,Cat Half Lidded,Tubby Overalls Matcha,Matcha,Pawprint Stripes Light Purple,Cap Sock Logo,Tubby Baby Matcha,None,None,None,None,None,None,None,None,48.520967154650236,214
215,None,None,White,Fluffy Short,Angry Cute,Happy Wide,False,Black,Tubby,Ribboned Shirt White Red,Raspberry,Magic Moon Blue,Witch Hat Black Red,None,None,None,None,None,None,None,None,None,39.57384926133793,215
216,Blush,None,Purple,Aristocrat,Sad,Teef,False,Black,Embarrassed,Ribboned Shirt Purple Black,Ube,Solid,None,None,Flower Pink Teal,None,None,None,None,None,None,None,40.0415362670486,216
217,Blush,None,Light Blue,Short Blunt,Angry Cute,Toothy,True,Light Blue,Half Lid,None,Cotton Candy,Galaxy Grid Pink,None,None,None,None,None,Angel,None,None,None,None,62.457649462331865,217
218,None,None,Dark Pink,Aristocrat,Pien Cute,Feather Toy,False,Pink,Plush,Sweater Tubby Logo Pink White Sleeves,Tiramisu,Dots Pink,None,None,None,None,None,None,None,None,None,None,36.28303638319309,218
219,None,None,None,Bald Udi,Pien,Teeth,False,Black,Dot,Sweater Vest Black Gold Star Clip,Mochi,Hearts Pattern Pink Red,Hachimaki Red,None,None,None,None,None,None,None,None,None,22.402386932269657,219
220,None,None,None,Bald Udi,Pien Cute,Grin,True,Black,Dot,Spiked Collar Black,Black Sesame,Solid,Frilly Bow Black,None,None,None,None,None,None,None,None,None,24.64455584189758,220
221,Beauty Mark,Wizard Orb Purple,Black,Face Hugging Short,Pien Short,Confused,False,Black,Long Pupils,Sweater Vest Black,Ube,Tubby Pattern Ube,None,None,Mini Wings,None,None,None,None,None,None,None,61.141336916997425,221
222,Blush,None,Light Blue,Short Blunt,Worried,Tongue Down,False,Black,Knowing Left,Trad Artist Teal,Mint,Tubby Crowd Mint,None,None,None,None,None,None,None,None,None,None,28.526801270946535,222
223,Beauty Mark,None,None,Bald Udi,Angry Thin,Lollipop Pink,False,Black,Squint,Wizard Robe Pink,Mint,Sticker Pattern Light Teal,None,None,None,None,None,None,Double Ear Piercing Left,None,None,None,37.810145618637144,223
224,None,Lollipop Hot Pink,Blonde,Mohawk,None,Special,None,Black,Special,Sweater Vest Yellow Gold TC Clip,Mochi,Gradient Orange,None,None,None,None,None,None,None,None,None,None,43.25528905297179,224
225,Beauty Mark,Lollipop Purple,Dark Pink,Mohawk,Angry Cute,Surprised,True,Purple,Half Lid,Ribbon Tie Seifuku Pink Teal,Ube,Solid,None,None,None,None,None,None,None,None,None,None,55.337702833229294,225
226,Blush,None,None,Bald Udi,Concerned,Pien,None,None,None,Business Casual Pink White,Mochi,Pawprint Stripes Teal,None,None,None,Cool Shades,None,None,None,None,None,None,54.176789461465226,226
