,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
15013,M2 Bored Unshaven,M2 Tweed Suit,M2 Sleepy,M2 Blue,M2 Orange,M2 Trippy Captain's Hat,None,None,51.53803693149903,20471
15014,M1 Dumbfounded,M1 Prison Jumpsuit,M1 Hypnotized,M1 Black,M1 Army Green,M1 Horns,None,None,40.413441952216836,20472
15015,M1 Dumbfounded,None,M1 Angry,M1 Tan,M1 New Punk Blue,M1 Fez,None,None,31.19969906605176,20474
15016,M1 Bored Cigarette,M1 Prom Dress,M1 3d,M1 Golden Brown,M1 Gray,M1 Vietnam Era Helmet,M1 Silver Hoop,None,82.92950626126651,20476
15017,M1 Bored Unshaven,M1 Smoking Jacket,M1 Bloodshot,M1 Brown,M1 Orange,M1 Sea Captain's Hat,None,None,31.17625332815088,20480
15018,M1 Bored,M1 Vietnam Jacket,M1 Wide Eyed,M1 Black,M1 Aquamarine,M1 Bayc Hat Red,M1 Silver Stud,None,72.27618907232932,20482
15019,M1 Bored Pipe,None,M1 Bored,M1 Golden Brown,M1 Army Green,None,None,None,13.557083308797704,20486
15020,M2 Bored Unshaven Kazoo,None,M2 Sleepy,M2 Black,M2 Aquamarine,M2 Faux Hawk,M2 Silver Hoop,None,85.67887506972505,20489
15021,M1 Jovial,M1 Sailor Shirt,M1 Crazy,M1 Black,M1 Yellow,M1 Horns,None,None,39.875582970497284,20490
15022,M1 Phoneme  Ooo,M1 Black T,M1 Scumbag,M1 Pink,M1 Army Green,M1 Fisherman's Hat,None,None,44.1617493870016,20492
15023,M1 Dumbfounded,M1 Tanktop,M1 Robot,M1 Death Bot,M1 Gray,M1 Short Mohawk,None,None,44.65618555050233,20496
15024,M1 Bored Cigarette,None,M1 Sunglasses,M1 Brown,M1 Yellow,None,M1 Diamond Stud,None,58.92703042692051,20498
15025,M1 Bored Unshaven Cigar,None,M1 Bloodshot,M1 Brown,M1 Purple,None,None,None,14.756442419715416,20500
15026,M1 Grin,M1 Black T,M1 Bored,M1 Dark Brown,M1 Aquamarine,M1 Bunny Ears,None,None,30.828824317992833,20502
15027,M1 Grin,M1 Stunt Jacket,M1 Bored,M1 Blue,M1 Army Green,M1 Safari,None,None,36.304337215165795,20504
15028,M1 Bored Kazoo,M1 Bayc T Black,M1 Bored,M1 Cheetah,M1 New Punk Blue,M1 Bunny Ears,None,None,39.48138748419308,20506
15029,M1 Bored,None,M1 Coins,M1 Cheetah,M1 Purple,M1 Bowler,None,None,23.525955815909498,20508
15030,M1 Bored,M1 Striped Tee,M1 Heart,M1 White,M1 Purple,M1 Vietnam Era Helmet,None,None,33.985872816246534,20512
15031,M2 Bored,M2 Lumberjack Shirt,M2 Crazy,M2 Black,M2 Purple,M2 Halo,M2 Diamond Stud,None,95.2095408177687,20515
15032,M1 Dumbfounded,M1 Prison Jumpsuit,M1 Sad,M1 Black,M1 Army Green,M1 Fez,M1 Silver Hoop,None,79.70578210389372,20516
15033,M1 Bored,None,M1 Bored,M1 Cheetah,M1 Orange,M1 Fez,None,None,16.96795344436954,20518
15034,M2 Bored,None,M2 Bored,M2 Cheetah,M2 Orange,M2 Fez,None,None,37.26978883714438,20519
15035,M1 Phoneme Vuh,M1 Caveman Pelt,M1 Scumbag,M1 Cream,M1 Aquamarine,M1 Fisherman's Hat,M1 Silver Stud,None,85.3948879690492,20520
15036,M1 Bored Unshaven,None,M1 Crazy,M1 Brown,M1 Purple,None,None,None,9.932294420482185,20522
15037,M1 Bored,M1 Tanktop,M1 Sleepy,M1 Zombie,M1 Blue,None,M1 Silver Hoop,None,62.027117209374396,20526
15038,M1 Bored Unshaven,M1 Tweed Suit,M1 Sunglasses,M1 Dark Brown,M1 Purple,None,None,None,21.204108147608498,20528
15039,M1 Bored Unshaven Party Horn,M1 Tanktop,M1 Sleepy,M1 Cream,M1 Gray,M1 S&m Hat,None,None,43.005858532287874,20530
15040,M2 Bored Unshaven Party Horn,M2 Tanktop,M2 Sleepy,M2 Cream,M2 Gray,M2 S&m Hat,None,None,53.39548358428827,20531
15041,M1 Tongue Out,M1 Service,M1 Bored,M1 Dark Brown,M1 Orange,None,M1 Silver Stud,None,62.81214189151327,20534
15042,M1 Dumbfounded,M1 Prison Jumpsuit,M1 Coins,M1 Cream,M1 Aquamarine,None,None,None,28.714206194528234,20536
15043,M1 Bored Cigarette,M1 Tie Dye,M1 Laser Eyes,M1 Red,M1 Blue,M1 Short Mohawk,None,None,43.79761734133529,20538
15044,M2 Bored Cigarette,M2 Tie Dye,M2 Laser Eyes,M2 Red,M2 Blue,M2 Short Mohawk,None,None,53.49570848640126,20539
15045,M1 Bored Unshaven Cigarette,M1 Lumberjack Shirt,M1 X Eyes,M1 Robot,M1 Aquamarine,M1 Fisherman's Hat,None,None,44.55596253480999,20544
15046,M1 Rage,M1 Space Suit,M1 3d,M1 Brown,M1 Purple,M1 Vietnam Era Helmet,None,None,40.24975593906158,20548
15047,M2 Rage,M2 Space Suit,M2 3d,M2 Brown,M2 Purple,M2 Vietnam Era Helmet,None,None,52.59705271633061,20549
15048,M1 Bored,M1 Caveman Pelt,M1 Bloodshot,M1 Black,M1 Army Green,M1 Halo,None,None,28.57046159513379,20550
15049,M1 Bored,M1 Tuxedo Tee,M1 Closed,M1 Dark Brown,M1 Gray,M1 Bandana Blue,M1 Silver Hoop,None,71.17042892969702,20554
15050,M1 Phoneme L,M1 Guayabera,M1 Heart,M1 Dark Brown,M1 New Punk Blue,None,None,None,27.14737275055118,20556
15051,M1 Grin,M1 Tanktop,M1 Sleepy,M1 Death Bot,M1 Orange,M1 Vietnam Era Helmet,None,None,41.65954284938826,20558
15052,M1 Bored Unshaven Cigar,M1 Navy Striped Tee,M1 Closed,M1 Cream,M1 Orange,M1 Faux Hawk,None,None,42.86220686874839,20560
15053,M1 Bored Unshaven,M1 Work Vest,M1 Bored,M1 Red,M1 Blue,M1 Horns,None,None,31.78094074202854,20562
15054,M2 Bored Unshaven,M2 Work Vest,M2 Bored,M2 Red,M2 Blue,M2 Horns,None,None,49.820893140101546,20563
15055,M1 Phoneme  Ooo,None,M1 Sleepy,M1 Cream,M1 Aquamarine,M1 Irish Boho,None,None,31.129554408898535,20564
15056,M1 Grin,M1 Bone Tee,M1 Wide Eyed,M1 White,M1 Gray,None,M1 Diamond Stud,None,73.63593185894366,20566
15057,M1 Phoneme Wah,M1 Wool Turtleneck,M1 Crazy,M1 Brown,M1 Blue,None,None,None,27.401280808687982,20568
15058,M1 Bored Unshaven,None,M1 Sad,M1 Blue,M1 Orange,None,None,None,13.610548421012004,20570
15059,M2 Bored Unshaven,None,M2 Sad,M2 Blue,M2 Orange,None,None,None,26.29551980915496,20571
15060,M1 Bored Unshaven,M1 Space Suit,M1 Angry,M1 Brown,M1 Army Green,None,None,None,21.43798425787333,20572
15061,M1 Bored Cigarette,M1 Black T,M1 Blindfold,M1 Brown,M1 Aquamarine,M1 Sea Captain's Hat,None,None,37.66067358763062,20574
15062,M1 Bored,M1 Bandolier,M1 Sad,M1 Noise,M1 Gray,None,None,None,22.877870103620666,20576
15063,M2 Bored,M2 Bandolier,M2 Sad,M2 Noise,M2 Gray,None,None,None,37.22643014877963,20577
15064,M1 Rage,M1 Tanktop,M1 Bored,M1 Pink,M1 Gray,M1 Seaman's Hat,None,None,37.08940527653162,20582
15065,M1 Phoneme L,M1 Lab Coat,M1 Closed,M1 Black,M1 Army Green,M1 Seaman's Hat,None,None,38.89675156611222,20584
15066,M2 Phoneme L,M2 Lab Coat,M2 Closed,M2 Black,M2 Army Green,M2 Seaman's Hat,None,None,52.60372991861646,20585
15067,M1 Bored Unshaven,M1 Bayc T Red,M1 Wide Eyed,M1 Red,M1 Gray,M1 Girl's Hair Pink,None,None,38.696319422264054,20586
15068,M1 Bored Unshaven Cigarette,M1 Work Vest,M1 Sunglasses,M1 Black,M1 New Punk Blue,None,None,None,27.474769125176536,20590
15069,M1 Bored,M1 Puffy Vest,M1 Scumbag,M1 Black,M1 Aquamarine,M1 King's Crown,None,None,32.41236388519308,20592
15070,M1 Grin Diamond Grill,M1 Navy Striped Tee,M1 Bloodshot,M1 Black,M1 Yellow,M1 S&m Hat,None,None,38.50588687802917,20594
15071,M1 Phoneme L,M1 Striped Tee,M1 Bloodshot,M1 Cheetah,M1 Blue,M1 Commie Hat,None,None,41.295403259447355,20596
15072,M1 Jovial,M1 Bone Necklace,M1 X Eyes,M1 Golden Brown,M1 Orange,None,M1 Gold Hoop,None,74.0067452221595,20598
15073,M1 Grin,M1 Prison Jumpsuit,M1 Wide Eyed,M1 Pink,M1 New Punk Blue,M1 Halo,None,None,40.96133105476002,20602
15074,M1 Bored Unshaven,M1 Tuxedo Tee,M1 Sunglasses,M1 Robot,M1 Blue,M1 Short Mohawk,None,None,38.99364018195328,20604
15075,M2 Bored Unshaven,M2 Tuxedo Tee,M2 Sunglasses,M2 Robot,M2 Blue,M2 Short Mohawk,None,None,51.9222233883395,20605
15076,M1 Phoneme L,M1 Service,M1 X Eyes,M1 Brown,M1 Army Green,None,M1 Silver Stud,None,70.10484807717867,20608
15077,M1 Bored,M1 Stunt Jacket,M1 Robot,M1 Dark Brown,M1 Orange,M1 Bunny Ears,None,None,30.89230274699052,20610
15078,M1 Bored Unshaven,None,M1 Coins,M1 Brown,M1 Yellow,M1 Baby's Bonnet,M1 Gold Stud,None,66.5136149516805,20612
15079,M1 Phoneme L,M1 Stunt Jacket,M1 Bloodshot,M1 Dark Brown,M1 Army Green,M1 Short Mohawk,None,None,37.7541965972837,20614
15080,M1 Bored,M1 Hawaiian,M1 Coins,M1 Dark Brown,M1 Orange,M1 Seaman's Hat,None,None,28.583824916203994,20616
15081,M1 Bored Unshaven,M1 Space Suit,M1 Bloodshot,M1 Dark Brown,M1 Purple,M1 Bayc Hat Red,None,None,32.37891854739732,20620
15082,M1 Bored Unshaven,M1 Sleeveless T,M1 Sleepy,M1 Brown,M1 Aquamarine,M1 Irish Boho,M1 Silver Stud,None,73.5823733014648,20622
15083,M2 Bored Unshaven,M2 Sleeveless T,M2 Sleepy,M2 Brown,M2 Aquamarine,M2 Irish Boho,M2 Silver Stud,None,94.49797907541,20623
15084,M1 Bored Pizza,M1 Toga,M1 Eyepatch,M1 White,M1 Gray,M1 Safari,M1 Silver Stud,None,88.44821701895462,20624
15085,M2 Bored Pizza,M2 Toga,M2 Eyepatch,M2 White,M2 Gray,M2 Safari,M2 Silver Stud,None,98.68046119508162,20625
15086,M1 Grin,M1 Prison Jumpsuit,M1 Eyepatch,M1 Dark Brown,M1 New Punk Blue,M1 Fez,None,None,37.53705335889273,20626
15087,M1 Bored,M1 Tie Dye,M1 Bloodshot,M1 Golden Brown,M1 Yellow,M1 Cowboy Hat,None,None,30.347757132571463,20628
15088,M2 Bored,M2 Tie Dye,M2 Bloodshot,M2 Golden Brown,M2 Yellow,M2 Cowboy Hat,None,None,49.409978156389606,20629
15089,M1 Dumbfounded,M1 Bayc T Black,M1 Scumbag,M1 Golden Brown,M1 Orange,M1 Prussian Helmet,None,None,43.142839852689754,20634
15090,M1 Bored,None,M1 Sad,M1 Brown,M1 Orange,M1 Seaman's Hat,None,None,18.023666208868924,20638
15091,M1 Small Grin,M1 Guayabera,M1 Scumbag,M1 Tan,M1 Purple,M1 S&m Hat,None,None,44.52256417843448,20640
15092,M1 Discomfort,M1 Bone Necklace,M1 Sleepy,M1 Dmt,M1 Gray,M1 Beanie,M1 Gold Hoop,None,86.21334101260601,20642
15093,M2 Discomfort,M2 Bone Necklace,M2 Sleepy,M2 Dmt,M2 Gray,M2 Beanie,M2 Gold Hoop,None,98.0724656146802,20643
15094,M1 Dumbfounded,M1 Lumberjack Shirt,M1 Sad,M1 Gray,M1 Blue,M1 S&m Hat,M1 Silver Stud,None,84.20227790237801,20644
15095,M1 Dumbfounded,M1 Navy Striped Tee,M1 Eyepatch,M1 Pink,M1 Army Green,M1 Cowboy Hat,M1 Gold Hoop,None,85.91268259526576,20648
15096,M1 Bored,None,M1 Closed,M1 Brown,M1 Gray,M1 Fez,None,None,17.769760207237567,20652
15097,M1 Rage,M1 Vietnam Jacket,M1 Crazy,M1 Dmt,M1 Purple,M1 Laurel Wreath,None,None,46.15617341557704,20654
15098,M2 Rage,M2 Vietnam Jacket,M2 Crazy,M2 Dmt,M2 Purple,M2 Laurel Wreath,None,None,54.23400904181942,20655
15099,M1 Bored Cigar,M1 Space Suit,M1 Sad,M1 Gray,M1 New Punk Blue,M1 Fez,None,None,44.215210041811446,20658
15100,M2 Bored Cigar,M2 Space Suit,M2 Sad,M2 Gray,M2 New Punk Blue,M2 Fez,None,None,53.63936460790839,20659
15101,M1 Bored Unshaven,M1 Bayc T Black,M1 Sad,M1 Dark Brown,M1 New Punk Blue,None,None,None,20.211886159868996,20664
15102,M1 Bored Unshaven Cigarette,None,M1 Closed,M1 Black,M1 Orange,M1 Bowler,None,None,27.55826938678779,20666
15103,M1 Bored Unshaven,M1 Kings Robe,M1 Bored,M1 Blue,M1 Orange,None,M1 Silver Hoop,None,60.74092943670729,20668
15104,M1 Bored Cigarette,M1 Sailor Shirt,M1 Bored,M1 Dark Brown,M1 Gray,M1 Stuntman Helmet,None,None,31.821022643951814,20674
15105,M1 Bored Cigarette,M1 Navy Striped Tee,M1 Sad,M1 Gray,M1 Purple,M1 Stuntman Helmet,None,None,41.20185795967444,20678
15106,M1 Phoneme Oh,M1 Work Vest,M1 X Eyes,M1 Pink,M1 Aquamarine,M1 Fez,None,None,44.46576055110524,20684
15107,M1 Rage,M1 Bayc T Black,M1 Bloodshot,M1 Zombie,M1 New Punk Blue,None,None,None,29.886800257369384,20690
15108,M1 Bored Unshaven,M1 Sailor Shirt,M1 Bored,M1 Cream,M1 Gray,M1 Sushi Chef Headband,None,None,31.05264321523459,20692
15109,M1 Phoneme Vuh,M1 Tuxedo Tee,M1 Bored,M1 Cheetah,M1 Blue,M1 Beanie,None,None,36.25755462066893,20694
15110,M2 Phoneme Vuh,M2 Tuxedo Tee,M2 Bored,M2 Cheetah,M2 Blue,M2 Beanie,None,None,51.24405091520984,20695
15111,M1 Grin,M1 Prison Jumpsuit,M1 Heart,M1 Red,M1 Purple,M1 Halo,M1 Diamond Stud,None,86.12647908773286,20700
15112,M2 Grin,M2 Prison Jumpsuit,M2 Heart,M2 Red,M2 Purple,M2 Halo,M2 Diamond Stud,None,98.32300669440514,20701
15113,M1 Bored Unshaven,M1 Bandolier,M1 Sad,M1 Brown,M1 Gray,M1 Seaman's Hat,None,None,32.843302243827274,20702
15114,M1 Bored Unshaven Pizza,M1 Navy Striped Tee,M1 X Eyes,M1 Blue,M1 Aquamarine,M1 Bayc Flipped Brim,None,None,45.53479754026197,20706
15115,M2 Bored Unshaven Pizza,M2 Navy Striped Tee,M2 X Eyes,M2 Blue,M2 Aquamarine,M2 Bayc Flipped Brim,None,None,54.066974225390055,20707
15116,M1 Bored Unshaven Bubblegum,M1 Puffy Vest,M1 Sunglasses,M1 Black,M1 Purple,M1 Short Mohawk,None,None,41.465798367477916,20708
15117,M2 Bored Unshaven Bubblegum,M2 Puffy Vest,M2 Sunglasses,M2 Black,M2 Purple,M2 Short Mohawk,None,None,53.007969928885565,20709
15118,M1 Bored Cigarette,M1 Leather Jacket,M1 Coins,M1 Brown,M1 Purple,M1 Irish Boho,None,None,37.67069153387444,20710
15119,M1 Phoneme Wah,M1 Tie Dye,M1 Wide Eyed,M1 Zombie,M1 Aquamarine,M1 Army Hat,None,None,44.813204478319705,20712
15120,M2 Grin,M2 Bayc T Black,M2 Heart,M2 Brown,M2 Blue,None,None,None,37.96474390717113,20715
15121,M1 Grin,M1 Guayabera,M1 Bored,M1 Black,M1 Blue,M1 Bandana Blue,None,None,32.75978740673719,20716
15122,M1 Jovial,M1 Hawaiian,M1 Sleepy,M1 Brown,M1 Yellow,M1 Bayc Hat Black,M1 Diamond Stud,None,82.29144689639683,20718
15123,M1 Grin,None,M1 Coins,M1 Brown,M1 Orange,M1 Sushi Chef Headband,M1 Gold Hoop,None,70.49567881588523,20724
15124,M1 Bored Unshaven,M1 Caveman Pelt,M1 Crazy,M1 Golden Brown,M1 Aquamarine,M1 Cowboy Hat,M1 Silver Stud,None,77.91520554840646,20726
15125,M1 Phoneme Oh,M1 Leather Jacket,M1 Sleepy,M1 Blue,M1 Blue,M1 Seaman's Hat,None,None,42.06710920047408,20730
15126,M1 Phoneme  Ooo,M1 Striped Tee,M1 Closed,M1 Cream,M1 Blue,M1 Party Hat 2,None,None,42.01032186214354,20734
15127,M1 Phoneme Vuh,M1 Space Suit,M1 Blindfold,M1 Brown,M1 Purple,M1 Seaman's Hat,None,None,40.02926321170695,20736
15128,M1 Bored Kazoo,M1 Toga,M1 Eyepatch,M1 Dark Brown,M1 Aquamarine,M1 Prussian Helmet,None,None,41.723027794267026,20740
15129,M1 Grin,M1 Prison Jumpsuit,M1 Zombie,M1 Dark Brown,M1 Blue,None,None,None,25.193013304535604,20742
15130,M1 Phoneme Oh,M1 Bone Tee,M1 Closed,M1 Black,M1 Blue,None,None,None,26.322212499384495,20744
15131,M1 Bored,M1 Toga,M1 Closed,M1 Golden Brown,M1 Blue,M1 Spinner Hat,M1 Silver Hoop,None,73.54898523353006,20746
15132,M1 Bored Unshaven,M1 Tie Dye,M1 Laser Eyes,M1 Dmt,M1 Army Green,M1 Army Hat,M1 Silver Stud,None,82.79255906145232,20748
15133,M2 Bored Unshaven,M2 Tie Dye,M2 Laser Eyes,M2 Dmt,M2 Army Green,M2 Army Hat,M2 Silver Stud,None,96.95669609762741,20749
15134,M1 Grin,M1 Tuxedo Tee,M1 Hypnotized,M1 Dmt,M1 Blue,M1 Halo,M1 Silver Stud,None,85.65545711168434,20750
15135,M2 Grin,M2 Tuxedo Tee,M2 Hypnotized,M2 Dmt,M2 Blue,M2 Halo,M2 Silver Stud,None,97.65822480434831,20751
15136,M1 Dumbfounded,M1 Lab Coat,M1 Sleepy,M1 Dark Brown,M1 Army Green,M1 Beanie,None,None,35.93015704503088,20754
15137,M1 Bored Unshaven Cigarette,M1 Sleeveless T,M1 Laser Eyes,M1 Brown,M1 Gray,None,None,None,28.01932519868436,20756
15138,M2 Bored Unshaven Cigarette,M2 Sleeveless T,M2 Laser Eyes,M2 Brown,M2 Gray,None,None,None,38.95026897545994,20757
15139,M1 Jovial,M1 Sailor Shirt,M1 Bored,M1 Black,M1 Army Green,M1 Sushi Chef Headband,None,None,34.19297770384973,20758
15140,M1 Phoneme Vuh,M1 Bayc T Black,M1 Bored,M1 Brown,M1 Purple,M1 Stuntman Helmet,None,None,33.6651404406521,20762
15141,M1 Bored Cigarette,M1 Bone Necklace,M1 Holographic,M1 Gray,M1 Blue,M1 Fisherman's Hat,None,None,42.91231666208909,20764
15142,M1 Bored Unshaven,M1 Lumberjack Shirt,M1 Angry,M1 Solid Gold,M1 Orange,M1 Army Hat,None,None,39.75199806392297,20766
15143,M2 Bored Unshaven,M2 Lumberjack Shirt,M2 Angry,M2 Solid Gold,M2 Orange,M2 Army Hat,None,None,52.30974887449167,20767
15144,M1 Phoneme Vuh,M1 Biker Vest,M1 Eyepatch,M1 Cream,M1 Gray,M1 Cowboy Hat,None,None,43.129467101769094,20768
15145,M1 Bored Unshaven,M1 Admirals Coat,M1 Heart,M1 Cheetah,M1 Army Green,None,None,None,26.252050524275848,20772
15146,M2 Bored Unshaven,M2 Admirals Coat,M2 Heart,M2 Cheetah,M2 Army Green,None,None,None,38.36898168916041,20773
15147,M1 Bored,M1 Guayabera,M1 Cyborg,M1 Dmt,M1 Orange,None,None,None,24.017098388928492,20774
15148,M1 Phoneme L,M1 Sleeveless T,M1 3d,M1 Cheetah,M1 Purple,M1 Laurel Wreath,M1 Gold Stud,None,88.47828560409451,20776
15149,M1 Tongue Out,M1 Sailor Shirt,M1 Hypnotized,M1 Golden Brown,M1 New Punk Blue,M1 Bunny Ears,M1 Gold Stud,None,87.77006940805498,20778
15150,M1 Bored,M1 Striped Tee,M1 Bored,M1 Brown,M1 Orange,M1 Army Hat,M1 Silver Hoop,None,64.18171436133683,20780
15151,M1 Bored,None,M1 Bored,M1 Black,M1 Purple,None,M1 Gold Stud,None,44.1243112389878,20782
15152,M1 Bored Unshaven Cigarette,M1 Bandolier,M1 3d,M1 Cream,M1 New Punk Blue,M1 Seaman's Hat,None,None,41.9134217585386,20784
15153,M1 Grin,M1 Guayabera,M1 Sleepy,M1 Black,M1 Blue,M1 Bayc Flipped Brim,None,None,36.72526517183076,20786
15154,M1 Grin Multicolored,M1 Sleeveless T,M1 Bored,M1 Brown,M1 New Punk Blue,M1 Fisherman's Hat,None,None,33.66513598268446,20788
15155,M2 Grin Multicolored,M2 Sleeveless T,M2 Bored,M2 Brown,M2 New Punk Blue,M2 Fisherman's Hat,None,None,50.579245020105326,20789
15156,M1 Bored,M1 Black T,M1 Bored,M1 Golden Brown,M1 Orange,None,None,None,12.98574469354116,20790
15157,M1 Bored,M1 Prison Jumpsuit,M1 Angry,M1 Dark Brown,M1 Yellow,None,None,None,16.780905541177102,20792
15158,M1 Bored Cigarette,M1 Black T,M1 Sad,M1 Pink,M1 Aquamarine,None,None,None,27.63177999395936,20794
15159,M1 Bored Dagger,M1 Hip Hop,M1 Sleepy,M1 Pink,M1 Blue,M1 Fisherman's Hat,None,None,43.48358325769703,20796
15160,M1 Bored Unshaven,None,M1 Bloodshot,M1 Cheetah,M1 Aquamarine,M1 Fez,None,None,24.57495091061267,20798
15161,M1 Small Grin,M1 Sailor Shirt,M1 Sleepy,M1 Brown,M1 Blue,M1 Sea Captain's Hat,None,None,37.87782951395338,20800
15162,M1 Phoneme  Ooo,M1 Bandolier,M1 Eyepatch,M1 Golden Brown,M1 Army Green,M1 Sea Captain's Hat,None,None,43.44683661337055,20802
15163,M2 Bored,M2 Bone Necklace,M2 Blindfold,M2 Black,M2 Purple,M2 Bayc Flipped Brim,None,None,50.06810873591051,20807
15164,M2 Phoneme L,M2 Tanktop,M2 Bored,M2 Brown,M2 Army Green,M2 Horns,None,None,50.896617619140116,20811
15165,M1 Bored,M1 Bone Necklace,M1 Coins,M1 Blue,M1 Blue,M1 Horns,M1 Silver Stud,None,75.98766636269664,20812
15166,M1 Bored Unshaven,M1 Tanktop,M1 Bored,M1 White,M1 Purple,M1 Baby's Bonnet,M1 Silver Hoop,None,73.73939308702771,20814
15167,M2 Bored Unshaven,M2 Tanktop,M2 Bored,M2 White,M2 Purple,M2 Baby's Bonnet,M2 Silver Hoop,None,94.40109697545002,20815
15168,M1 Bored Unshaven,M1 Smoking Jacket,M1 Bored,M1 Golden Brown,M1 Yellow,None,M1 Gold Stud,None,60.500410418771445,20816
15169,M1 Phoneme Oh,M1 Black T,M1 Closed,M1 Pink,M1 Army Green,M1 Party Hat 2,None,None,43.0659999896057,20818
15170,M2 Bored,M2 Bayc T Black,M2 Closed,M2 Blue,M2 Blue,None,None,None,36.49480473773389,20821
15171,M1 Bored Cigarette,M1 Pimp Coat,M1 Bored,M1 Dark Brown,M1 Blue,None,None,None,19.146185799969754,20824
15172,M1 Bored Unshaven,M1 Bone Tee,M1 Bored,M1 Blue,M1 Yellow,M1 Cowboy Hat,None,None,30.7018631729594,20828
15173,M1 Bored,M1 Toga,M1 Blindfold,M1 Cheetah,M1 Army Green,None,None,None,22.670745669219038,20830
15174,M1 Bored Unshaven,M1 Caveman Pelt,M1 Eyepatch,M1 Golden Brown,M1 Aquamarine,None,None,None,24.123980774472912,20832
15175,M1 Phoneme  Ooo,M1 Black T,M1 Crazy,M1 Cream,M1 Orange,None,None,None,29.876781282168846,20834
15176,M1 Grin Multicolored,M1 Black Suit,M1 Heart,M1 Red,M1 Army Green,M1 Army Hat,None,None,45.66508588385764,20836
15177,M2 Grin Multicolored,M2 Black Suit,M2 Heart,M2 Red,M2 Army Green,M2 Army Hat,None,None,54.170537299914,20837
15178,M1 Grin Multicolored,M1 Leather Punk Jacket,M1 Eyepatch,M1 Gray,M1 Orange,M1 Spinner Hat,None,None,45.735246487305595,20838
15179,M1 Tongue Out,M1 Tuxedo Tee,M1 Eyepatch,M1 Pink,M1 Orange,M1 Bayc Flipped Brim,None,None,44.65284240620855,20840
15180,M1 Rage,M1 Service,M1 Scumbag,M1 Zombie,M1 Army Green,None,None,None,33.44134914952493,20842
15181,M2 Bored Cigarette,M2 Smoking Jacket,M2 Crazy,M2 Robot,M2 Blue,None,None,None,39.63846213815481,20845
15182,M1 Bored Unshaven,None,M1 Heart,M1 Red,M1 Aquamarine,None,None,None,14.155104152097445,20846
15183,M1 Bored Unshaven,M1 Tanktop,M1 Sleepy,M1 Brown,M1 Army Green,M1 Fisherman's Hat,None,None,31.650632507522463,20848
15184,M1 Grin Diamond Grill,M1 Sleeveless T,M1 Bloodshot,M1 Cream,M1 Blue,M1 Baby's Bonnet,None,None,42.41789078562115,20850
15185,M2 Grin Diamond Grill,M2 Sleeveless T,M2 Bloodshot,M2 Cream,M2 Blue,M2 Baby's Bonnet,None,None,53.091483736455736,20851
15186,M1 Jovial,None,M1 Cyborg,M1 Dark Brown,M1 Aquamarine,None,None,None,17.452481746478416,20856
15187,M2 Jovial,None,M2 Cyborg,M2 Dark Brown,M2 Aquamarine,None,None,None,27.66190619279063,20857
15188,M1 Bored Unshaven,M1 Hip Hop,M1 Bored,M1 Dark Brown,M1 Gray,M1 Bayc Hat Black,M1 Silver Hoop,None,69.49674344792194,20858
15189,M2 Bored Unshaven,M2 Hip Hop,M2 Bored,M2 Dark Brown,M2 Gray,M2 Bayc Hat Black,M2 Silver Hoop,None,93.08821788421406,20859
15190,M1 Bored,M1 Navy Striped Tee,M1 Sad,M1 Golden Brown,M1 Yellow,None,None,None,18.681834511170806,20860
15191,M1 Phoneme L,M1 Work Vest,M1 Coins,M1 Dark Brown,M1 Purple,M1 Bayc Hat Black,None,None,39.74529685630783,20862
15192,M1 Bored Unshaven Bubblegum,M1 Sleeveless Logo T,M1 Crazy,M1 Black,M1 Orange,M1 Commie Hat,None,None,41.49919517929197,20866
15193,M1 Bored Unshaven,None,M1 Bored,M1 Brown,M1 Army Green,M1 Fisherman's Hat,None,None,16.30311771487061,20878
15194,M1 Bored Unshaven Cigarette,M1 Lab Coat,M1 Zombie,M1 Brown,M1 Orange,M1 Beanie,None,None,38.452430339609386,20880
15195,M1 Bored,M1 Work Vest,M1 Heart,M1 Dark Brown,M1 Yellow,M1 Bayc Hat Black,None,None,30.11389576955984,20882
15196,M1 Phoneme L,M1 Bayc T Red,M1 Heart,M1 Death Bot,M1 Yellow,M1 Fisherman's Hat,M1 Silver Stud,None,87.10863700639861,20884
15197,M1 Bored Pipe,M1 Bayc T Black,M1 Sleepy,M1 Pink,M1 Orange,M1 Seaman's Hat,M1 Gold Stud,None,85.81581575478457,20886
15198,M2 Bored Pipe,M2 Bayc T Black,M2 Sleepy,M2 Pink,M2 Orange,M2 Seaman's Hat,M2 Gold Stud,None,97.9722446560565,20887
15199,M1 Jovial,M1 Work Vest,M1 Holographic,M1 Dmt,M1 Blue,M1 Faux Hawk,None,None,47.45906027941832,20888
15200,M2 Jovial,M2 Work Vest,M2 Holographic,M2 Dmt,M2 Blue,M2 Faux Hawk,None,None,54.44113587683845,20889
15201,M1 Bored Unshaven Cigarette,M1 Prison Jumpsuit,M1 Bloodshot,M1 Red,M1 Purple,M1 Commie Hat,None,None,40.67402927055292,20890
15202,M1 Bored Cigarette,M1 Puffy Vest,M1 Sleepy,M1 Death Bot,M1 New Punk Blue,M1 Bayc Flipped Brim,None,None,41.916779649522375,20894
15203,M2 Bored Cigarette,M2 Puffy Vest,M2 Sleepy,M2 Death Bot,M2 New Punk Blue,M2 Bayc Flipped Brim,None,None,52.82756184705718,20895
