,Number,Drip Grade,Core,Drip Score,Neck,Hair,Shirt,Eye Color,Eyes,Race,Background,Hat,Face Decoration,Glasses,Necklace,Earring,Rarity score,Token Id
174,174,b-drip,lolita-prep,34,None,short pink,bear sweater,blue,classic,clay,sonora,cat ears with bell,None,mottega sunglasses blue,None,None,30.232993605199514,174
175,175,normal,harajuku-gyaru,21,None,og green,tie dye shirt,brown,classic,pink,bushland,shy saints cap,None,None,None,None,12.198058909978746,175
176,176,b-drip,lolita-prep,33,spider neck tattoo,og frosted purple,sweater and tie,blue,classic,clay,tennis,cat ears with bell,None,None,None,None,32.94266718229881,176
177,177,ss-drip,prep-hypebeast,60,None,og blue,malenciaga neon,green,crying,tan,mountain,spotted fur hat,None,mottega sunglasses blue,None,double safety pins,53.51180981706265,177
178,178,s-drip,lolita-hypebeast,42,None,short blonde,fleece paisley jacket,green,classic,clay,sunset,blue pink bow,milady pilled tattoo,round glasses,None,safety pin piercing,60.33536204824084,178
179,179,c-drip,prep,26,None,short green,ulzzang coat,blue,sparkle,pale,sonora,None,None,mottega sunglasses yellow,None,None,20.840151053543657,179
180,180,s-drip,hypebeast,43,None,tuft purple,silk shirt,green,classic,tan,roadside,None,milady pilled tattoo,None,None,None,27.47097463003012,180
181,181,c-drip,hypebeast-gyaru,27,None,tuft purple,red puffer,brown,classic,pink,bushland,shy saints cap,None,None,None,chain earrings,27.244981900215155,181
182,182,normal,prep,23,None,og orange,sheep pullover,brown,dilated,clay,clouds,None,None,mottega sunglasses yellow,None,None,19.7460729119805,182
183,183,normal,prep,20,None,braid brown,green blazer,green,teary,pink,clouds,None,None,None,None,None,5.2384806716425505,183
184,184,b-drip,prep,33,castle neck tattoo,short blue,green blazer,brown,teary,pink,bushland,tennis visor,None,None,None,None,32.043506517342415,184
185,185,a-drip,hypebeast,39,None,short pink,malenciaga neon,brown,classic,pale,mountain,None,nose ring gold,None,None,None,20.949188419320905,185
186,186,a-drip,prep-hypebeast,39,None,og frosted blonde,maf rothko,green,teary,pink,casino,tennis visor,star heart tattoo,None,None,None,33.281636583985375,186
187,187,normal,prep,24,castle neck tattoo,short pink,bear sweater,leaf,classic,pale,sunset,None,None,None,None,None,24.705774074850336,187
188,188,b-drip,lolita-prep,34,None,bowl harajuku dye,ribbon lolita,green,closed,clay,bjork,varsity cap,star heart tattoo,None,None,None,33.46769194097578,188
189,189,b-drip,gyaru,34,None,braid brown,leopard polo,blue,sparkle,black,sunset,None,None,None,cherry necklace,None,25.0849908627673,189
190,190,normal,gyaru,23,None,bowl purple,special people shirt,green,teary,clay,sonora,None,None,None,None,dual rings gold,17.293548085078864,190
191,191,normal,prep,12,None,bowl slate,kogal cardigan,brown,classic,pale,mountain,None,None,None,None,None,2.1037042468794716,191
192,192,ss-drip,prep-gyaru,45,None,braid blue,leopard polo,brown,dilated,black,sunrise,earflap cap,None,None,milady beads,None,39.39313137986184,192
193,193,normal,prep-gyaru,25,None,bowl black,ulzzang coat,green,crying,pink,casino,cross cap white,None,None,None,None,14.910223254196941,193
194,194,c-drip,lolita-gyaru,26,None,braid black,maid,brown,closed,pale,bushland,shy saints cap,nose ring gold,None,None,None,31.050406999526075,194
195,195,a-drip,hypebeast,36,None,braid brown,silk shirt,green,sparkle,tan,bushland,None,None,None,None,chain earrings,22.655453059696118,195
196,196,ss-drip,harajuku,53,None,braid brown,bosozuku jacket,green,teary,clay,sunset,fez,milady pilled tattoo,prescription glasses,silver coin necklace,None,66.15749542424003,196
197,197,b-drip,lolita-harajuku,31,None,short blonde,peter pan collar shirt,aqua,teary,clay,sunrise,fez,None,None,None,flower earring,33.256509112879506,197
198,198,normal,lolita,17,None,bowl brown,pink coat,brown,dilated,pale,casino,None,None,None,None,None,4.839020052237177,198
199,199,normal,lolita-gyaru,18,None,og blonde,super lover shirt,green,sparkle,pink,sunrise,maid hat,None,None,None,None,10.932914368227689,199
200,200,a-drip,lolita-hypebeast,38,None,tuft purple,red puffer,blue,dilated,black,xp,pink bonnet,nose ring silver,None,None,double safety pins,51.28312136155026,200
201,201,b-drip,lolita-gyaru,30,None,og blue,remilia tank,green,classic,pink,mountain,cat ears with bell,star heart tattoo,None,None,None,27.332864597741324,201
202,202,c-drip,harajuku-gyaru,26,None,braid black,cardigan tee,brown,classic,clay,sonora,trucker oasis,None,None,None,chain earrings,29.15829886775602,202
203,203,b-drip,lolita-gyaru,30,None,og frosted blonde,ribbon lolita,blue,teary,clay,sunset,cross cap pink,nose ring gold,None,None,None,28.131614917190646,203
204,204,c-drip,prep,29,None,braid purple,pink knit polo,blue,sparkle,clay,clouds,None,None,None,None,loop chain earring,19.10888023944338,204
205,205,normal,hypebeast-gyaru,22,None,og orange,meedles tracksuit,blue,sparkle,clay,mountain,flower clip,None,None,None,None,9.391654954571017,205
206,206,a-drip,harajuku-gyaru,37,None,short pink,hikki condition shirt,aqua,dilated,clay,bushland,bear ears,None,round glasses,None,bar piercings,48.88923170134632,206
207,207,normal,prep,19,None,tuft green,sheep pullover,blue,classic,clay,harajuku,None,None,None,None,None,4.144707038135354,207
208,208,b-drip,lolita-harajuku,34,None,bowl black,cardigan tee,aqua,dilated,clay,roadside,sailor hat,None,larry glasses,girl necklace,None,53.200033068730775,208
209,209,normal,prep,25,None,short blonde,black blazer,green,dilated,pale,sunset,plaid bonnet,teardrops tattoo,None,None,None,23.079372066869478,209
210,210,s-drip,hypebeast-gyaru,41,None,braid black,bowling shirt oriental,green,teary,pink,tennis,trucker pink camo,milady pilled tattoo,None,None,None,35.10280398452938,210
211,211,normal,prep,25,None,bowl blue,black blazer,blue,spiral,clay,sunset,None,None,round glasses,None,double safety pins,33.72184569855491,211
212,212,a-drip,hypebeast-gyaru,35,None,braid brown,maf rothko,leaf,heart eyes,pale,mountain,cross cap pink,None,None,None,None,22.515723587215106,212
213,213,c-drip,prep-hypebeast,28,None,bowl blue,pink knit polo,green,smug,pale,bushland,buckethat,None,None,None,None,16.123224424473264,213
214,214,normal,gyaru,22,None,og green,jesus tank,blue,dilated,clay,casino,None,None,round glasses,None,loop chain earring,31.50981311162035,214
215,215,normal,gyaru,24,None,short green,special people shirt,blue,teary,clay,sunset,trucker white rabbit,None,None,None,None,9.512957077627775,215
216,216,b-drip,hypebeast-harajuku,33,None,og black,leopard vest,green,dilated,clay,sonora,dubai hat,temple cross tattoo,None,None,None,29.471967024323636,216
217,217,a-drip,hypebeast,39,None,bowl black,matagonia pullover,green,dilated,clay,sunset,treeprint bucket,None,None,eth necklace,None,30.074099925518993,217
218,218,a-drip,hypebeast-gyaru,39,None,og frosted blonde,maf creeper,lilac,dilated,pink,sunrise,trucker hat 911,nose ring silver,None,None,bar piercings,48.458490438692735,218
219,219,a-drip,lolita-prep,38,None,braid black,pink coat,green,teary,pink,harajuku,beret,None,None,None,heart pearls earring,33.258739265732615,219
220,220,normal,hypebeast,22,None,og black,mape hoodie,gold,heart eyes,pink,bushland,None,None,None,None,None,11.553717638082595,220
221,221,a-drip,harajuku,39,None,braid purple,zip polo,blue,closed,clay,sunset,None,None,None,coral cross necklace,None,26.9126542477698,221
222,222,normal,harajuku,20,None,og blonde,leopard vest,aqua,sleepy,pink,mountain,None,None,None,None,None,10.184135991642638,222
223,223,s-drip,lolita-harajuku,44,None,bowl black,goth poncho,blue,teary,clay,roadside,cake hat,temple cross tattoo,None,None,flower earring,48.53391174822268,223
224,224,c-drip,hypebeast,26,None,short orange,skull sweater,blue,teary,pink,sunset,None,None,None,None,None,5.470917771131906,224
225,225,a-drip,hypebeast,36,None,braid blue,maf rothko,brown,dilated,pink,roadside,None,None,round glasses,None,dual rings gold,37.24130765457557,225
226,226,b-drip,lolita,31,None,og frosted blonde,peter pan collar shirt,blue,sparkle,pale,tennis,bear hat,None,None,None,None,13.645426768986596,226
227,227,c-drip,prep-gyaru,28,None,tuft dark,super lover shirt,leaf,sleepy,pale,yashima,plaid bonnet,snakebites,None,None,diamond stud,50.12471901349003,227
228,228,normal,lolita-hypebeast,25,None,tuft purple,red puffer,blue,sleepy,pale,bushland,sailor hat,None,None,None,None,11.800701518694986,228
229,229,normal,gyaru,19,None,short green,hikki condition shirt,green,dilated,clay,mountain,None,None,None,None,None,0.706779584138856,229
230,230,a-drip,hypebeast-gyaru,39,None,braid purple,maf rothko,brown,dilated,clay,clouds,cross cap pink,None,None,None,None,16.4057143938693,230
231,231,normal,hypebeast-gyaru,24,None,braid black,skull sweater,green,crying,pale,bushland,shy saints cap,None,None,None,None,12.338091240604562,231
232,232,a-drip,hypebeast,37,lean neck tattoo,bowl harajuku dye,red puffer,blue,classic,clay,casino,None,None,None,None,strawberry earring,39.19616661419392,232
233,233,normal,hypebeast,20,None,braid black,meedles tracksuit,green,teary,clay,sunrise,None,None,None,None,None,3.0154898619281063,233
234,234,c-drip,lolita,29,None,short green,ribbon lolita,brown,heart eyes,black,nagano,None,None,None,None,None,16.61457418854402,234
235,235,a-drip,harajuku-gyaru,36,castle neck tattoo,bowl brown,goth harajuku,blue,dilated,clay,sonora,white cowboy hat,face piercings,round glasses,None,None,64.21311509706072,235
236,236,c-drip,lolita-gyaru,26,None,bowl black,goth poncho,blue,dilated,clay,mountain,denim fish cap,None,None,None,None,12.214998600214505,236
237,237,b-drip,prep-harajuku,33,None,bowl brown,blue sweatervest,blue,classic,clay,sunset,halo,None,mottega sunglasses yellow,None,None,28.34700667927404,237
238,238,s-drip,gyaru,41,lean neck tattoo,braid blue,special people shirt,blue,spiral,pink,nagano,trucker im so,None,None,None,None,38.64875460163207,238
239,239,a-drip,prep-gyaru,38,None,tuft brown,green blazer,blue,sleepy,tan,mountain,shy saints cap,face piercings,sunglasses,None,chrome cross,63.55477349968407,239
240,240,c-drip,prep,27,None,tuft purple,black blazer,brown,teary,pale,mountain,None,teardrops tattoo,mottega sunglasses blue,None,None,36.160060912820676,240
241,241,b-drip,prep,30,None,tuft green,sheep pullover,lilac,sparkle,pink,xp,plaid bonnet,None,None,None,None,19.374898412506468,241
242,242,c-drip,hypebeast-gyaru,27,None,og orange,western jacket,grey,classic,pink,streets,trucker pink camo,None,None,None,None,20.846860791709755,242
243,243,b-drip,harajuku-gyaru,33,None,None,hikki condition shirt,brown,sparkle,pink,sunrise,strawberry hat,teardrops tattoo,round glasses,None,None,45.123593838049345,243
244,244,c-drip,harajuku-gyaru,28,None,braid green,cardigan tee,lilac,sparkle,pale,sunset,denim fish cap,None,None,None,None,17.200128609716696,244
245,245,a-drip,prep-gyaru,37,None,braid blue,tennis outfit,green,sparkle,clay,sunset,denim usa cap,None,None,None,None,13.260836529913117,245
246,246,a-drip,lolita,38,None,og frosted purple,ribbon lolita,green,sleepy,pale,sunrise,blue pink bow,gucci cone tattoo,None,None,double safety pins,43.98221749358635,246
247,247,b-drip,hypebeast-gyaru,31,None,tuft purple,meedles tracksuit,blue,sleepy,pink,bushland,denim usa cap,star heart tattoo,None,None,None,28.77349591279384,247
248,248,a-drip,harajuku,39,None,tuft purple,zip polo,blue,spiral,pale,roadside,None,None,None,mestwood pearl necklace,None,28.876104854804936,248
249,249,normal,lolita,16,None,og blue,peter pan collar shirt,brown,classic,pale,roadside,None,None,None,None,None,4.5504515613592575,249
250,250,c-drip,prep,26,None,og blonde,knit sweater,blue,sparkle,clay,sunrise,earflap cap,None,prescription glasses,None,None,26.638502042172906,250
251,251,s-drip,gyaru,42,None,tuft dark,leopard polo,green,sparkle,tan,clouds,workin cap,nose ring silver,None,smiley bead necklace,None,51.44391939500894,251
252,252,s-drip,hypebeast-gyaru,41,None,short blue,maf rothko,brown,sparkle,pale,streets,workin cap,face piercings,None,None,cherry earring,46.95324788935619,252
253,253,b-drip,harajuku-gyaru,31,None,short pink,special people shirt,green,sleepy,pink,sunset,bandana,None,None,None,None,14.534144785011,253
254,254,b-drip,hypebeast-harajuku,32,None,braid green,goth harajuku,gold,crying,clay,tennis,buckethat,None,None,None,None,24.330659998643437,254
255,255,normal,lolita,18,None,braid brown,peter pan collar shirt,aqua,classic,clay,sunset,None,None,round glasses,None,None,22.612926603164556,255
256,256,c-drip,prep,26,None,braid black,ulzzang coat,lilac,classic,tan,sonora,None,None,None,None,None,14.412675965890182,256
257,257,b-drip,hypebeast-gyaru,31,None,og frosted blonde,meedles tracksuit,brown,classic,clay,sunrise,trucker construction,None,prescription glasses,None,cross earring,41.66963319131435,257
258,258,normal,gyaru,23,None,bowl blue,jesus tank,green,sparkle,clay,sunset,None,None,mottega sunglasses yellow,girl necklace,None,33.508387565290555,258
259,259,normal,gyaru,17,None,og blonde,hikki condition shirt,green,dilated,pale,clouds,None,None,None,None,None,2.419563687977726,259
260,260,normal,gyaru,18,None,bowl brown,im cute im punk shirt,lilac,classic,pink,sunrise,None,None,prescription glasses,None,None,22.213629766236252,260
261,261,normal,lolita,19,None,braid brown,blue pink shirt,brown,closed,pale,yashima,None,None,None,None,None,8.28524154785123,261
262,262,a-drip,prep-hypebeast,39,lean neck tattoo,short blonde,maf rothko,green,dilated,clay,sunset,bean hat,temple cross tattoo,None,None,None,47.56139307204963,262
263,263,normal,gyaru,18,None,short blue,special people shirt,brown,classic,pink,mountain,None,None,None,None,None,2.2794248804463355,263
264,264,b-drip,harajuku-gyaru,32,None,braid purple,super lover shirt,blue,classic,clay,sonora,bandana,face piercings,None,None,None,29.38622477012839,264
265,265,normal,lolita-harajuku,25,None,braid brown,goth harajuku,brown,classic,pale,sunset,blue pink bow,None,round glasses,None,None,26.537919567876923,265
266,266,c-drip,prep-harajuku,27,None,None,bear sweater,blue,closed,pink,casino,strawberry hat,None,None,None,None,19.123909756569553,266
267,267,normal,lolita-gyaru,23,None,braid green,blue ribbon tank,green,sparkle,clay,bushland,fuzz earmuffs,nose ring silver,None,None,None,24.932143495800688,267
268,268,ss-drip,gyaru,50,None,tuft purple,blue ribbon tank,green,closed,alien,roadside,aloha visor,None,None,lean neck tattoo,None,42.01503477326867,268
269,269,b-drip,hypebeast-harajuku,33,None,og orange,chore coat,brown,crying,pink,sunrise,kossphones,None,prescription glasses,None,None,32.95318970940975,269
270,270,normal,prep,25,None,og blonde,green blazer,brown,dilated,pink,nagano,plaid bonnet,None,None,None,None,12.760431149198922,270
271,271,normal,lolita-gyaru,23,None,bowl blue,blue ribbon tank,green,sparkle,clay,bushland,goth headband,None,None,girl necklace,None,27.290575775286136,271
272,272,a-drip,lolita-hypebeast,35,None,braid purple,skull sweater,blue,teary,clay,sonora,sailor hat,nose ring gold,None,None,None,32.63134650497598,272
273,273,a-drip,prep-gyaru,35,None,tuft purple,super lover shirt,blue,classic,pink,sunrise,earflap cap,star heart tattoo,None,None,flower earring,42.67754279600844,273
274,274,b-drip,hypebeast-gyaru,30,None,bowl purple,western jacket,aqua,closed,pale,mountain,backwards trucker pink,None,round glasses,None,None,34.462776699564515,274
275,275,b-drip,gyaru,32,spider neck tattoo,og blue,mwo shirt,green,sparkle,clay,nagano,trucker oasis,None,None,None,None,30.636402132103658,275
276,276,normal,harajuku,24,None,bowl green,heihei shirt,green,dilated,pink,clouds,None,None,None,None,None,4.851733694451242,276
277,277,normal,lolita-gyaru,20,None,bowl slate,pink coat,green,sleepy,pale,sunrise,trucker white rabbit,None,None,None,None,11.55603651521674,277
278,278,b-drip,lolita-gyaru,34,None,braid brown,cactus shirt,green,sparkle,black,mountain,pink bonnet,None,round glasses,None,None,32.43674196274059,278
279,279,c-drip,gyaru,27,None,short blonde,mouse tank,aqua,spiral,pale,sonora,None,None,None,mestwood pearl necklace,cross earring,44.094818608804694,279
280,280,normal,lolita,20,None,og orange,pink coat,green,sleepy,clay,bushland,None,None,round glasses,None,None,19.062374894031596,280
281,281,b-drip,lolita-hypebeast,34,lean neck tattoo,og green,mape hoodie,aqua,sparkle,pink,sunset,bear hat,None,None,None,None,36.66647884975518,281
282,282,normal,lolita-gyaru,25,None,bowl slate,special people shirt,green,sparkle,tan,sonora,cat ears with bell,None,None,None,None,15.156917636981843,282
283,283,s-drip,prep-gyaru,40,None,tuft green,sheep pullover,brown,classic,pink,sunrise,brown cowboy hat,None,sunglasses,None,burger earring,46.330110912982,283
284,284,c-drip,prep,29,None,short blue,green blazer,green,teary,tan,roadside,None,black hearts tattoo,None,None,None,25.6327351648559,284
285,285,normal,prep,20,castle neck tattoo,og black,black blazer,brown,dilated,pink,yashima,None,None,None,None,None,23.398975675337653,285
286,286,b-drip,gyaru,31,None,bowl slate,active dissident shirt,brown,dilated,pink,mountain,None,None,sunglasses,None,chrome cross,33.42961580859167,286
287,287,normal,gyaru,19,None,og green,mouse tank,leaf,teary,pale,mountain,None,None,None,None,cross earring,21.490203097762752,287
288,288,a-drip,hypebeast,35,None,braid brown,meedles tracksuit,lilac,crying,tan,roadside,None,face piercings,None,None,dual rings gold,47.48629148707782,288
289,289,normal,gyaru,24,lean neck tattoo,tuft dark,active dissident shirt,blue,dilated,clay,nagano,None,None,None,None,None,21.18878172997042,289
290,290,normal,gyaru,25,None,braid green,special people shirt,blue,dilated,pink,sunset,None,temple cross tattoo,None,None,None,15.971904002808868,290
291,291,c-drip,lolita-gyaru,26,None,bowl slate,super lover shirt,green,sparkle,tan,streets,sailor hat,None,None,None,None,18.469363475108036,291
292,292,c-drip,hypebeast,26,None,tuft purple,mape hoodie,brown,sleepy,pink,sunset,None,None,None,None,None,6.518615237157848,292
293,293,normal,prep-gyaru,21,None,og orange,blue sweatervest,blue,smug,pink,sunrise,trucker oasis,None,None,None,None,14.178380609898545,293
294,294,a-drip,hypebeast-harajuku,39,None,tuft green,heihei shirt,grey,classic,pink,sunrise,buckethat,None,None,lean neck tattoo,flower earring,52.26983116229157,294
295,295,normal,prep,19,None,bowl slate,knit sweater,brown,classic,pale,clouds,None,None,None,evil eye necklace,None,20.82705677584199,295
296,296,a-drip,harajuku-gyaru,36,None,og frosted purple,goth harajuku,blue,classic,tan,sunset,flower clip,nose ring silver,None,None,None,32.8780816676303,296
297,297,normal,gyaru,24,None,bowl slate,hikki condition shirt,blue,classic,pale,sunset,shy saints cap,None,None,None,None,7.679053051524688,297
298,298,a-drip,gyaru,37,None,tuft blue,leopard polo,brown,sparkle,clay,mountain,trucker white rabbit,snakebites,None,girl necklace,None,45.24906327346933,298
