,Headgear,Offhand,Clothing,Mouth,Eyes,Type,Background,Hand,Special,Shoe,Face,Eyebrows,Rarity score,Token Id
203,None,None,Black Track Jacket with Green Frog Cross-body Bag,Wide Happy Smile,Focused,Coffee Bean,Off White A,None,None,None,None,None,5.211201149307263,203
204,Red Hair Bow,Kanabo,Pink Hoodie with Backpack,Mischievous,Dizzy,Edamame,Off White C,Axe,None,None,None,None,40.418137372255174,204
205,None,None,Golden Frog Kigurumi,Closed,Spirit - Dots,Red Bean,Red,Golden Hook Sword,Fireflies,None,Kabuki Face Paint,None,48.48378812599779,205
206,None,None,Reversible Bomber Red Side,Bubble Gum,Cross-eyed,Blue Bean,Off White D,Fire,Fireflies,None,None,None,34.7019926222307,206
207,Sloth Headband,None,Black Bomber over Hoodie,Drool,Friendly Wink,Pinto Bean,Off White C,Magic Wand,None,None,None,Surprised,42.18162286167225,207
208,Soy Sauce Dish,None,Blue Flower Kimono,Kiss,Side Eye,Blue Bean,Off White C,None,None,Red Slides,Blush,None,41.24003806498157,208
209,Full Bandana,None,Yellow Camo Hoodie Up,Wide Missing Tooth Smile,Dots,Red Bean,Off White D,None,None,Sloth Slippers,None,None,25.512090487549678,209
210,None,Paintbrush,None,Closed,Sussy,Edamame,Off White C,None,None,Blue Camo Slides,None,None,29.16542715728163,210
211,None,None,Yellow Puffer Jacket,Bubble Gum,Friendly Wink,Red Bean,Dark Purple,Shinai,None,None,None,None,18.861559111475984,211
212,None,None,White Qipao,Nom,Dots,Coffee Bean,Off White A,None,None,None,None,None,3.7070491457695818,212
213,Frog Bucket Hat,None,None,Kiss,Confused,Lentil,Off White C,Ledger,None,None,None,None,24.370692841456194,213
214,Frog Headphones,None,Oversized White T-shirt,Whistling,Friendly Wink,Red Bean,Off White A,None,None,None,None,None,12.912312390459544,214
215,None,Leaf,None,Missing Tooth Grimace,Cheeky Wink,Purple Bean,Off White C,None,None,None,Round Glasses,None,27.552767899403197,215
216,None,Monkey King Staff,Green Varsity Jacket,Closed,Friendly Wink,Edamame,Off White D,None,None,None,None,None,15.364542005080692,216
217,None,None,Red Hoodie Zip-up,D:,Closed,Coffee Bean,Off White A,None,None,None,Ji Eyeband,None,16.338366957668143,217
218,Full Bandana,None,IKZ Hoodie Up,:c,Sad,Pinto Bean,Off White D,None,None,None,None,None,13.438872426785187,218
219,None,None,Red Panda Kigurumi,Open Smile,Smile,Red Bean,Off White A,Fan,None,None,None,None,15.817399525618312,219
220,None,None,Green Yukata,Grimace,Confused,Blue Bean,Off White B,None,None,Black Chucks,None,None,19.977146749560575,220
221,None,None,Red Hoodie Up,Drool,Half-open,Black Eyed Bean,Off White C,None,None,Frog Flippers,None,None,19.471807340341698,221
222,Backwards Cap,Fox Fire,Tighty Whities,:O,Smile,Coffee Bean,Off White C,None,None,None,None,Curious,41.13970206290455,222
223,None,None,White Noragi,Smile,Half-open,Purple Bean,Off White C,None,None,None,None,None,3.4198125585575716,223
224,Red Panda Baseball Cap,Axe,Black Perfecto Leather Jacket,:O,Cheeky Wink,Pinto Bean,Off White D,None,None,None,None,None,26.071780339243205,224
225,Beanie,None,None,Nom,Smile,Coffee Bean,Off White D,None,Lightning,None,None,None,27.148623137490468,225
226,None,None,Black Camo Jacket,:P,Dizzy,Lentil,Off White A,None,None,None,None,None,5.398073860206625,226
227,Frog Headphones,None,White Puffer Vest,Nom,Smile,Edamame,Cool Gray,None,None,Frog Flippers,None,None,30.872056863417413,227
228,Bean Baseball Cap,None,Oversized Sloth T-shirt,Straw Leaf,Friendly Wink,Jelly Bean,Off White A,None,None,None,None,Curious,29.83003939516717,228
229,None,None,Black Bomber over Hoodie,Triangle,Closed,Black Bean,Off White C,Maneki Neko Coin,None,None,Ji Eyeband,None,28.974841381977722,229
230,Cowboy Hat,None,White Perfecto Leather Jacket,Cat,Half-open,Golden Bean,Red,None,None,None,None,Angry,31.57069064903899,230
231,Cat Mask,None,IKZ Hoodie Up,Sleepy,Closed,Lentil,Off White A,None,None,None,None,None,13.249219080963778,231
232,Red Toque,None,Yellow Bomber over Hoodie,:P,Cheeky Wink,Jelly Bean,Off White D,None,None,None,None,None,13.595364898103469,232
233,Faux Fur Trim Bucket Hat,None,Bathrobe,Wide Missing Tooth Smile,Dots,Red Bean,Dark Blue,Round Fan,None,None,Round Glasses,None,39.788535595593046,233
234,Full Bandana,None,Red Varsity Jacket,Smile,Side Eye,Edamame,Cool Gray,None,None,Black Boots,Red Fang Face Paint,None,43.369054702211,234
235,Cowboy Hat,None,White Sweater,Nom,Half-open,Edamame,Cool Gray,None,None,None,None,None,15.302004619988544,235
236,Red Toque,Lantern,Green Hoodie Stripes,Kiss,Sad,Red Bean,Off White D,Monkey King Staff,None,None,Eye Patch,None,49.31686362090644,236
237,None,None,White Scrunched Hoodie,Kiss,Lashes,Purple Bean,Off White C,Axe,None,None,Round Glasses,None,29.3706929284572,237
238,None,None,Cross-body Bag,Kiss,Side Eye,Jelly Bean,Off White D,None,None,None,None,None,4.339466861341037,238
239,Frog Bucket Hat,None,Cross-body Bag,Drool,Cheeky Wink,Black Eyed Bean,Off White B,None,None,None,None,Determined,29.589795049826055,239
240,Black Toque,None,None,uwu,Smile,Purple Bean,Off White A,None,None,None,None,None,11.73405021872724,240
241,None,Cocktail Umbrella,Red Noragi,Kiss,Closed,Pinto Bean,Dark Purple,None,Butterfly,None,None,None,35.87926957278284,241
242,None,None,Yellow Puffer Jacket,Kiss,Stare,Blue Bean,Off White B,None,None,None,None,None,4.343114580122078,242
243,None,Ledger,White Perfecto Leather Jacket,uwu,Smile,Coffee Bean,Cool Gray,Cigar,None,None,Clear Glasses,None,45.26515082306402,243
244,Bean Baseball Cap,Fan,None,Buckteeth,Stare,Edamame,Off White D,None,None,None,None,None,22.53153657324665,244
245,Kanzashi,None,Open Cat Denim Jacket,:c,Focused,Black Bean,Off White D,Lightning,Fireflies,None,None,None,42.81483923524917,245
246,None,None,White Sweater,Open Smile,Smile,Lentil,Off White B,None,None,None,Round Glasses,None,16.62377703133884,246
247,Jiang Shi Hat,None,None,Meh,Dots,Lentil,Off White C,Golden Magic Wand,None,None,Shades,None,36.60188199984655,247
248,None,None,Red Noragi,Wide Happy Smile,Stare,Pinto Bean,Off White D,None,None,None,None,None,3.9795345326732234,248
249,Pointy Straw Hat,Zanbato,Blue Camo Hoodie with Backpack,Closed,Cheeky Wink,Jelly Bean,Dark Blue,None,None,None,None,None,28.991570451063602,249
250,None,Zanbato,Red Sweat Shorts,Closed,Half-open,Red Bean,Off White B,Cocktail Umbrella,None,Fiery Wheels,Face Mask,None,54.96351434958818,250
251,None,Coffee Cup,Black Tank Top,Yum,Stare,Red Bean,Off White D,None,None,None,None,None,14.171539431981351,251
252,None,None,Green Jacket Hood Up,Open Smile,Closed,Blue Bean,Off White A,Paintbrush,None,None,Ji Eyeband,None,28.69961407936083,252
253,None,None,None,:c,Dots,Black Bean,Off White C,Fan,None,None,None,None,13.879753844207618,253
254,Newsboy Cap,None,None,uwu,Closed,Black Eyed Bean,Off White C,Q-tip,None,Red Panda Slippers,None,None,38.5698170167227,254
255,None,Zanbato,None,Wide Happy Smile,><,Pinto Bean,Off White D,None,None,None,Round Glasses,None,27.155130031447676,255
256,None,None,Bean Shorts,Nom,Friendly Wink,Purple Bean,Off White B,None,None,None,None,Determined,19.137639750532436,256
257,None,None,None,Closed,Sussy,Pinto Bean,Off White A,Cocktail Umbrella,None,None,None,None,15.982208796697522,257
258,Pointy Straw Hat,None,Black Camo Jacket,Buckteeth,Half-open,Red Bean,Off White A,None,None,None,None,None,12.051621128264342,258
259,Straw Hat,None,Blue Jacket,Grimace,Friendly Wink,Red Bean,Off White A,None,None,None,None,None,12.725442540772958,259
260,Cowboy Hat,None,None,Mustache - Small,Side Eye,Red Bean,Dark Purple,None,None,None,None,None,13.082651410627873,260
261,None,None,Black Track Jacket with Green Frog Cross-body Bag,Nom,Half-open,Golden Bean,Red,None,None,None,None,Concerned,21.65525226713835,261
262,Chauffeur Cap,None,White Business Attire,uwu,Sad,Blue Bean,Dark Purple,None,None,None,None,None,16.686466192785403,262
263,None,Dumbbell,Yellow Puffer Jacket,Nom,Sleep-deprived,Coffee Bean,Off White D,None,Earth,Yellow Kicks,Clear Glasses,None,60.6018227745069,263
264,Pointy Straw Hat,None,Green Hoodie Stripes,Open Smile,Cheeky Wink,Jelly Bean,Off White D,None,Smoke,Blue Sneakers,None,None,44.50014606518267,264
265,None,None,Bead Bracelet,Meh,Closed,Red Bean,Off White D,Q-tip,None,None,Ji Eyeband,None,26.731635595082658,265
266,Beanie,None,Sloth Sweater,Nom,Closed,Red Bean,Off White C,None,None,None,None,Angry,24.98830453384602,266
267,Kanzashi,None,Cross-body Bag,Cat,Dots,Coffee Bean,Off White C,None,None,None,Shades,None,25.918949619181262,267
268,Cowboy Hat,None,Red Bean Necklace,Open Smile,Dots,Lentil,Cool Gray,None,None,Brown Boots,None,None,29.838377048331015,268
269,McBean Visor,None,Tech Shorts,Wide Missing Tooth Smile,Sad,Pinto Bean,Red,None,None,None,None,None,17.232329063067883,269
270,Straw Hat,Q-tip,None,Open Smile,Stare,Coffee Bean,Off White D,Key,None,None,Round Glasses,Curious,62.124242408286236,270
271,None,Gold Bean,Oversized Sloth T-shirt,Spirit - Closed,Spirit - Dots,Spirit Bean,Cool Gray,None,None,None,None,None,23.199917067396736,271
272,Red Panda Mask,None,Green Hoodie Stripes,Open Smile,Stare,Black Bean,Red,None,None,None,None,None,15.08660278040305,272
273,None,None,White Perfecto Leather Jacket,Nom,Side Eye,Black Bean,Off White A,None,None,None,None,None,4.854949998718079,273
274,None,None,Oversized Black BEANZ Graffiti T-shirt,Buckteeth,Lashes,Black Bean,Off White A,Paintbrush,None,None,None,None,17.36294673573844,274
275,None,None,Oversized Red BEANZ Logo T-shirt,Closed,Stare,Lentil,Off White C,None,None,None,None,None,3.289114545348474,275
276,None,None,Cat Kigurumi,Buckteeth,Lashes,Blue Bean,Red,None,None,None,None,None,6.49077342630429,276
277,None,None,White Green Sweatsuit,Grimace,Smile,Black Bean,Off White C,None,None,None,None,None,4.747257501980831,277
278,Cat Mask,Boombox,Brown Yukata,Yum,Friendly Wink,Purple Bean,Off White D,None,Fireflies,None,None,None,42.45680411568786,278
279,None,Water,None,Closed,Confused,Pinto Bean,Off White C,None,None,None,None,None,15.053405082129714,279
280,Frog Bucket Hat,None,Bean Shorts,uwu,Closed,Black Eyed Bean,Off White A,None,None,None,None,None,13.72791692977745,280
281,None,Kanabo,Red Camo Jacket,uwu,><,Red Bean,Dark Purple,None,Butterfly,None,Tears,None,48.140462722209406,281
282,None,None,Reversible Bomber Blue Side,Wide Happy Smile,Smile,Black Bean,Red,Paintbrush,None,None,None,None,19.81244998470871,282
283,None,None,White Business Attire,Straw Leaf,Stare,Black Bean,Off White B,None,None,None,None,None,4.820885812234604,283
284,None,None,None,Closed,Stare,Purple Bean,Off White A,Shield,None,None,None,Sad,29.374356111499196,284
285,None,None,Khaki Tactical Vest,Closed,Closed,Red Bean,Dark Purple,None,None,None,Bandaid,None,16.18193424894461,285
286,None,None,Shirt,Open Smile,Smile,Coffee Bean,Off White C,Tech Deck,None,None,None,None,17.020524415153755,286
287,Black Bucket Hat,Kanabo,Cargo Shorts,Nom,Sussy,Red Bean,Off White C,None,None,None,None,None,24.94785333774084,287
288,None,None,IKZ Hoodie Up,:c,Sad,Jelly Bean,Off White A,None,Smoke,None,None,None,22.385112846809243,288
289,Cat Mask,Gold Bean,Red BEANZ Puffer Jacket,uwu,Lashes,Edamame,Off White C,None,None,None,Blush,Determined,52.94510358823668,289
290,None,None,Yellow Camo Hoodie Up,D:,Cheeky Wink,Lentil,Off White C,None,None,None,None,Sad,19.37422317668758,290
291,None,None,Green Sweat Shorts,uwu,Focused,Black Bean,Dark Blue,None,None,None,None,None,7.326623106308647,291
292,Sushi Chef,None,None,Drool,Stare,Black Bean,Off White D,Shinai,Smoke,None,None,Curious,54.73518312912577,292
293,None,None,Green Sweat Shorts,Meh,Stare,Lentil,Off White C,Golden Shield,None,None,None,Sad,32.433089834536744,293
294,Sloth Beanie,None,Pink Kimono,Smile,Focused,Black Eyed Bean,Off White B,None,None,None,None,None,14.815027306658163,294
295,None,Leaf,Blue Camo Hoodie with Backpack,:c,Lashes,Blue Bean,Cool Gray,Ledger,None,None,Clear Glasses,None,44.34286074180871,295
296,None,None,Pink Hoodie with Backpack,Closed,Lashes,Jelly Bean,Off White A,None,None,None,None,None,4.545639219183079,296
297,None,Fire,Green Camo Tank Top,Kiss,><,Black Eyed Bean,Off White C,None,None,None,None,None,17.96590953490252,297
298,Bean Baseball Cap,None,Blue Jacket,Wide Toothy Smile,Sleep-deprived,Purple Bean,Off White B,Poker Chip,None,None,None,Sad,42.611481973673385,298
299,None,None,Oversized Red BEANZ Logo T-shirt,Kiss,Lashes,Jelly Bean,Off White A,None,None,None,None,Determined,19.57027598846252,299
300,None,Magic Wand,IKZ Hoodie Up,Smile,Closed,Purple Bean,Off White B,None,None,Black Boots,None,None,30.531385613022255,300
301,Fedora,None,White Perfecto Leather Jacket,Kiss,Lashes,Lentil,Off White C,None,None,None,None,Surprised,27.88966245441596,301
302,None,None,Hawaiian Shirt,Yum,Dots,Black Bean,Off White D,None,None,None,None,None,2.878579312560675,302
303,None,Coffee Cup,Green Full Zip Hoodie,:P,Friendly Wink,Edamame,Red,None,None,None,None,Determined,33.72453027452064,303
304,None,None,Red Samurai Armor,uwu,Confused,Pinto Bean,Off White B,None,None,None,Round Glasses,None,18.425226744550883,304
305,Black Toque,None,Blue Jacket,Mustache - Small,Stare,Black Eyed Bean,Red,None,None,None,None,Happy,31.638808823023872,305
306,Cat Headphones,None,Pink Hoodie with Backpack,Kiss,Side Eye,Blue Bean,Off White B,Green Katana,None,None,None,Angry,41.48666937773497,306
307,Red Samurai Helmet,None,Red Noragi,Smile,Confused,Red Bean,Off White B,None,None,None,Monkey King Face Paint,None,25.488174459179742,307
308,Kappa - Hair,Cocktail Umbrella,None,Kappa - Beak,Dots,Edamame,Dark Purple,Cigar,None,None,Shades,Determined,66.6323224975967,308
309,Trucker Hat,None,White Puffer Vest,Mustache - Small,Stare,Red Bean,Off White B,Bat,None,Black Chucks,Tears,Angry,67.04183570308237,309
310,None,None,Oversized Cat T-shirt,Open Smile,Cheeky Wink,Lentil,Off White D,None,None,None,None,None,3.0230903730314895,310
311,None,None,White Sweater,Buckteeth,Stare,Coffee Bean,Off White A,Red Katana Sheathed,None,None,None,Surprised,31.83845435641993,311
312,Black Bucket Hat,None,None,Kiss,Friendly Wink,Pinto Bean,Dark Blue,None,None,None,Clear Glasses,Concerned,41.40296885768718,312
313,None,None,Red BEANZ Puffer Jacket,Wide Toothy Smile,Cheeky Wink,Pinto Bean,Off White A,None,None,None,Bandaid,None,18.022044821523682,313
314,Lotus Leaf,None,Pink Hoodie with Backpack,:P,Half-open,Lentil,Off White C,None,None,White Kicks,None,None,27.907167199578726,314
315,None,Fox Fire,Red Hoodie Up,Wide Toothy Smile,Half-open,Edamame,Off White C,None,None,Blue Sneakers,None,None,30.951135881279544,315
316,None,None,Oversized Gray T-shirt with Red Cross-body Bag,Open Smile,Focused,Red Bean,Off White C,None,None,Sloth Slippers,Round Glasses,None,29.73517661498904,316
317,Cowboy Hat,Spray Paint,None,Smile,Fire,Black Bean,Off White B,None,None,None,None,None,24.654198317990158,317
318,Lotus Leaf,Banner,Oversized Gray T-shirt with Red Cross-body Bag,uwu,Stare,Red Bean,Off White A,None,None,None,Round Glasses,None,37.12932278189319,318
319,None,Lightning,Red Varsity Jacket,Meh,Dots,Black Eyed Bean,Red,None,None,None,Shades,Concerned,46.57577943614536,319
320,None,None,Oversized Sloth T-shirt,Missing Tooth Grimace,Closed,Purple Bean,Off White C,None,None,White Sneakers,Sleep Mask,None,31.409490205441227,320
321,Frog Mask,Monk Staff,Red Hoodie Zip-up,Smile,Dots,Red Bean,Off White C,None,None,None,None,None,23.588287569642187,321
322,Red Panda Mask,None,IKZ Hoodie Up,Closed,Confused,Blue Bean,Off White C,Red Katana Sheathed,None,None,None,Angry,40.6969280514343,322
323,Full Bandana,None,None,Wide Happy Smile,Stare,Coffee Bean,Off White C,Red Katana Sheathed,None,Sloth Slippers,None,None,38.62501830528143,323
324,Trapper Hat,None,None,Mustache - Small,Sad,Purple Bean,Off White D,None,None,None,None,None,11.306027636423346,324
325,Chauffeur Cap,None,Sumo Belt,Kiss,Side Eye,Red Bean,Off White B,None,Devil Wings,None,None,None,29.863111209675075,325
326,McBean Visor,None,None,Drool,Smile,Black Bean,Cool Gray,Match,None,None,None,None,27.16715624738591,326
327,Full Bandana,Cigar,Black Tank Top,Mustache - Small,Sleep-deprived,Purple Bean,Off White D,None,None,None,None,None,26.394880260383925,327
328,Black Bucket Hat,None,Orange Sweat Shorts with Bag,Kiss,Smile,Lentil,Off White C,Monkey King Staff,None,None,Clear Glasses,None,39.022696963716236,328
329,None,None,Sloth Sweater,Closed,Sleep-deprived,Black Eyed Bean,Off White D,None,None,None,Big Glasses,None,16.798711986986557,329
330,None,None,Oversized Sloth T-shirt,Yum,Pretty,Blue Bean,Dark Purple,None,None,None,None,None,8.20390246684557,330
331,None,None,White Scrunched Hoodie,:O,Confused,Black Bean,Off White B,None,None,None,None,None,5.196468823032366,331
332,Frog Headband,Zanbato,Jacket and Brown Scarf,:c,Closed,Black Eyed Bean,Off White B,None,None,None,None,None,26.01562631733474,332
333,Pointy Straw Hat,None,None,Straw Leaf,Side Eye,Lentil,Off White A,None,None,Black Chucks,None,None,26.795222852678325,333
334,None,None,Red BEANZ Puffer Jacket,Missing Tooth Grimace,Dizzy,Lentil,Dark Blue,None,None,None,None,None,8.157880082903683,334
335,Soy Sauce Dish,None,Open Black and Red Jacket,Triangle,Lashes,Red Bean,Dark Purple,Earth,None,None,Big Glasses,None,40.092286167106934,335
336,None,Spray Paint,Red Hoodie Zip-up,Frown,Smile,Lentil,Off White D,None,None,None,Blush,None,29.031073390131574,336
337,None,None,Blue Camo Hoodie with Backpack,Wide Missing Tooth Smile,Confused,Edamame,Off White C,Axe,None,None,Red Stripes Face Paint,None,30.4651583249458,337
338,None,None,Green Varsity Jacket,:P,Focused,Edamame,Off White C,None,None,None,Red Stripes Face Paint,Determined,31.973776453420584,338
339,None,None,Kung Fu Suit,D:,Confused,Blue Bean,Off White A,Coin,Devil Wings,None,None,None,35.18706405010191,339
340,None,Lantern,Frog Kigurumi,Wide Happy Smile,Half-open,Blue Bean,Off White A,Nunchuck,Smoke,None,None,None,46.80029627594393,340
341,Full Bandana,Axe,IKZ Hoodie Up,Drool,Lashes,Blue Bean,Off White C,None,None,None,None,None,25.885825247689333,341
342,Monkey King Crown,Coffee Cup,Black Track Jacket with Green Frog Cross-body Bag,Nom,Pretty,Black Bean,Off White D,None,Fireflies,None,Eye Patch,None,55.71459823182467,342
343,Red Panda Headband,None,None,Nom,Sad,Purple Bean,Dark Blue,None,None,None,Clear Glasses,Concerned,41.12130807670504,343
344,Chauffeur Cap,Monkey King Staff,Bathrobe,Kiss,Lashes,Edamame,Off White A,Round Fan,None,None,None,Determined,53.78636636425143,344
345,Lotus Leaf,None,Open Black and Red Jacket,uwu,Friendly Wink,Pinto Bean,Off White A,Magic Wand,None,None,Round Glasses,None,40.13921578793547,345
346,None,None,White Red Sweatsuit,Meh,Closed,Pinto Bean,Off White C,None,None,None,Seer Eyeband,None,17.070181459552387,346
347,None,None,Sloth Kigurumi,:P,Stare,Black Bean,Off White A,Earth,None,None,None,None,17.57927085380809,347
348,None,Banner,Black Bomber over Hoodie,Cat,Cheeky Wink,Lentil,Off White C,Axe,None,None,None,None,30.020587559361083,348
349,Cowboy Hat,None,Oversized White T-shirt,Smile,Lashes,Red Bean,Off White C,None,None,None,Clear Glasses,Surprised,38.26878053914323,349
350,None,Lightning,Green Camo Tank Top,Drool,Dots,Coffee Bean,Off White D,Key,None,None,None,None,28.536794264153524,350
351,None,None,White Qipao,Buckteeth,Dots,Jelly Bean,Off White B,None,None,None,None,None,4.910201355857227,351
352,None,None,Yellow Scrunched Hoodie,:P,Half-open,Jelly Bean,Off White C,Fan,None,None,None,Happy,32.560113915698125,352
