,Hats,Mouth,Eyes,Clothes,Body,Background,1 of 1,Rarity score,Token Id
1995,Army Helmet,Aw man,Fren,Cowboy,Lochias,Yellow,None,20.185605225174854,1995
1996,Biker Helmet,Oh No,xxx Flat,Dotted Tee,OLU,Pink,None,21.9135684237871,1996
1997,Red Beanie,Cowboy,Pacman,Old School,Xenos,Tan,None,11.725847343737456,1997
1998,Cowboy Hat,Meh,Happy,Dark Fren Tee,Xenos,Pink,None,7.540723571616718,1998
1999,Horns,Drugz,Peek a Boo,Leather Jacket,Lochias,Mint,None,19.28737106107546,1999
2000,Bonzai,Brown Beard,Peek a Boo,Pilot,Xenos,Pink,None,6.8855155622394415,2000
2001,Ninja Yellow,Baby Tooth,Luv,Mint Sweater,Xenos,Orange,None,12.513224031761293,2001
2002,Bonzai,Goo,Peek a Boo,Cowboy,Lochias,Red,None,15.857883368287768,2002
2003,Yellow Cap,Sucker,Dazed,Red GM Tee,Xenos,Red,None,14.272884501474826,2003
2004,Ninja Blue,Cowboy,Peaceful,Cowboy,Lochias,Pink,None,14.283186539682463,2004
2005,Baseball Helmet,Friendly,xxx Future,Dark Fren Tee,Femi,Mint,None,13.02036029224021,2005
2006,Ninja Blue,Friendly,Night Owl,White Jacket,Xenos,Blue,None,14.58992539091649,2006
2007,Ski Mask,Friendly,xxx Flat,Art School,Femi,Blue,None,17.00995413860065,2007
2008,Bamboo Cap,Gangzter,xxx Flat,Dark Jacket,Femi,Orange,None,14.970217601816277,2008
2009,Dark Halo,Cig,Adorable,Black GM Hoodie,OLU,Pink,None,22.426149811258718,2009
2010,Party Ears,Drugz,xxx Flat,Dark Dice Hoodie,Lochias,Dark Mint,None,24.17518480343488,2010
2011,Red Beanie,Brown Beard,Adorable,Sailor,Xenos,Pink,None,7.149718681750837,2011
2012,Ice Cube,Friendly,Adorable,Goth Tee,Xenos,Mint,None,6.499740172716306,2012
2013,Biker Helmet,Oh No,Fren,Pilot,Femi,Mint,None,13.321589542681675,2013
2014,Mustard Beanie,Oh No,Adorable,Red GM Tee,Xenos,Tan,None,9.855221584682047,2014
2015,Bamboo Cap,Oh No,Peaceful,Yellow Running Jacket,Xenos,Dark Mint,None,13.649333068588753,2015
2016,Ninja Master,Cowboy,Adorable,Prison,Xenos,Dark Mint,None,9.363803422025942,2016
2017,Baseball Helmet,Meh,Adorable,Alien Coat,Femi,Dark Mint,None,15.694190235492398,2017
2018,Park Hat,Sad,Dazed,Old School,Lochias,Mint,None,14.890928445723,2018
2019,Sweatband,Baby Tooth,Dazed,Goth Tee,Femi,Baby Blue,None,14.848675457664239,2019
2020,Mustard Beanie,Aw man,xxx Future,Red Tank,Xenos,Yellow,None,11.979507959194278,2020
2021,Bamboo Cap,Gangzter,Peek a Boo,Ninja Blue,OLU,Pink,None,19.95841290719551,2021
2022,Ninja Blue,Cowboy,Peaceful,Scarf Orange Blue,Xenos,Pink,None,7.440322983485437,2022
2023,Army Helmet,Wow,Dazed,Office,Femi,Yellow,None,16.59776752869408,2023
2024,Black Beanie,Aw man,Dazed,White Purple Jacket,Femi,Orange,None,16.14862719165139,2024
2025,Claw Machine,Gangzter,xxx Flat,Fuzzy Rainbow Tee,Lochias,Green Camo,None,23.498819911219638,2025
2026,Blue Beanie,Abduction,Night Owl,Ninja Knight,Xenos,Yellow,None,15.995535222624941,2026
2027,Red Beanie,Gangzter,Happy,Ninja Knight,Xenos,Blue Camo,None,14.177775246500977,2027
2028,Ninja Dark,Gangzter,Dazed,Prison,Xenos,Orange,None,9.97678169839611,2028
2029,BioHazard,Cowboy,xxx Future,Yellow Running Jacket,Lochias,Red Camo,None,26.595281197901937,2029
2030,Baseball Helmet,Oh No,Adorable,Blue Striped Hoodie,Xenos,Pink,None,5.120511436352753,2030
2031,Clown Nose Ears,Cowboy,Peaceful,Cowboy,Femi,Orange,None,14.906839443505385,2031
2032,Army Helmet,Sad,Pacman,Cowboy,Femi,Pink,None,9.099451796163164,2032
2033,Ninja Yellow,Goo,Night Owl,Waldo,Femi,Red,None,16.677040830899283,2033
2034,Ice Cream,Cowboy,Dazed,White Purple Jacket,Lochias,Mint,None,15.36648106057552,2034
2035,Ice Cream,Monster,Dazed,Cowboy,OLU,Mint,None,20.671791246268423,2035
2036,Ice Cream,Friendly,Pacman,White Purple Jacket,Lochias,Dark Mint,None,25.147456956836233,2036
2037,Pilot,Sewn Shut,Glasses,Office Hipster,Femi,Pink,None,18.827743184682948,2037
2038,Horns,Cowboy,xxx Flat,Red Tank,Femi,Yellow,None,14.89098235206289,2038
2039,Blue Beanie,Baby Tooth,Angry,Bones Tee,Xenos,Pink,None,8.528897212649564,2039
2040,Ninja Blue,Baby Tooth,Dazed,Robe,Femi,Blue,None,14.869821768936406,2040
2041,Army Helmet,Gangzter,Peek a Boo,Dark Chain Sweater,Femi,Mint,None,10.177445467413195,2041
2042,Paper Bag,Sewn Shut,Adorable,Waldo,Xenos,Pink,None,7.804965800537081,2042
2043,Horns,Brown Beard,Night Owl,Yellow GM Tee,OLU,Pink,None,26.29941040162034,2043
2044,Yellow Cap,Sad,xxx Flat,Blue Tank,Xenos,Mint,None,4.988444229346898,2044
2045,Lil Fren,Aw man,xxx Future,Cowboy,Femi,Blue Camo,None,18.336279040871354,2045
2046,Pilot,Baby Tooth,Dazed,Sailor,Lochias,Blue,None,20.618975142904034,2046
2047,Baseball Helmet,Baby Tooth,Gummy Worms,Yellow GM Tee,Xenos,Mint,None,6.975334538784131,2047
2048,Park Hat,Oh No,xxx Flat,Cowboy,Lochias,Pink,None,12.428439011799181,2048
2049,Ninja Blue,Goo,Night Owl,Long Sleeve Chain,OLU,Mint,None,22.537081804807908,2049
2050,Party Ears,Sad,Hive,Red Running Jacket,Xenos,Blue,None,14.83299805210532,2050
2051,Pilot,Sad,Oldies,Mint Sweater,Femi,Blue,None,17.791989286007972,2051
2052,Black Cowboy Hat,Meh,Adorable,Ninja Knight,Lochias,Pink,None,16.35992700812931,2052
2053,Pilot,Black Beard,Oldies,Old School,Lochias,Yellow,None,26.262405412766093,2053
2054,Paper Bag,Drugz,Dazed,Dark Dice Hoodie,Femi,Baby Blue,None,18.891113944997617,2054
2055,Ski Mask,Sad,Gummy Worms,Tan Dice Hoodie,Xenos,Orange,None,13.22132001723752,2055
2056,Armor,Goo,xxx Flat,Yellow Running Jacket,Femi,Baby Blue,None,15.498669823050346,2056
2057,Fire,Friendly,Angry,Pilot,Xenos,Mint,None,10.156467745734123,2057
2058,Bandage,Oh No,Dazed,Cowboy,Femi,Blue,None,12.159002691891143,2058
2059,Sweatband,Friendly,Happy,Armband,OLU,Tan,None,29.49623264030602,2059
2060,Red Beanie,Monster,Peek a Boo,Dark Jacket,Xenos,Mint,None,7.493209373914038,2060
2061,Party Ears,Friendly,Dazed,Mint Sweater,Xenos,Red,None,11.186858433707423,2061
2062,Park Hat,Baby Tooth,Oldies,Dark Green Hoodie,Xenos,Pink,None,7.244815253590761,2062
2063,Clown Nose Ears,Gangzter,Luv,Armband,Femi,Orange,None,18.41554230315668,2063
2064,Party Ears,Cowboy,xxx Flat,Dark Jacket,Lochias,Mint,None,14.86976680822017,2064
2065,Ninja Master,Goo,Dazed,Black GM Hoodie,Xenos,Pink,None,3.788872472005357,2065
2066,Ice Cream,Sad,Peek a Boo,Mint Sweater,Xenos,Mint,None,4.312051327532447,2066
2067,Rainy Day,Gangzter,Luv,Office,Femi,Baby Blue,None,18.457800576118522,2067
2068,Biker Helmet,Cowboy,Fren,Long Sleeve Chain,Xenos,Mint,None,7.292411895124566,2068
2069,Bamboo Cap,Abduction,Hive,Old School,Xenos,Mint,None,13.173782568471706,2069
2070,Ninja Master,Cig,xxx Flat,White GM Tee,OLU,Dark Mint,None,26.938752863194033,2070
2071,Blue Beanie,Oh No,Oldies,Pilot,Lochias,Orange,None,23.525229019096475,2071
2072,Dark Halo,Goo,Dazed,Dark Green Hoodie,Xenos,Mint,None,4.951439239554174,2072
2073,Red Beanie,Cig,Pacman,Dotted Tee,OLU,Mint,None,23.387817097669906,2073
2074,Red Beanie,Brown Beard,xxx Future,Red Tank,Xenos,Blue,None,14.098514099068431,2074
2075,Undies,Cowboy,Happy,Red Sweater,Femi,Red,None,17.792034207625502,2075
2076,Biker Helmet,Gangzter,Oldies,Dotted Tee,Femi,Baby Blue,None,18.44724433185556,2076
2077,Bandage,Meh,Gummy Worms,Cowboy,Lochias,Tree Green,None,23.51994349732644,2077
2078,Horns,Aw man,xxx Flat,Long Sleeve Chain,Xenos,Blue,None,10.621441919050351,2078
2079,Blue Beanie,Goo,Ghostie,White GM Sweater,OLU,Pink,None,23.910997537342325,2079
2080,Bandage,Meh,Ghostie,Red Fren,Xenos,Dark Mint,None,15.319154475817765,2080
2081,Paper Bag,Baby Tooth,Evil fren,White Fren Tee,Femi,Red,None,19.65205404367206,2081
2082,Ninja Blue,Baby Tooth,xxx Flat,Waldo,Femi,Mint,None,9.009637046625926,2082
2083,Red Beanie,Meh,Night Owl,Mint Sweater,Xenos,Pink,None,7.493178192856822,2083
2084,Ninja Master,Cowboy,Dazed,Waldo,Xenos,Red Camo,None,12.185590431392516,2084
2085,Beanie Spinner,Goo,Fren,Blue Tank,Femi,Yellow,None,16.714020452077975,2085
2086,Black Cap,Baby Tooth,Peek a Boo,Art School,Xenos,Mint,None,4.798218849060391,2086
2087,Lil Fren,Goo,Adorable,Mint Sweater,OLU,Mint,None,20.301881404666183,2087
2088,Ninja Dark,Cowboy,Pacman,White Fren Tee,Xenos,Pink,None,7.8736363523645325,2088
2089,Bandage,Gangzter,Peaceful,Pilot,Femi,Blue,None,17.18433088298459,2089
2090,Dark Halo,Baby Tooth,Fren,Chain White Tee,Lochias,Tan,None,23.710182617938642,2090
2091,Fire,Friendly,xxx Future,Dark Green Hoodie,Xenos,Pink,None,8.666259451576346,2091
2092,Fire,Sad,Pacman,Bones Tee,Xenos,Orange,None,13.638773122981492,2092
2093,Bamboo Cap,Black Beard,Night Owl,Green Jacket,Xenos,Blue,None,15.778883823850984,2093
2094,Ninja Blue,Brown Beard,Dazed,Pilot,Femi,Blue,None,17.712736594115352,2094
2095,Bucket Hat,Friendly,Adorable,White Purple Jacket,Xenos,Mint,None,7.281811785497373,2095
2096,Multi Beanie,Goo,Oldies,Chain White Tee,Femi,Tan,None,18.109058714700513,2096
2097,Mustard Beanie,Wow,Adorable,Waldo,OLU,Mint,None,20.40225556851668,2097
2098,Space Police,Baby Tooth,Peek a Boo,Armor,OLU,Orange,None,26.854191926242965,2098
2099,Rainy Day,Oh No,Dazed,Green Jacket,Lochias,Mint,None,16.560763596093132,2099
2100,Army Helmet,Oh No,Hive,Office Hipster,Xenos,Mint,None,10.256867279137126,2100
2101,Army Helmet,Gangzter,Adorable,Cowboy,Femi,Orange,None,11.47204614582325,2101
2102,Park Hat,Baby Tooth,Adorable,Blue GM Hoodie,Xenos,Green Camo,None,13.242455760697785,2102
2103,Party Ears,Goo,xxx Flat,Super GM,Xenos,Red,None,9.839399373881426,2103
2104,Army Helmet,Oh No,Oldies,Long Sleeve Chain,Lochias,Orange,None,24.20160659503219,2104
2105,Bandage,Goo,Adorable,Dark Ninja,OLU,Blue,None,25.379917883980745,2105
2106,Bamboo Cap,Gangzter,Adorable,Scarf Red White,Xenos,Orange,None,9.89751367945166,2106
2107,Blue Beanie,Gangzter,xxx Flat,Blue Striped Hoodie,Xenos,Pink,None,4.058350544067173,2107
2108,Horns,Oh No,Ghostie,Overalls Blue Yellow,OLU,Red,None,31.065601668033953,2108
2109,Blue Beanie,Baby Tooth,Peek a Boo,Waldo,Xenos,Mint,None,3.4612536689194298,2109
2110,Dark Halo,Goo,Adorable,Rainbow,Xenos,Yellow,None,10.21988607146692,2110
2111,Park Hat,Sad,Happy,Office,Zombie Femi,Tan,None,33.089408180164845,2111
2112,Paper Bag,Meh,Luv,Mint Sweater,Lochias,Red,None,24.138167129804376,2112
2113,Claw Machine,Cig,Gummy Worms,Space Suit,Femi,Tree Green,None,22.41036882073133,2113
2114,Cowboy Hat,Friendly,Peek a Boo,White Purple Jacket,Lochias,Mint,None,16.68226716130904,2114
2115,Multi Beanie,Abduction,Peaceful,Dotted Tee,Xenos,Mint,None,12.069387716054257,2115
2116,Army Helmet,Baby Tooth,xxx Flat,Blue Striped Hoodie,Lochias,Baby Blue,None,20.280747775941393,2116
2117,Ninja Blue,Wow,Adorable,White GM Sweater,Xenos,Pink,None,5.907896581910773,2117
2118,Claw Machine,Sad,Ghostie,Yellow Running Jacket,Xenos,Tan,None,13.813140884285403,2118
2119,Baseball Helmet,Sad,Angry,Rainbow,Xenos,Mint,None,7.995205450800953,2119
2120,Baseball Helmet,Sad,Dazed,Dark Dice Hoodie,Femi,Red Camo,None,17.802553456393806,2120
2121,Sweatband,Baby Tooth,xxx Flat,Ninja Blue,Xenos,Pink,None,3.973807045032201,2121
2122,Lil Fren,Meh,Night Owl,Yellow Running Jacket,Lochias,Pink,None,19.47231408987685,2122
2123,Bandage,Gangzter,xxx Future,Dark Fren Tee,Xenos,Blue,None,11.43521820350973,2123
2124,Multi Beanie,Baby Tooth,Peaceful,Blue Running Jacket,Xenos,Tan,None,13.369236390266853,2124
2125,Blue Beanie,Gangzter,Dazed,Chain White Tee,Xenos,Baby Blue,None,9.337361546834991,2125
2126,Ice Cube,Aw man,Dazed,Fuzzy Sweater,Xenos,Red Camo,None,14.447242746410446,2126
2127,Biker Helmet,Cig,Pacman,Ninja Knight,Xenos,Pink,None,8.692687058080333,2127
2128,Cowboy Hat,Oh No,Adorable,Tan Dice Hoodie,Lochias,Yellow,None,21.046982908882946,2128
2129,Ninja Blue,Sad,Adorable,Red Sweater,Zombie Xenos,Mint,None,25.813229138593606,2129
2130,Park Hat,Black Beard,Peek a Boo,Cowboy,Femi,Orange,None,14.536906875681996,2130
2131,Bonzai,Baby Tooth,Peek a Boo,Red GM Tee,Xenos,Pink,None,4.053111531813896,2131
2132,Undies,Baby Tooth,Dazed,Waldo,Xenos,Red,None,9.015023510384998,2132
2133,Ninja Master,Oh No,Hive,Pilot,Femi,Dark Mint,None,20.360123076154306,2133
2134,Sunflower,Baby Tooth,Luv,Ninja Knight,Femi,Pink,None,12.291170843584148,2134
2135,Snake Fren,Friendly,Adorable,Dark Dice Hoodie,OLU,Mint,None,22.44195563898883,2135
2136,Army Helmet,Monster,Fren,White GM Tee,OLU,Tan,None,32.33906607661673,2136
2137,Nacho Cheese,Cowboy,Dazed,Fuzzy Sweater,Femi,Mint,None,9.590905368760886,2137
2138,Beanie Spinner,Meh,Evil fren,Dark Green Hoodie,Xenos,Blue Camo,None,18.59008499180809,2138
2139,Red Beanie,Baby Tooth,Dazed,Office,Femi,Pink,None,8.845813376689273,2139
2140,Claw Machine,Gangzter,Dazed,Prison,Xenos,Mint,None,3.7941627503172044,2140
2141,Red Beanie,Friendly,xxx Flat,Cowboy,Xenos,Pink,None,1.6011339459640401,2141
2142,Red Yellow Blue Cap,Aw man,Pacman,Fuzzy Coat,Femi,Blue,None,19.414243647207353,2142
2143,Party Ears,Goo,Gummy Worms,Cowboy,Femi,Dark Mint,None,13.74429698843461,2143
2144,Undies,Drugz,xxx Future,Mint Sweater,OLU,Pink,None,26.304683238027575,2144
2145,Come In Peace,Abduction,Hive,Mint Sweater,Xenos,Yellow,None,18.970542092599008,2145
2146,Mustard Beanie,Sad,Peek a Boo,Fuzzy Coat,Xenos,Blue,None,8.793125168777136,2146
2147,Snake Fren,Gangzter,Angry,White GM Sweater,Femi,Red,None,19.477676242917514,2147
2148,Snake Fren,Cowboy,Pacman,Rainbow,Xenos,Tan,None,13.126174825955047,2148
2149,Black Beanie,Goo,Glasses,Floaties,Femi,Red,None,19.646771165702624,2149
2150,Ninja Master,Friendly,Happy,Yellow Running Jacket,OLU,Orange,None,29.490951346716532,2150
2151,Knife,Cig,Oldies,Rainbow,Xenos,Green Camo,None,17.358846089576897,2151
2152,Black Cap,Oh No,Peaceful,Office,Femi,Mint,None,14.167079481547468,2152
2153,Bandage,Braces,Dazed,Mint Sweater,Xenos,Blue Camo,None,16.777580412298317,2153
2154,Mustard Beanie,Brown Beard,Fren,Green Jacket,Femi,Mint,None,14.34143297111437,2154
2155,Cowboy Hat,Cowboy,Dazed,Green Jacket,Xenos,Red Camo,None,12.497370640607313,2155
2156,Bandage,Meh,Gummy Worms,Cowboy,OLU,Pink,None,20.391711479495612,2156
2157,Rainy Day,Oh No,Pacman,Robe,Xenos,Pink,None,8.898777984762713,2157
2158,Ice Cube,Friendly,Angry,Waldo,Femi,Pink,None,15.202766260627726,2158
2159,Come In Peace,Meh,Adorable,Fuzzy Sweater,OLU,Baby Blue,None,27.176539476949674,2159
2160,Bandage,Gangzter,Happy,Prison,Femi,Pink,None,11.524944166299827,2160
2161,Mustard Beanie,Goo,Fren,Long Sleeve Chain,Xenos,Tan,None,10.616154813017676,2161
2162,Ice Cream,Sad,Adorable,Long Sleeve Chain,Femi,Blue,None,14.859270812040023,2162
2163,Ice Cream,Baby Tooth,Oldies,Armband,Xenos,Blue,None,12.513215046217772,2163
2164,Army Helmet,Baby Tooth,Pacman,Dotted Tee,Xenos,Red,None,12.634738693971537,2164
2165,Army Helmet,Baby Tooth,Dazed,Blue Tank,Femi,Red,None,14.9807981587919,2165
2166,Ice Cream,Gangzter,xxx Flat,Cowboy,Lochias,Mint,None,11.366316171496175,2166
2167,Mustard Beanie,Cowboy,Oldies,Yellow Jacket,Femi,Blue,None,16.898966651985443,2167
2168,Sweatband,Cowboy,Ghostie,White Tank,Femi,Pink,None,14.082534398132548,2168
2169,Ninja Yellow,Goo,xxx Flat,Mint Sweater,Xenos,Orange,None,9.067894046573594,2169
2170,Park Hat,Meh,Pacman,Scarf Blue Yellow,Lochias,Pink,None,19.06013540632777,2170
2171,Tee Pee,Goo,Fren,Green Jacket,Xenos,Dark Mint,None,12.079935502196488,2171
2172,Ninja Dark,Meh,Ghostie,Scarf Blue Yellow,Xenos,Baby Blue,None,16.000832900575343,2172
2173,Black Cowboy Hat,Sad,Adorable,Cowboy,Xenos,Mint,None,1.4320791914220032,2173
2174,Cyclone Ears,Sad,Pacman,Red GM Tee,Lochias,Dark Mint,None,23.699614218551098,2174
2175,Mustard Beanie,Goo,Night Owl,Long Sleeve Chain,Femi,Mint,None,11.144469096533433,2175
2176,Paper Bag,Cig,Pacman,White Tank,Xenos,Pink,None,8.259366817337405,2176
2177,Tee Pee,Meh,Peaceful,Armband,Lochias,Orange,None,24.761702178798775,2177
2178,Park Hat,Friendly,Angry,White Jacket,Femi,Dark Mint,None,20.93083039689795,2178
2179,Ninja Blue,Gangzter,Peaceful,Goth Tee,Femi,Pink,None,12.470835223535119,2179
2180,Bucket Hat,Abduction,Angry,Chain White Tee,Xenos,Tan,None,18.447380152374905,2180
2181,Mustard Beanie,Baby Tooth,Hive,Fuzzy Sweater,Xenos,Dark Mint,None,13.559490308396525,2181
2182,Claw Machine,Goo,Peek a Boo,Red Tank,Femi,Tan,None,14.0930441347557,2182
2183,Mustard Beanie,Aw man,Adorable,Red GM Tee,Lochias,Baby Blue,None,20.428706955500854,2183
2184,Claw Machine,Wow,Dazed,Art School,Femi,Blue,None,16.106336681027106,2184
2185,Sailor,Aw man,Peaceful,Chain Brown Tee,Femi,Red,None,20.101211819569325,2185
2186,Black Beanie,Oh No,Gummy Worms,Art School,Lochias,Dark Mint,None,23.768302739471338,2186
2187,Nacho Cheese,Aw man,xxx Flat,Prison,OLU,Baby Blue,None,26.288797608038056,2187
2188,Blue Beanie,Cowboy,xxx Flat,Mint Sweater,Xenos,Mint,None,4.047795354767109,2188
2189,Park Hat,Baby Tooth,Dazed,Cowboy,Lochias,Yellow,None,16.650500655994872,2189
2190,Red Beanie,Oh No,Adorable,Armband,Femi,Pink,None,9.865675830937292,2190
2191,Ski Mask,Oh No,Peek a Boo,Art School,Femi,Pink,None,11.197332233904639,2191
2192,Army Helmet,Oh No,Fren,Yellow GM Tee,OLU,Baby Blue,None,29.0418125967519,2192
2193,Red Yellow Blue Cap,Aw man,Night Owl,Blue Tank,Femi,Pink,None,14.135365825733345,2193
2194,Black Beanie,Cowboy,Peek a Boo,Cowboy,Xenos,Orange,None,5.818046420789588,2194
2195,Sweatband,Meh,Gummy Worms,Dotted Tee,Lochias,Mint,None,18.864640889570616,2195
2196,Ninja Yellow,Gangzter,Adorable,Red Sweater,Femi,Dark Mint,None,15.361284326021869,2196
2197,Cowboy Hat,Baby Tooth,Ghostie,Goth Tee,Femi,Tree Green,None,22.25185709543778,2197
2198,Baseball Helmet,Monster,xxx Flat,Robe,Femi,Pink,None,13.311017971249575,2198
2199,Ninja Dark,Black Beard,Adorable,Black GM Hoodie,Xenos,Orange,None,13.400989681035789,2199
2200,Red Yellow Blue Cap,Friendly,Peek a Boo,Poop,Femi,Pink,None,12.259480442938987,2200
2201,Ninja Yellow,Sad,Night Owl,Tan Dice Hoodie,Lochias,Red Camo,None,26.331109786401313,2201
2202,Ice Cream,Monster,Adorable,Black Tux,Lochias,Blue Camo,None,27.826520628259782,2202
2203,Baseball Helmet,Goo,Pacman,Chain White Tee,Femi,Baby Blue,None,16.999360372124098,2203
2204,Red Beanie,Black Beard,Pacman,Dark Dice Hoodie,Xenos,Orange,None,14.901713526136847,2204
2205,Clown Nose Ears,Baby Tooth,xxx Flat,Cowboy,Zombie Xenos,Tan,None,27.747227243164797,2205
2206,Baseball Helmet,Aw man,Fren,Hi Tee,Femi,Blue,None,18.019206442128514,2206
2207,Park Hat,Goo,Gummy Worms,Poop,Xenos,Red,None,12.460395245849528,2207
2208,Red Yellow Blue Cap,Cig,Peek a Boo,Long Sleeve Chain,Xenos,Blue,None,11.208017430694317,2208
2209,Mustard Beanie,Aw man,xxx Flat,Chain Brown Tee,Lochias,Pink,None,15.614859855841226,2209
2210,Sweatband,Cowboy,Gummy Worms,Dark Dice Hoodie,Femi,Yellow,None,17.807871217116684,2210
2211,Multi Beanie,Wow,Oldies,Prison,Xenos,Yellow,None,14.685028831218276,2211
2212,Horns,Sewn Shut,Gummy Worms,Overalls Blue Yellow,Femi,Yellow,None,21.876677587243986,2212
2213,Bonzai,Cig,Oldies,Robe,Lochias,Pink,None,18.57929621462501,2213
2214,Red Beanie,Baby Tooth,Gummy Worms,Dark Green Hoodie,OLU,Mint,None,22.320449430206942,2214
2215,Blue Beanie,Cowboy,Luv,Red GM Tee,Lochias,Baby Blue,None,22.811835355200607,2215
2216,Snake Fren,Cig,Happy,White Tank,Xenos,Mint,None,8.412661727651006,2216
2217,Party Ears,Friendly,xxx Flat,White Fren Tee,Femi,Mint,None,11.192039842616957,2217
2218,Ninja Master,Cig,Fren,Polka Dot,Xenos,Tree Green,None,16.68777147614274,2218
2219,Fire,Gangzter,xxx Future,Yellow Jacket,Xenos,Baby Blue,None,12.23843824229844,2219
2220,Paper Bag,Cowboy,xxx Future,Blue Tank,Femi,Dark Mint,None,16.988828964829242,2220
2221,Cyclone Ears,Brown Beard,xxx Flat,Chain White Tee,OLU,Dark Mint,None,29.290150697055594,2221
2222,Sailor,Drugz,xxx Future,Cowboy,Xenos,Pink,None,7.699275463041766,2222
2223,Come In Peace,Sad,Gummy Worms,White Tank,Xenos,Mint,None,7.820823950579061,2223
2224,Rainy Day,Black Beard,Dazed,Art School,Xenos,Mint,None,8.021625655672127,2224
2225,Yellow Cap,Goo,xxx Flat,Dark Dice Hoodie,Xenos,Mint,None,4.491724160794464,2225
2226,Cowboy Hat,Oh No,xxx Future,Office Hipster,Lochias,Tree Green,None,26.267698332180423,2226
2227,Baseball Helmet,Aw man,Peaceful,Fuzzy Coat,Femi,Orange,None,18.563494083429514,2227
2228,Blue Beanie,Cig,xxx Future,Yellow Jacket,Femi,Tan,None,17.68107473014026,2228
2229,Bandage,Goo,Peaceful,Office,Xenos,Green Camo,None,14.906974735898077,2229
2230,Paper Bag,Sad,Pacman,Scarf Red White,Femi,Mint,None,12.692739904422409,2230
2231,Bonzai,Cowboy,Evil fren,Blue GM Hoodie,Lochias,Pink,None,19.852744767090837,2231
2232,Ninja Dark,Sad,Dazed,Armband,Xenos,Red,None,10.225129311431505,2232
2233,Bonzai,Sad,Luv,Dark Dice Hoodie,Lochias,Blue,None,22.833019719628442,2233
2234,Ice Cream,Cig,Dazed,Fuzzy Coat,Lochias,Mint,None,15.931930342312087,2234
2235,Bamboo Cap,Sucker,xxx Flat,Alien Coat,Xenos,Yellow,None,13.69690222841538,2235
2236,Beanie Spinner,Sucker,Night Owl,Waldo,Femi,Mint,None,15.900290676314185,2236
2237,Mustard Beanie,Gangzter,xxx Flat,Tan Dice Hoodie,Lochias,Mint,None,14.1722730432354,2237
2238,Ninja Dark,Sad,Night Owl,Yellow GM Tee,Lochias,Red,None,23.726030725128016,2238
2239,Scuba,Goo,Gummy Worms,Alien Coat,Femi,Baby Blue,None,18.431402038047846,2239
2240,Party Ears,Baby Tooth,Adorable,Goth Tee,Femi,Baby Blue,None,14.853987404536225,2240
2241,Mustard Beanie,Oh No,Pacman,Fuzzy Sweater,Xenos,Pink,None,7.482582839536824,2241
2242,Bandage,Friendly,Adorable,Cowboy,Femi,Pink,None,7.4190519446997465,2242
2243,Bonzai,Gangzter,Luv,Yellow Hi,Femi,Orange,None,18.045645145861457,2243
2244,Ice Cream,Wow,Hive,Dark Green Hoodie,Xenos,Tan,None,15.947954964513572,2244
2245,Baseball Helmet,Oh No,Peaceful,Mint Sweater,OLU,Tan,None,29.17388667444849,2245
2246,Dark Halo,Gangzter,Luv,Scarf Red White,Femi,Mint,None,13.860593778355826,2246
2247,Ice Cream,Goo,Adorable,White Jacket,Xenos,Pink,None,4.296210091972287,2247
2248,Rainy Day,Aw man,xxx Flat,White Fren Tee,Lochias,Mint,None,16.576590035426225,2248
2249,Blue Beanie,Wow,Luv,Poop,Lochias,Pink,None,19.604444188766116,2249
2250,Beanie Spinner,Gangzter,Ghostie,Goth Tee,Xenos,Pink,None,8.782557829044862,2250
2251,Space Police,Goo,xxx Future,Art School,Femi,Yellow,None,17.004666503385547,2251
2252,Nacho Cheese,Aw man,xxx Flat,Blue Striped Hoodie,Xenos,Dark Mint,None,10.658445323407342,2252
2253,Red Beanie,Oh No,Oldies,Red Sweater,OLU,Tan,None,29.12105313269877,2253
2254,Pilot,Wow,Gummy Worms,White Sweater,OLU,Baby Blue,None,30.431505090225446,2254
2255,Come In Peace,Cowboy,xxx Flat,Prison,Femi,Pink,None,9.992527807460458,2255
2256,Mustard Beanie,Wow,xxx Future,Fuzzy Sweater,Xenos,Blue,None,12.497359012553595,2256
